tert_butyl_product,EN-code,parent_SMILES
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cc(C(F)(F)F)cs1)C(=O)c1ccco1,EN300-6738687,NCc1cc(C(F)(F)F)cs1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1C[C@@H](CF)C1,EN300-6745643,N[C@H]1C[C@@H](CF)C1
COCC1(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCOCC1,EN300-1704304,COCC1(CCN)CCOCC1
CC1CN(Cc2ccccc2)CCC1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-622275,CC1CN(Cc2ccccc2)CCC1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccn2cnnc2c1)C(=O)c1ccco1,EN300-26625560,NCc1ccn2cnnc2c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCC2(CC1)COCCO2,EN300-1718225,NC1CCC2(CC1)COCCO2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCC(O)C2(CCCC2)C1,EN300-7436141,NC1CCC(O)C2(CCCC2)C1
CCOC(=O)c1ccn(-c2ccc(N(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)cc2F)n1,EN300-312355,CCOC(=O)c1ccn(-c2ccc(N)cc2F)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cnoc1C1CCOCC1,EN300-7436690,Nc1cnoc1C1CCOCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C[C@@H]1Cc2ccccc2CO1)C(=O)c1ccco1,EN300-312171,NC[C@@H]1Cc2ccccc2CO1
Cn1nc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c2c1CCOC2,EN300-7353929,Cn1nc(CN)c2c1CCOC2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC(CS(C)(=O)=O)C1,EN300-7429970,CS(=O)(=O)CC1CC(N)C1
CN1CC(C)(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCC1=O,EN300-7424980,CN1CC(C)(N)CCC1=O
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC1(C)C(F)F,EN300-6418998,CC1(C(F)F)CC1N
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1ocnc1CO)C(=O)c1ccco1,EN300-7470948,NCCc1ocnc1CO
CC(C1CC2(CCC2)C1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6746518,CC(N)C1CC2(CCC2)C1
Cc1cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cnc1OC(F)F,EN300-1725516,Cc1cc(N)cnc1OC(F)F
COC(=O)[C@@H]1C[C@@H]1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-384679,COC(=O)[C@@H]1C[C@@H]1CN
COC(=O)[C@@H]1CC[C@@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-266538,COC(=O)[C@@H]1CC[C@@H]1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@@H](N2CCOCC2)C12CCC2,EN300-305207,N[C@@H]1C[C@@H](N2CCOCC2)C12CCC2
CO[C@@H]1COC[C@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-260391,CO[C@@H]1COC[C@H]1N
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(c2ccncc2F)CCC1)C(=O)c1ccco1,EN300-1817678,NCC1(c2ccncc2F)CCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCS(=O)(=O)C(C)(C)C1,EN300-726375,CC1(C)CC(N)CCS1(=O)=O
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCC(c2ccccc2)CC1,EN300-399295,NC1CCCC(c2ccccc2)CC1
CN(C)[C@@H]1COC[C@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6475276,CN(C)[C@@H]1COC[C@H]1N
Cn1cc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c(C(F)F)n1,EN300-1301125,Cn1cc(CN)c(C(F)F)n1
CC(C)c1cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)ccc1C(F)(F)F,EN300-6732600,CC(C)c1cc(N)ccc1C(F)(F)F
CO[C@@H]1CCCC[C@H]1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7463642,CO[C@@H]1CCCC[C@H]1CN
COc1ccc(CN2CCC2CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,EN300-297839,COc1ccc(CN2CCC2CN)cc1
COC1C(C)(C)C(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1(C)C,EN300-7426556,COC1C(C)(C)C(N)C1(C)C
CO[C@@H]1CCCC[C@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-260049,CO[C@@H]1CCCC[C@H]1N
Cn1ccnc1C1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCO1,EN300-249832,Cn1ccnc1C1CC(N)CCO1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1COC(C2CC2)C1,EN300-306295,NC1COC(C2CC2)C1
Cc1c([C@@H]2[C@@H](N(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)CC(=O)N2C)cnn1C,EN300-1267343,Cc1c([C@@H]2[C@@H](N)CC(=O)N2C)cnn1C
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCN(c2ccccc2)S1(=O)=O)C(=O)c1ccco1,EN300-7455599,NCC1CCN(c2ccccc2)S1(=O)=O
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C(=O)OC(C)(C)C)C1CCC1)C(=O)c1ccco1,EN300-269783,CC(C)(C)OC(=O)C(CN)C1CCC1
C[C@@H](C(F)F)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6738224,C[C@H](N)C(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cc(F)cc(C(F)F)c1,EN300-1576950,Nc1cc(F)cc(C(F)F)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCOC1CC1(F)F)C(=O)c1ccco1,EN300-269758,NCCOC1CC1(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(C2CC2)CCCO1)C(=O)c1ccco1,EN300-3113636,NCC1(C2CC2)CCCO1
C[C@H]1CC[C@@](C)(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1(C)C,EN300-300946,C[C@H]1CC[C@@](C)(CN)C1(C)C
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(C)(CC(F)(F)F)c1ccccc1,EN300-5320601,CC(N)(CC(F)(F)F)c1ccccc1
CCC[C@@H]1C[C@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-197001,CCC[C@@H]1C[C@H]1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCCC[C@H]1OC(C)(C)C,EN300-6735344,CC(C)(C)O[C@@H]1CCCC[C@H]1N
CC(c1cnsc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6739563,CC(N)c1cnsc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccc(Br)c(F)c1,EN300-191373,N[C@@H]1C[C@H]1c1ccc(Br)c(F)c1
CC(C)[C@@H]1CC[C@@H](C)C[C@]1(O)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6512648,CC(C)[C@@H]1CC[C@@H](C)C[C@]1(O)CN
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1nc(C(N)=O)co1)C(=O)c1ccco1,EN300-266460,NCc1nc(C(N)=O)co1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1cccnc1,EN300-197009,N[C@@H]1C[C@H]1c1cccnc1
CO[C@H]1CCCC[C@@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-200268,CO[C@H]1CCCC[C@@H]1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2c(c1)C=CCCC2,EN300-303312,Nc1ccc2c(c1)C=CCCC2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1C1CCCCC1,EN300-189089,N[C@@H]1C[C@H]1C1CCCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1C[C@H]2CC[C@@H]1C2,EN300-7465161,N[C@H]1C[C@H]2CC[C@@H]1C2
CCN(C(C)=O)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cn1,EN300-263699,CCN(C(C)=O)c1ccc(N)cn1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1CO,EN300-196962,N[C@@H]1C[C@H]1CO
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cc2c(cc1Cl)OCCC2,EN300-3083329,Nc1cc2c(cc1Cl)OCCC2
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(CC(=O)OC(C)(C)C)C1CC1)C(=O)c1ccco1,EN300-263510,CC(C)(C)OC(=O)CC(CN)C1CC1
C[C@@H]1C[C@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-332539,C[C@@H]1C[C@H]1N
CC(C1CC(F)(F)C1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1177753,CC(N)C1CC(F)(F)C1
CCc1ncc(F)cc1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-814470,CCc1ncc(F)cc1N
Cc1oc2cc(F)ccc2c1CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-26673430,Cc1oc2cc(F)ccc2c1CCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1c(Cl)cccc1Cl,EN300-252389,N[C@@H]1C[C@H]1c1c(Cl)cccc1Cl
CCOC(=O)C(CC1(OC)CCC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-260932,CCOC(=O)C(N)CC1(OC)CCC1
COCC1(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCCC1,EN300-1662391,COCC1(CCN)CCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCC1CSc2ccccc2O1)C(=O)c1ccco1,EN300-260291,NCCC1CSc2ccccc2O1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCCCC12CCC2)C(=O)c1ccco1,EN300-6473672,NCC1CCCCC12CCC2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCC[C@H](C2CC2)C1,EN300-257235,N[C@@H]1CCC[C@H](C2CC2)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CN(Cc2ccccc2)CC12CCC2)C(=O)c1ccco1,EN300-247512,NCC1CN(Cc2ccccc2)CC12CCC2
CC(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1C(F)(F)F,EN300-6735784,CC(C)c1ccc(N)cc1C(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1C1CCC1,EN300-257209,N[C@@H]1C[C@H]1C1CCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(c1cccs1)C1(CO)CCC1,EN300-247388,NC(c1cccs1)C1(CO)CCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCC1(C)CC1(F)Cl)C(=O)c1ccco1,EN300-262568,CC1(CCN)CC1(F)Cl
Cc1sc2ccccc2c1CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7471405,Cc1sc2ccccc2c1CCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CN(Cc2ccccc2)C(C)(C)C1,EN300-6491096,CC1(C)CC(N)CN1Cc1ccccc1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCC1COC(C)(C)C1)C(=O)c1ccco1,EN300-6739987,CC1(C)CC(CCN)CO1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(CC(N)=O)CC1)C(=O)c1ccco1,EN300-256513,NCC1(CC(N)=O)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCOC(c2cccs2)C1,EN300-247321,NC1CCOC(c2cccs2)C1
CC(C)c1nc(C(CO)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cs1,EN300-266776,CC(C)c1nc(C(N)CO)cs1
COC(=O)c1ccc(C2(CN(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)CC2)cc1,EN300-2008457,COC(=O)c1ccc(C2(CN)CC2)cc1
Cn1cc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c(=O)[nH]c1=O,EN300-365140,Cn1cc(CN)c(=O)[nH]c1=O
CS[C@@H]1CCCC[C@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-262821,CS[C@@H]1CCCC[C@H]1N
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(n2cccn2)CC1)C(=O)c1ccco1,EN300-747167,NCC1(n2cccn2)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2cncc(F)c2c1,EN300-7464970,Nc1ccc2cncc(F)c2c1
CC(CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)C(F)F,EN300-6764339,CC(CCN)C(F)F
C[C@@H]1[C@H](N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCS1(=O)=O,EN300-321110,C[C@@H]1[C@H](N)CCS1(=O)=O
Cc1cncc(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1,EN300-269254,Cc1cncc(CCN)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(CO)CCC(F)(F)CC1,EN300-3060638,NC1(CO)CCC(F)(F)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2ncn(-c3cccc(O)c3)c(=O)c2c1,EN300-6472529,Nc1ccc2ncn(-c3cccc(O)c3)c(=O)c2c1
C=C[C@@H]1OCCC[C@H]1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-244937,C=C[C@@H]1OCCC[C@H]1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2c(ccn2CC(=O)OC(C)(C)C)c1,EN300-6510682,CC(C)(C)OC(=O)Cn1ccc2cc(N)ccc21
COC(=O)[C@H](Cc1ccc2ccccc2c1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7377418,COC(=O)[C@@H](N)Cc1ccc2ccccc2c1
COC(=O)C(Cc1cccc(Oc2ccccc2)c1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1268509,COC(=O)C(N)Cc1cccc(Oc2ccccc2)c1
CCc1nnc(Sc2ccc(C#N)cc2N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)[nH]1,EN300-7538432,CCc1nnc(Sc2ccc(C#N)cc2N)[nH]1
COC(=O)c1cc(OC)c(O)c(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-1082135,COC(=O)c1cc(N)c(O)c(OC)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Oc2ccc(F)c(Cl)c2)cc1C(F)(F)F,EN300-6736107,Nc1ccc(Oc2ccc(F)c(Cl)c2)cc1C(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)C(=O)c1ccco1,EN300-6750772,NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(NC(=O)c2ccccc2O)cc1)C(=O)c1ccco1,EN300-1719242,NCc1ccc(NC(=O)c2ccccc2O)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Oc2ccc(C(F)(F)F)cc2)c(C#N)c1,EN300-93093,N#Cc1cc(N)ccc1Oc1ccc(C(F)(F)F)cc1
COC(=O)c1cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc2c1Oc1ccccc1O2,EN300-817815,COC(=O)c1cc(N)cc2c1Oc1ccccc1O2
C/C=C/CCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7461197,C/C=C/CCCN
CCC(C)C(C(=O)Nc1cccc(N2CCCC2)c1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-66847,CCC(C)C(N)C(=O)Nc1cccc(N2CCCC2)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cc(Cl)ccc1NS(=O)(=O)c1ccccc1F,EN300-35677,Nc1cc(Cl)ccc1NS(=O)(=O)c1ccccc1F
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCN(c2ncnc3[nH]ccc23)CC1)C(=O)c1ccco1,EN300-7438994,NCC1CCN(c2ncnc3[nH]ccc23)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(c1cccc(S(C)(=O)=O)c1)c1cc(F)ccc1F,EN300-93111,CS(=O)(=O)c1cccc(C(N)c2cc(F)ccc2F)c1
Cc1c(C(C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cnn1-c1cccc(C(F)(F)F)c1,EN300-29770,Cc1c(C(C)N)cnn1-c1cccc(C(F)(F)F)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCCC[C@@H]1O,EN300-6733499,N[C@@H]1CCCC[C@@H]1O
CC(c1cccc(NC(=O)Cc2ccccc2F)c1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-41673,CC(N)c1cccc(NC(=O)Cc2ccccc2F)c1
CCOC(=O)c1ccn(-c2cccc(CN(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)c2)n1,EN300-194295,CCOC(=O)c1ccn(-c2cccc(CN)c2)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2oc(-c3cccc4c(Br)cccc34)nc2c1,EN300-724914,Nc1ccc2oc(-c3cccc4c(Br)cccc34)nc2c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(c1ccc(Cl)c(Cl)c1)N1CCc2sccc2C1)C(=O)c1ccco1,EN300-41386,NCC(c1ccc(Cl)c(Cl)c1)N1CCc2sccc2C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(Oc2cccc(C(F)(F)F)c2)c1,EN300-155421,Nc1cccc(Oc2cccc(C(F)(F)F)c2)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccccc1CC(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,EN300-06415,Nc1ccccc1CC(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12
CN1CCC(Oc2cc(N(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)cc(C(F)(F)F)c2)CC1,EN300-7442971,CN1CCC(Oc2cc(N)cc(C(F)(F)F)c2)CC1
CCc1c(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cnn1-c1cccc(C(F)(F)F)c1,EN300-177878,CCc1c(N)cnn1-c1cccc(C(F)(F)F)c1
CCOC(=O)[C@@H]1CC[C@H](N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-1179728,CCOC(=O)[C@@H]1CC[C@H](N)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(N2C(=O)NC(C)(C3CC3)C2=O)cc1)C(=O)c1ccco1,EN300-205569,CC1(C2CC2)NC(=O)N(c2ccc(CN)cc2)C1=O
CN(CCC(F)(F)F)C(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)c1ccc(Cl)cc1,EN300-205645,CN(CCC(F)(F)F)C(CN)c1ccc(Cl)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCCC[C@H]1NS(=O)(=O)C1CC1,EN300-344116,N[C@@H]1CCCC[C@H]1NS(=O)(=O)C1CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cccc(N2C(=O)NC(C)(C3CC3)C2=O)c1)C(=O)c1ccco1,EN300-205350,CC1(C2CC2)NC(=O)N(c2cccc(CN)c2)C1=O
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(C(=O)c2ccco2)c2ccccc21,EN300-1268031,NC1CCN(C(=O)c2ccco2)c2ccccc21
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(C)(CCC(F)(F)F)c1ccccc1,EN300-4753997,CC(N)(CCC(F)(F)F)c1ccccc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(c1ccccc1)c1cccc(OC(F)(F)F)c1,EN300-6477903,NC(c1ccccc1)c1cccc(OC(F)(F)F)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C23CC4CC(CC(O)(C4)C2)C3)cc1,EN300-72804,Nc1ccc(C23CC4CC(CC(O)(C4)C2)C3)cc1
COCCN(C)CCNS(=O)(=O)c1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-322670,COCCN(C)CCNS(=O)(=O)c1cccc(N)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC(=O)N(Cc2ccccc2C(F)(F)F)C1,EN300-139971,NC1CC(=O)N(Cc2ccccc2C(F)(F)F)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(c1ccccc1)c1ccccc1OC(F)(F)F,EN300-6478413,NC(c1ccccc1)c1ccccc1OC(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(c1ccccc1)C1CCCc2ccccc21,EN300-116189,NC(c1ccccc1)C1CCCc2ccccc21
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CCC(=O)OC(C)(C)C)Cc1ccccc1,EN300-226163,CC(C)(C)OC(=O)CCC(N)Cc1ccccc1
CCN(CC)CC(C)NC(=O)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1Cl,EN300-116290,CCN(CC)CC(C)NC(=O)c1ccc(N)cc1Cl
CCC(C)n1c(C(F)(F)F)nc2cc(N(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)ccc21,EN300-243370,CCC(C)n1c(C(F)(F)F)nc2cc(N)ccc21
CN(CCOc1ccccc1)Cc1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,EN300-371855,CN(CCOc1ccccc1)Cc1ccc(N)cc1
CN(C)CCCCNS(=O)(=O)c1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-203769,CN(C)CCCCNS(=O)(=O)c1cccc(N)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCOC1(C)C)C(=O)c1ccco1,EN300-306619,CC1(C)OCCC1CN
COc1cccc(C(Cc2cc(C)cc(C)c2)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-85571,COc1cccc(C(N)Cc2cc(C)cc(C)c2)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(c2cccc(OC(F)(F)F)c2)C1=O,EN300-77216,NC1CCN(c2cccc(OC(F)(F)F)c2)C1=O
COC(=O)C1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)COc2ccccc2C1,EN300-307216,COC(=O)C1(N)COc2ccccc2C1
CN1CCCCCC1=NS(=O)(=O)c1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-45382,CN1CCCCCC1=NS(=O)(=O)c1cccc(N)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(N2CCN(CC3CC3)CC2)cc1)C(=O)c1ccco1,EN300-124265,NCc1ccc(N2CCN(CC3CC3)CC2)cc1
CC1C(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)N(C)CCN1C,EN300-225405,CC1C(CN)N(C)CCN1C
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(-c2nc(-c3ccc(Cl)cc3)cs2)c1,EN300-1086836,Nc1cccc(-c2nc(-c3ccc(Cl)cc3)cs2)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(S(=O)(=O)CCN2CCOCC2)cc1,EN300-78538,Nc1ccc(S(=O)(=O)CCN2CCOCC2)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H](Cc1cccc(F)c1)CN1C(=O)c2ccccc2C1=O,EN300-191311,N[C@@H](Cc1cccc(F)c1)CN1C(=O)c2ccccc2C1=O
CN(CCOc1cccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1)C1CCOCC1,EN300-67572,CN(CCOc1cccc(CN)c1)C1CCOCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cc(N)cc(C(=O)NCc2cccnc2)c1,EN300-140943,Nc1cc(N)cc(C(=O)NCc2cccnc2)c1
CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-07552,CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(N)c1
CNC(=O)c1cc(Oc2cc(C)ccc2N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)ccn1,EN300-99885,CNC(=O)c1cc(Oc2cc(C)ccc2N)ccn1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(Cc1c(F)cccc1Cl)c1ccccc1Br,EN300-83899,NC(Cc1c(F)cccc1Cl)c1ccccc1Br
