Molecule Name,SMILES,Batch Name,Canonical PostEra ID,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0019348,CS(=O)(=O)c1ccc2c(NC(=O)C34CC(C3)Oc3ccc(Cl)cc43)cncc2c1,001,EDJ-MED-c3ea9889-5,22.9,18.1,29.0,1.12,2.1
CVD-0019347,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2S1(=O)=O,002,EDJ-MED-c3ea9889-4,1.16,1.04,1.28,1.21,1.1
CVD-0019346,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3cc(ccc23)S(C)(=O)=O)c2cc(Cl)ccc2S1(=O)=O,001,EDJ-MED-c3ea9889-3,0.189,0.167,0.214,1.05,1.1
CVD-0019346,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3cc(ccc23)S(C)(=O)=O)c2cc(Cl)ccc2S1(=O)=O,001,EDJ-MED-c3ea9889-3,0.131,0.124,0.138,1.06,2.1
CVD-0019345,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2S1(=O)=O,001,EDJ-MED-c3ea9889-2,0.393,0.372,0.416,1.06,1.1
CVD-0019343,CNC(=O)CN1CC(C(=O)Nc2cncc3cccc(Cl)c23)c2cc(Cl)ccc2C1=O,001,EDJ-MED-0186a59b-8,0.0917,0.0887,0.0947,1.03,2.1
CVD-0019337,CC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4cc(ccc34)S(C)(=O)=O)c3cc(Cl)ccc3C2)CS(=O)(=O)C1,001,EDJ-MED-ede277f6-12,0.147,0.128,0.169,1.30,1.1
CVD-0019337,CC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4cc(ccc34)S(C)(=O)=O)c3cc(Cl)ccc3C2)CS(=O)(=O)C1,001,EDJ-MED-ede277f6-12,0.0836,0.0751,0.0930,1.30,2.1
CVD-0019336,CC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4cccc(Cl)c34)c3cc(Cl)ccc3C2)CS(=O)(=O)C1,001,EDJ-MED-ede277f6-11,0.957,0.791,1.16,1.05,1.1
CVD-0019307,CC(C)(C)NC(=O)CN1CC(C(=O)Nc2cncc3cc(ccc23)S(C)(=O)=O)c2cc(Cl)ccc2C1=O,003,EDJ-MED-d165ed91-4,0.248,0.222,0.277,1.09,1.1
CVD-0019306,CS(=O)(=O)c1ccc2c(NC(=O)C3CN(CC(=O)NC4COC4)C(=O)c4ccc(Cl)cc34)cncc2c1,002,EDJ-MED-d165ed91-3,0.866,0.741,1.01,1.04,1.1
CVD-0019283,Clc1ccc2CN(C[C@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCS(=O)(=O)CC1)C#N,001,MAT-POS-bf364d7a-12,15.3,13.7,17.1,0.999,1.1
CVD-0019282,Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCS(=O)(=O)CC1)C#N,001,MAT-POS-bf364d7a-11,0.0524,0.0466,0.0589,1.10,1.1
CVD-0019282,Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCS(=O)(=O)CC1)C#N,001,MAT-POS-bf364d7a-11,0.0814,0.0664,0.0997,1.21,1.1
CVD-0019281,Clc1ccc2CN(C[C@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCOCC1)C#N,001,MAT-POS-bf364d7a-10,15.2,13.4,17.4,1.21,1.1
CVD-0019280,Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCOCC1)C#N,001,MAT-POS-bf364d7a-9,0.0875,0.0664,0.115,1.03,1.1
CVD-0019280,Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCOCC1)C#N,001,MAT-POS-bf364d7a-9,0.0600,0.0573,0.0627,1.11,2.1
CVD-0019279,COC1(CS(=O)(=O)N2C[C@@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,001,MAT-POS-bf364d7a-8,0.0802,0.0635,0.101,0.981,1.1
CVD-0019279,COC1(CS(=O)(=O)N2C[C@@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,001,MAT-POS-bf364d7a-8,0.0548,0.0507,0.0591,1.05,2.1
CVD-0019278,COC1(CS(=O)(=O)N2C[C@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,001,MAT-POS-bf364d7a-7,18.5,16.7,20.4,1.14,1.1
CVD-0019277,CC(C)(CS(=O)(=O)N1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1)C#N,001,MAT-POS-bf364d7a-6,13.2,11.7,14.9,1.14,1.1
CVD-0019276,Clc1ccc2CN(C[C@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CS(=O)(=O)C1,001,MAT-POS-bf364d7a-4,0.0737,0.0638,0.0852,1.17,1.1
CVD-0019276,Clc1ccc2CN(C[C@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CS(=O)(=O)C1,001,MAT-POS-bf364d7a-4,0.108,0.0891,0.130,1.23,1.1
CVD-0019275,Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CS(=O)(=O)C1,001,MAT-POS-bf364d7a-3,8.23,7.24,9.36,1.06,1.1
CVD-0019274,CC1(CS(=O)(=O)N2C[C@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CS(=O)(=O)C1,001,MAT-POS-bf364d7a-2,26.3,23.4,29.5,1.97,1.1
CVD-0019236,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,001,MAT-POS-e119ab4f-5,0.249,0.241,0.259,1.15,1.1
CVD-0019236,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,001,MAT-POS-e119ab4f-5,0.140,0.133,0.147,0.999,2.1
CVD-0019235,Clc1ccc2OC3CC(C3)(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-e119ab4f-4,56.4,45.4,70.0,0.986,2.1
CVD-0019234,CNC(=O)CN1CC(C(=O)Nc2cncc3cccc(C)c23)c2cc(Cl)ccc2C1=O,001,MAT-POS-e119ab4f-3,0.361,0.332,0.393,1.21,1.1
CVD-0019233,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O,001,MAT-POS-e119ab4f-2,0.170,0.142,0.205,1.24,1.1
CVD-0019233,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O,001,MAT-POS-e119ab4f-2,0.0988,0.0935,0.104,1.11,1.1
CVD-0019233,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O,001,MAT-POS-e119ab4f-2,0.0896,0.0829,0.0970,1.22,2.1
CVD-0019232,CNC(=O)CN1CC(C(=O)Nc2cncc3cc(F)ccc23)c2cc(Cl)ccc2C1=O,002,MAT-POS-e119ab4f-1,0.153,0.144,0.163,1.00,2.1
CVD-0019231,CNC(=O)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,MAT-POS-a54ce14d-3,1.52,1.40,1.65,1.15,1.1
CVD-0019204,CNC(=O)N1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,001,EDJ-MED-2791eece-12,2.47,2.05,2.99,1.08,1.1
CVD-0019203,CN(C)S(=O)(=O)N1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,001,EDJ-MED-2791eece-11,1.97,1.57,2.47,0.888,1.1
CVD-0019202,Clc1ccc2CCN(C(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)C1CC1,001,EDJ-MED-2791eece-10,1.14,0.960,1.36,1.07,1.1
CVD-0019200,CN(C)C(=O)CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,001,EDJ-MED-2791eece-7,1.54,1.30,1.81,1.05,1.1
CVD-0019198,Clc1ccc2CCN(C(C(=O)Nc3cncc4ccccc34)c2c1)C(=O)CC#N,001,EDJ-MED-2791eece-4,6.51,5.75,7.36,0.987,1.1
CVD-0019197,COCCN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,001,EDJ-MED-2791eece-3,1.88,1.56,2.27,0.995,1.1
CVD-0019185,COCc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-90fd5f68-39,2.21,1.81,2.69,1.13,1.1
CVD-0019184,OC(=O)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-90fd5f68-38,3.81,3.34,4.35,1.32,1.1
CVD-0019183,OC(=O)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-90fd5f68-37,1.63,1.54,1.73,1.23,1.1
CVD-0019178,Clc1cccc(CC(=O)Nc2cncc3ccc(OCCN4CCCC4)cc23)c1,001,MAT-POS-90fd5f68-32,1.13,0.909,1.40,1.02,1.1
CVD-0019177,CN(C)CCOc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-90fd5f68-31,0.892,0.737,1.08,1.19,1.1
CVD-0019174,CN(c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1)S(C)(=O)=O,001,MAT-POS-90fd5f68-28,3.01,2.83,3.21,1.20,1.1
CVD-0019170,FC(F)(F)COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-90fd5f68-23,1.09,0.994,1.20,1.10,1.1
CVD-0019169,CC(=O)Nc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-90fd5f68-22,0.398,0.381,0.416,1.09,1.1
CVD-0019168,CN(C)C(=O)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-90fd5f68-21,3.35,3.12,3.58,1.12,1.1
CVD-0019167,CNC(=O)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-90fd5f68-20,0.899,0.850,0.952,1.25,1.1
CVD-0019166,NC(=O)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-90fd5f68-19,1.10,1.05,1.16,1.05,1.1
CVD-0019161,Clc1cccc(CC(=O)Nc2cncc3cc(OCCN4CCCC4)ccc23)c1,001,MAT-POS-90fd5f68-14,2.15,2.04,2.27,1.16,1.1
CVD-0019160,CN(C)CCOc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-90fd5f68-13,2.83,2.45,3.27,1.14,1.1
CVD-0019159,CS(=O)(=O)Nc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-90fd5f68-12,0.882,0.739,1.05,0.988,1.1
CVD-0019157,CN(c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1)S(C)(=O)=O,001,MAT-POS-90fd5f68-10,2.70,1.96,3.71,1.18,1.1
CVD-0019154,CN(C)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-90fd5f68-7,6.78,5.89,7.80,1.13,1.1
CVD-0019151,CC(=O)Nc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-90fd5f68-4,0.392,0.364,0.423,1.00,1.1
CVD-0019150,CN(C)C(=O)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-90fd5f68-3,2.44,2.28,2.61,1.03,1.1
CVD-0019149,CNC(=O)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-90fd5f68-2,1.69,1.59,1.80,1.32,1.1
CVD-0019148,NC(=O)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-90fd5f68-1,1.59,1.43,1.76,1.07,1.1
CVD-0019147,CNS(=O)(=O)N1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,002,EDJ-MED-b774e9fe-3,1.55,1.36,1.76,1.05,1.1
CVD-0019146,CS(=O)(=O)N1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,001,EDJ-MED-b774e9fe-2,1.60,1.48,1.74,1.28,1.1
CVD-0019145,CC(=O)N1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12,001,EDJ-MED-b774e9fe-1,2.85,1.81,4.49,1.18,1.3
CVD-0019144,Clc1ccc2C(=O)N(CC(=O)NC3COC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,001,EDJ-MED-43f8f7d6-6,0.761,0.671,0.864,1.10,1.1
CVD-0019143,Clc1ccc2C(=O)N(CC(=O)NC3CC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,001,EDJ-MED-43f8f7d6-4,0.113,0.106,0.119,0.935,2.1
CVD-0019142,CN(C)C(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,RAL-THA-5e0a6f1a-1,0.734,0.678,0.795,1.10,1.1
CVD-0019141,Clc1ccc2C(=O)N(CC(=O)NCC3CCC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,001,RAL-THA-a9c31980-9,0.107,0.0980,0.116,0.902,2.1
CVD-0019140,FC(F)(F)CNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,RAL-THA-a9c31980-8,0.340,0.310,0.373,1.16,1.1
CVD-0019138,Clc1ccc2C(=O)N(CC(=O)NCC3CC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,001,RAL-THA-a9c31980-6,0.122,0.0936,0.159,0.831,1.1
CVD-0019138,Clc1ccc2C(=O)N(CC(=O)NCC3CC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,001,RAL-THA-a9c31980-6,0.0726,0.0681,0.0774,0.926,2.1
CVD-0019137,CCCNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,RAL-THA-a9c31980-5,0.174,0.153,0.199,1.22,1.1
CVD-0019137,CCCNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,RAL-THA-a9c31980-5,0.0864,0.0814,0.0917,0.912,2.1
CVD-0019136,CC(C)(C)NC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,RAL-THA-a9c31980-4,0.523,0.469,0.583,1.00,1.1
CVD-0019135,CC(C)NC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,002,RAL-THA-a9c31980-3,0.389,0.351,0.432,1.14,1.1
CVD-0019134,Clc1ccc2C(=O)N(CC(=O)NC3CCC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,001,RAL-THA-a9c31980-2,0.129,0.122,0.137,0.962,2.1
CVD-0019133,CCNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,RAL-THA-a9c31980-1,0.143,0.0916,0.222,0.909,1.3
CVD-0019133,CCNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,RAL-THA-a9c31980-1,0.105,0.101,0.110,1.09,1.1
CVD-0019133,CCNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,RAL-THA-a9c31980-1,0.0628,0.0601,0.0656,0.969,2.1
CVD-0019128,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,002,ALP-POS-e266d783-1,0.214,0.204,0.224,1.12,1.1
CVD-0019128,CNC(=O)CN1CC(C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,002,ALP-POS-e266d783-1,0.128,0.120,0.136,1.09,2.1
CVD-0019127,CN1CC(CS(=O)(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)(C1)C#N,001,ALP-POS-07e1ed01-2,0.151,0.143,0.159,1.06,2.1
CVD-0019114,Clc1cccc(CNC(=O)c2cncc3ccccc23)c1,001,ALP-POS-76eab5ce-2,32.0,27.9,36.6,1.10,2.1
CVD-0019110,CNC(=O)CN1CC(C(=O)Nc2cncc3cc(COC)ccc23)c2cc(Cl)ccc2C1,001,ALP-POS-1460fd94-1,0.119,0.0862,0.165,0.730,2.3
CVD-0019109,ClCC(=O)N1CCN([C@@H](C1)C(=O)N1CCN(CC1)c1ccccc1)S(=O)(=O)c1ccsc1,001,DAN-MCD-cb24a79d-1,1.98,1.56,2.52,1.83,1.1
CVD-0019108,ClCC(=O)N1CCN([C@@H](C1)C(=O)NCC1CCCCC1)S(=O)(=O)c1ccsc1,001,DAN-MCD-93e7aadc-1,1.10,0.966,1.25,1.70,1.1
CVD-0019043,Clc1ccc2C(=O)NC[C@H](C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-865c3497-1,0.185,0.166,0.207,1.13,2.1
CVD-0019006,CS(=O)(=O)Oc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,PET-UNK-7fb4f80a-2,2.67,2.48,2.88,1.08,1.1
CVD-0019005,CS(=O)(=O)Oc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,PET-UNK-7fb4f80a-1,1.60,1.42,1.80,1.02,1.1
CVD-0018995,COc1ccc(NC(=O)[C@@H]2CN(CCN2S(=O)(=O)c2ccsc2)C(=O)CCl)cc1,001,DAN-MCD-0c04f563-1,0.450,0.403,0.503,1.73,1.1
CVD-0018994,ClCC(=O)N1CCN([C@@H](C1)C(=O)Nc1ccc2ccccc2c1)S(=O)(=O)c1ccsc1,001,DAN-MCD-50d01569-1,0.523,0.475,0.575,1.56,1.1
CVD-0018993,Fc1ccc(NC(=O)[C@@H]2CN(CCN2S(=O)(=O)c2ccsc2)C(=O)CCl)cc1,001,DAN-MCD-c163c0bb-1,0.593,0.521,0.675,1.72,1.1
CVD-0018992,ClCC(=O)N1CCN([C@@H](C1)C(=O)Nc1cccc(c1)C#N)S(=O)(=O)c1ccsc1,001,DAN-MCD-02570321-1,0.416,0.341,0.507,1.35,1.1
CVD-0018991,Cc1cccc(C)c1NC(=O)[C@@H]1CN(CCN1S(=O)(=O)c1ccsc1)C(=O)CCl,001,DAN-MCD-3bfdcef2-1,1.64,1.30,2.06,1.36,1.1
CVD-0018990,CCOC(=O)c1cccc(NC(=O)[C@@H]2CN(CCN2S(=O)(=O)c2ccsc2)C(=O)CCl)c1,001,DAN-MCD-0742953f-1,0.459,0.424,0.497,1.53,1.1
CVD-0018989,ClCC(=O)N1CCN([C@@H](C1)C(=O)N1CCOCC1)S(=O)(=O)c1ccsc1,001,DAN-MCD-3ec20f87-1,2.88,2.48,3.35,1.98,1.1
CVD-0018987,Clc1ccc2C(=O)N(CC(C(=O)Nc3cncc4ccccc34)c2c1)C1CNC(=O)C1,002,EDJ-MED-12c4873b-8,0.681,0.607,0.763,1.18,1.1
CVD-0018985,Clc1ccc2C(=O)N(CC(C(=O)Nc3cncc4ccccc34)c2c1)C1CCNC1=O,002,EDJ-MED-12c4873b-6,0.717,0.608,0.846,1.15,1.1
CVD-0018984,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)C1CCNC1=O,001,EDJ-MED-12c4873b-5,1.23,1.18,1.29,1.27,1.1
CVD-0018983,CNC(=O)C(C)(C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,003,EDJ-MED-12c4873b-4,1.02,0.890,1.16,1.08,1.1
CVD-0018981,CNC(=O)C1(CC1)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,003,EDJ-MED-12c4873b-2,0.0607,0.0550,0.0669,1.18,1.1
CVD-0018841,CNC(=O)c1ccc2cncc(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)c2c1,001,EDJ-MED-378a25ea-2,0.116,0.100,0.133,1.17,2.1
CVD-0018822,CNC(=O)CN1CC(C(=O)Nc2cncc3cc(ccc23)S(C)(=O)=O)c2cc(Cl)ccc2C1=O,001,MAT-POS-2e8b2191-12,0.0822,0.0774,0.0872,1.11,1.1
CVD-0018822,CNC(=O)CN1CC(C(=O)Nc2cncc3cc(ccc23)S(C)(=O)=O)c2cc(Cl)ccc2C1=O,001,MAT-POS-2e8b2191-12,0.0665,0.0625,0.0708,0.980,2.1
CVD-0018821,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)c2cc(Cl)ccc2C1=O,001,MAT-POS-2e8b2191-11,0.0645,0.0608,0.0684,1.03,1.1
CVD-0018821,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)c2cc(Cl)ccc2C1=O,001,MAT-POS-2e8b2191-11,0.0685,0.0566,0.0828,1.00,2.1
CVD-0018820,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)c2cc(Cl)ccc2C1,001,MAT-POS-2e8b2191-10,0.288,0.264,0.314,1.03,2.1
CVD-0018811,CCS(=O)(=O)Nc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,MAT-POS-c20a539d-7,1.02,0.939,1.10,1.06,1.1
CVD-0018810,CC(C)(O)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-c20a539d-4,2.91,2.59,3.26,1.11,1.1
CVD-0018807,COc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-c20a539d-1,8.63,6.15,12.1,0.684,2.1
CVD-0018806,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CC(=O)N(C2=O)c2cncc3ccccc23)C1,001,MAT-POS-1bed62cf-3,0.222,0.192,0.257,1.14,2.1
CVD-0018805,CNC(=O)CN1CC2(CC(=O)N(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,MAT-POS-1bed62cf-2,0.260,0.241,0.281,1.05,2.1
CVD-0018804,Clc1ccc2CN(CC3(CC(=O)N(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,001,MAT-POS-1bed62cf-1,0.159,0.142,0.178,1.12,2.1
CVD-0018797,CS(=O)(=O)c1ccc2c(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,002,EDJ-MED-7889e8da-6,0.117,0.0943,0.145,1.20,1.1
CVD-0018797,CS(=O)(=O)c1ccc2c(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,002,EDJ-MED-7889e8da-6,0.0582,0.0475,0.0714,0.993,2.1
CVD-0018796,CNC(=O)CN1CC(C(=O)Nc2cncc3cc(ccc23)S(C)(=O)=O)c2cc(Cl)ccc2C1,001,EDJ-MED-7889e8da-5,0.194,0.184,0.205,1.12,2.1
CVD-0018795,CNC(=O)CN1CC(C(=O)Nc2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2C1,001,EDJ-MED-7889e8da-3,0.340,0.302,0.384,1.19,1.1
CVD-0018785,Clc1ccc2OCCC3(CN(C(=O)C3)c3cncc4ccccc34)c2c1,001,MAT-POS-983b399a-3,6.74,6.26,7.26,1.11,1.1
CVD-0018781,CNC(=O)CN1CC2(CCN(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,EDJ-MED-8bb691af-8,0.107,0.0988,0.115,1.13,2.1
CVD-0018779,Clc1ccc2CN(CC3(CCN(C3=O)c3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,001,EDJ-MED-8bb691af-6,0.121,0.109,0.133,0.954,2.1
CVD-0018777,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccccc23)C1,001,EDJ-MED-8bb691af-4,0.115,0.111,0.119,1.08,2.1
CVD-0018773,COC(=O)CN(C)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,002,MAT-POS-af1eef35-2,0.183,0.131,0.258,1.06,1.1
CVD-0018773,COC(=O)CN(C)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,002,MAT-POS-af1eef35-2,0.0978,0.0869,0.110,1.25,1.1
CVD-0018773,COC(=O)CN(C)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,002,MAT-POS-af1eef35-2,0.0648,0.0569,0.0738,0.893,2.1
CVD-0018738,CS(=O)(=O)CCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,001,ALP-POS-b3e0acc5-1,0.177,0.169,0.185,1.03,2.1
CVD-0018695,Clc1ccc2CN(CC(C(=O)Nc3cncc4cn[nH]c34)c2c1)S(=O)(=O)CC1(CC1)C#N,001,MAT-POS-bfd29aac-2,1.05,0.959,1.16,1.17,1.1
CVD-0018694,Cn1ncc2cncc(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)c12,001,MAT-POS-bfd29aac-1,2.53,2.22,2.89,1.17,1.1
CVD-0018693,Clc1ccc2CN(C[C@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,001,MAT-POS-e194df51-2,4.11,3.72,4.55,1.11,1.1
CVD-0018688,Clc1ccc2OCCC(C(=O)Nc3cncc4ccc(CN5CC6(CNC6)C5)cc34)c2c1,001,MAT-POS-86c60949-3,1.47,1.29,1.68,1.29,1.1
CVD-0018687,CC(C)(O)c1ccc2cncc(NC(=O)C3CCNc4ccc(Cl)cc34)c2c1,001,MAT-POS-86c60949-2,0.353,0.313,0.398,1.27,1.1
CVD-0018686,Fc1ccc2c(NC(=O)[C@H]3CCS(=O)(=O)c4ccc(Cl)cc34)cncc2c1,001,MAT-POS-86c60949-1,24.5,19.1,31.5,0.948,2.1
CVD-0018521,CCOC(=O)\C=C\N1CCN(CC1)S(=O)(=O)c1ccccc1,001,PEI-IMP-3d837503-1,30.0,26.7,33.6,1.14,2.1
CVD-0018520,COc1ccc(cc1)-c1ccsc1S(=O)(=O)N1CCN(CC1)C(=O)CCl,001,PEI-IMP-668afc53-2,1.05,0.976,1.13,1.57,1.1
CVD-0018519,COc1ccc(cc1)-c1ccccc1S(=O)(=O)N1CCN(CC1)C(=O)CCl,001,PEI-IMP-668afc53-1,0.551,0.500,0.608,1.50,1.1
CVD-0018505,FC(F)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,MAT-POS-c0609ef7-1,2.25,1.64,3.07,0.977,1.1
CVD-0018504,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC#N,001,MAT-POS-5cd9ea36-24,0.330,0.308,0.354,1.20,1.1
