SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x0500_dock,site
Cc1coc(n1)NC(=O)Nc2cccnc2,x2617,x2617,Mpro-x2617,Z4444621858,OK: No comment:No comment,success,1.49,7 - Analysed & Rejected,None,-9.765095,x0678,,active-noncovalent
c1ccc(cc1)C[NH+]2CC(=O)NC(=O)C2,x0076,x0076,Mpro-x0076,Z2856434910,OK: No comment:No comment,success,2.74,7 - Analysed & Rejected,None,-9.763610,x0195,,active-noncovalent
c1ccc(cc1)C[NH+]2CC(=O)NC(=O)C2,x1073,x1073,Mpro-x1073,Z2856434910,OK: Clear:Normal,success,1.79,7 - Analysed & Rejected,None,-9.763610,x0195,,active-noncovalent
Cc1ccncc1NC(=O)Nc2cccc(c2)Cl,x2615,x2615,Mpro-x2615,Z1130395540,OK: No comment:No comment,None,None,,None,-9.759779,x0678,,active-noncovalent
CC(C)NC(=O)c1ccn[nH]1,x0221,x0221,Mpro-x0221,Z381729066,OK: Clear:Cracked,success,1.59,7 - Analysed & Rejected,None,-9.741217,x0678,,active-noncovalent
c1ccc(cc1)COc2ccc(cc2)C(=O)[O-],x1084,x1084,Mpro-x1084,Z2856434845,OK: No comment:No comment,success,1.67,7 - Analysed & Rejected,None,-9.734284,x0072,,active-noncovalent
c1ccc(cc1)COc2ccc(cc2)C(=O)[O-],x0116,x0116,Mpro-x0116,Z2856434845,OK: Precipitated:Normal,success,2.84,7 - Analysed & Rejected,None,-9.734284,x0072,,active-noncovalent
C=CC(=O)N1CCn2c3cccc(c3cc2C1)Cl,x2029,x2029,Mpro-x2029,PCM-0102835-001,OK: No comment:No comment,success,2.04,7 - Analysed & Rejected,None,-9.699213,x0749,,active-covalent
CCC(C)(C)CCN(Cc1ccsc1)C(=O)Cn2c3ccccc3nn2,x2831,x2831,Mpro-x2831,Z4444622209,OK: Clear:No comment,success,2.17,7 - Analysed & Rejected,None,-9.695564,x0678,,active-noncovalent
c1ccc2c(c1)cccc2C[NH+]3CCN(CC3)C(=O)CCl,x0830,x0830,Mpro-x0830,PCM-0102287,OK: Clear:Normal,success,2.07,6 - Deposited,5REX,-9.686901,x0830,,active-covalent
c1ccc2c(c1)cccc2C[NH+]3CCN(CC3)C(=O)CCl,x1462,x1462,Mpro-x1462,PCM-0102287,OK: No comment:No comment,success,2.76,7 - Analysed & Rejected,None,-9.686901,x0830,,active-covalent
c1ccc2c(c1)cccc2C[NH+]3CCN(CC3)C(=O)CCl,x0756,x0756,Mpro-x0756,PCM-0102287,OK: Clear:Normal,success,2.77,7 - Analysed & Rejected,None,-9.686901,x0830,,active-covalent
c1ccc2c(c1)[nH]c(n2)NCc3ccco3,x1103,x1103,Mpro-x1103,Z57299526,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-9.681434,x0678,,active-noncovalent
c1ccc2c(c1)[nH]c(n2)NCc3ccco3,x0358,x0358,Mpro-x0358,Z57299526,OK: No comment:No comment,success,3.1,7 - Analysed & Rejected,None,-9.681434,x0678,,active-noncovalent
c1cc(cc(c1)Cl)NC(=O)Nc2cc(cnc2)N,x2866,x2866,Mpro-x2866,DAR-DIA-23a-13,OK: Clear:No comment,success,3.18,7 - Analysed & Rejected,None,-9.678142,x0678,,active-noncovalent
CCc1nnc(s1)NC(=O)c2cnccn2,x0606,x0606,Mpro-x0606,Z26824727,OK: No comment:No comment,success,3.12,7 - Analysed & Rejected,None,-9.664877,x0678,,active-noncovalent
CCc1nnc(s1)NC(=O)c2cnccn2,x1108,x1108,Mpro-x1108,Z26824727,OK: No comment:No comment,success,1.53,7 - Analysed & Rejected,None,-9.664877,x0678,,active-noncovalent
c1cc(cc(c1)NC(=O)c2ccno2)C(=O)[O-],x0128,x0128,Mpro-x0128,Z2856434931,OK: Precipitated:Normal,success,2.06,7 - Analysed & Rejected,None,-9.649740,x0749,,active-covalent
c1ccc(cc1)C[NH2+]Cc2ccc(cc2)F,x0435,x0435,Mpro-x0435,Z2856434783,OK: No comment:No comment,success,1.75,7 - Analysed & Rejected,None,-9.645031,x1093,,active-noncovalent
c1cc(c(c(c1)Cl)C[NH+]2CCN(CC2)C(=O)CCl)F,x0729,x0729,Mpro-x0729,PCM-0102137,OK: Clear:Normal,success,1.98,7 - Analysed & Rejected,None,-9.636753,x0830,,active-covalent
c1cc(c(c(c1)Cl)C[NH+]2CCN(CC2)C(=O)CCl)F,x0803,x0803,Mpro-x0803,PCM-0102137,OK: Clear:Normal,success,1.83,7 - Analysed & Rejected,None,-9.636753,x0830,,active-covalent
C[NH+]1CCN(CC1)c2ccc(cc2)C#N,x0609,x0609,Mpro-x0609,Z2856434840,OK: Crystalline:Cracked,Failed - low resolution,3.86,,None,-9.630262,x0749,,active-covalent
C[NH+]1CCN(CC1)c2ccc(cc2)C#N,x1265,x1265,Mpro-x1265,Z2856434840,OK: No comment:No comment,success,1.48,7 - Analysed & Rejected,None,-9.630262,x0749,,active-covalent
CC(C)[N@@H+](C)CC1CCN(CC1)c2ccc(cc2)S(=O)(=O)N,x2804,x2804,Mpro-x2804,WAR-XCH-b72-48,OK: Clear:No comment,success,2.88,7 - Analysed & Rejected,None,-9.625897,x0104,,active-noncovalent
c1cc(cc(c1)Cl)C(=O)Nc2cccnc2,x2658,x2658,Mpro-x2658,Z31791487,OK: No comment:No comment,success,2.29,7 - Analysed & Rejected,None,-9.620449,x0678,,active-noncovalent
c1cc(cc(c1)Cl)C(=O)Nc2cccnc2,x2490,x2490,Mpro-x2490,Z31791487,OK: Clear:Cracked,success,2.48,7 - Analysed & Rejected,None,-9.620449,x0678,,active-noncovalent
CC1CC[NH+](CC1)Cc2c[nH]c3c2cccc3,x0377,x0377,Mpro-x0377,Z2856434912,OK: No comment:No comment,success,1.7,7 - Analysed & Rejected,None,-9.612991,x1093,,active-noncovalent
Cc1ccc(cc1)NC2CCN(CC2)c3ccc(cc3)S(=O)(=O)N,x2630,x2630,Mpro-x2630,Z3075907363,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-9.584717,x0072,,active-noncovalent
c1ccc2c(c1)CC[N@H+](C2)Cc3ccc(cc3)O,x0383,x0383,Mpro-x0383,Z2856434812,OK: No comment:No comment,success,2.21,7 - Analysed & Rejected,None,-9.579418,x0749,,active-covalent
c1cc(ccc1C[NH2+]C2CCCCC2)O,x1121,x1121,Mpro-x1121,Z2241127906,OK: No comment:No comment,success,2.03,7 - Analysed & Rejected,None,-9.573311,x0678,,active-noncovalent
c1cc(ccc1C[NH2+]C2CCCCC2)O,x0532,x0532,Mpro-x0532,Z2241127906,OK: No comment:No comment,success,3.48,7 - Analysed & Rejected,None,-9.573311,x0678,,active-noncovalent
c1cc(cnc1)NC(=O)c2cc(ccc2O)Cl,x2486,x2486,Mpro-x2486,Z280470232,OK: Crystalline:Normal,Failed - low resolution,3.04,,None,-9.563734,x0678,,active-noncovalent
c1cc(cnc1)NC(=O)c2cc(ccc2O)Cl,x2654,x2654,Mpro-x2654,Z280470232,OK: No comment:No comment,success,2.64,7 - Analysed & Rejected,None,-9.563734,x0678,,active-noncovalent
c1cc(cc(c1)N2CCOCC2)NC(=O)NCc3cncs3,x2590,x2590,Mpro-x2590,Z1670099933,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-9.563450,x0195,,active-noncovalent
COC(=O)[C@@]1(CCCO1)Cc2ccc(cc2)F,x0854,x0854,Mpro-x0854,POB0105,OK: Clear:Normal,success,2.15,7 - Analysed & Rejected,None,-9.562133,x0678,,active-noncovalent
c1ccc(cc1)CCNc2[nH]c3ccccc3n2,x1049,x1049,Mpro-x1049,Z57299529,OK: Precipitated:Normal,success,2.08,7 - Analysed & Rejected,None,-9.556696,x0434,,active-noncovalent
c1ccc(cc1)CCNc2[nH]c3ccccc3n2,x0463,x0463,Mpro-x0463,Z57299529,OK: No comment:No comment,success,1.88,7 - Analysed & Rejected,None,-9.556696,x0434,,active-noncovalent
Cc1ccnc(c1)NC(=O)Cc2ccc3ccccc3c2,x2495,x2495,Mpro-x2495,Z71390073,OK: Precipitated:Normal,success,1.75,7 - Analysed & Rejected,None,-9.554324,x1093,,active-noncovalent
Cc1ccnc(c1)NC(=O)Cc2ccc3ccccc3c2,x2663,x2663,Mpro-x2663,Z71390073,OK: No comment:No comment,success,1.82,7 - Analysed & Rejected,None,-9.554324,x1093,,active-noncovalent
c1cc2c(c[nH]c2nc1)CC(=O)NCc3cc(ccn3)Cl,x2644,x2644,Mpro-x2644,Z1575152133,OK: No comment:No comment,success,1.93,7 - Analysed & Rejected,None,-9.539196,x0678,,active-noncovalent
c1cc2c(c[nH]c2nc1)CC(=O)NCc3cc(ccn3)Cl,x2476,x2476,Mpro-x2476,Z1575152133,OK: Clear:Normal,success,1.86,7 - Analysed & Rejected,None,-9.539196,x0678,,active-noncovalent
CC(=O)Nc1ccccc1OCc2ccccc2,x0307,x0307,Mpro-x0307,Z26365442,OK: Phase Separation:No comment,success,1.51,7 - Analysed & Rejected,None,-9.520121,x0749,,active-covalent
c1cc(ccc1[C@H]2CN(CCO2)C(=O)CCl)F,x0685,x0685,Mpro-x0685,PCM-0102615,OK: Clear:Normal,success,2.28,7 - Analysed & Rejected,None,-9.509590,x0749,,active-covalent
c1cc(ccc1[C@H]2CN(CCO2)C(=O)CCl)F,x1463,x1463,Mpro-x1463,PCM-0102615,OK: No comment:No comment,None,None,,None,-9.509590,x0749,,active-covalent
c1cc(ccc1[C@H]2CN(CCO2)C(=O)CCl)F,x0759,x0759,Mpro-x0759,PCM-0102615,OK: Clear:Normal,success,1.88,6 - Deposited,5RER,-9.509590,x0749,,active-covalent
c1cc(ccc1[C@H]2CN(CCO2)C(=O)CCl)F,x1435,x1435,Mpro-x1435,PCM-0102615,OK: No comment:No comment,success,2.5,7 - Analysed & Rejected,None,-9.509590,x0749,,active-covalent
c1cc(ccc1[C@H]2CN(CCO2)C(=O)CCl)F,x1329,x1329,Mpro-x1329,PCM-0102615,OK: No comment:No comment,success,3.14,7 - Analysed & Rejected,None,-9.509590,x0749,,active-covalent
c1cc(ccc1[C@H]2CN(CCO2)C(=O)CCl)F,x1413,x1413,Mpro-x1413,PCM-0102615,OK: No comment:No comment,None,None,,None,-9.509590,x0749,,active-covalent
c1cc(cnc1)NC(=O)Nc2ccc(s2)Cl,x2614,x2614,Mpro-x2614,Z4444622030,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-9.498690,x0678,,active-noncovalent
c1cc(cc(c1)NC(=O)NCc2ccns2)CN3CCCC3=O,x2593,x2593,Mpro-x2593,Z2708549355,OK: No comment:No comment,success,1.88,7 - Analysed & Rejected,None,-9.494002,x0195,,active-noncovalent
c1ccc(cc1)NC(=O)NCCN2CCCC2=O,x0380,x0380,Mpro-x0380,Z2472938267,OK: No comment:No comment,success,2,7 - Analysed & Rejected,None,-9.487142,x1093,,active-noncovalent
C[C@@H](c1cnccn1)C(=O)Nc2cccc(c2)NC3CCCC3,x2580,x2580,Mpro-x2580,Z2915108704,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-9.470178,x0678,,active-noncovalent
c1ccc(cc1)COc2ccc(cc2)C(=O)NN,x0281,x0281,Mpro-x0281,Z58982727,OK: Precipitated:No comment,success,1.83,7 - Analysed & Rejected,None,-9.467397,x0072,,active-noncovalent
C[NH+]1CCN(CC1)C(=O)c2ccc(c(c2)F)F,x0507,x0507,Mpro-x0507,Z2856434829,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-9.467382,x0072,,active-noncovalent
c1ccn2c(c1)nc(c2NC(=O)c3cccc(c3)n4c(nnn4)N)c5cccnc5,x2570,x2570,Mpro-x2570,Z4444622179,OK: No comment:No comment,success,1.51,7 - Analysed & Rejected,None,-9.456435,x0107,,active-noncovalent
c1cnc(cc1C(=O)N)NC2CC=CC2,x0392,x0392,Mpro-x0392,Z1416571195,OK: No comment:No comment,success,1.44,7 - Analysed & Rejected,None,-9.453894,x0678,,active-noncovalent
Cc1ccncc1c2ccc(cc2)S(=O)(=O)N,x2854,x2854,Mpro-x2854,WAR-XCH-b72-4,OK: Clear:No comment,success,2.52,7 - Analysed & Rejected,None,-9.448851,x0678,,active-noncovalent
C[C@@H](c1cnccn1)NC(=O)c2ccccc2OC3CCCCC3,x2814,x2814,Mpro-x2814,BAR-COM-4e0-26,OK: Clear:No comment,success,2.29,7 - Analysed & Rejected,None,-9.447334,x0678,,active-noncovalent
C=CC(=O)N1CCCn2c3ccccc3cc2C1,x2785,x2785,Mpro-x2785,PCM-0102730-001,OK: Clear:No comment,success,1.82,7 - Analysed & Rejected,None,-9.444095,x0749,,active-covalent
C=CC(=O)N1CCCn2c3ccccc3cc2C1,x2034,x2034,Mpro-x2034,PCM-0102730-001,OK: No comment:No comment,success,1.57,7 - Analysed & Rejected,None,-9.444095,x0749,,active-covalent
C=CC(=O)N1CCCn2c3ccccc3cc2C1,x2774,x2774,Mpro-x2774,PCM-0102730-001,OK: Clear:No comment,success,2.12,7 - Analysed & Rejected,None,-9.444095,x0749,,active-covalent
C=CC(=O)N1CCCn2c3ccccc3cc2C1,x2761,x2761,Mpro-x2761,PCM-0102730-001,OK: Clear:No comment,success,1.89,7 - Analysed & Rejected,None,-9.444095,x0749,,active-covalent
c1cc(cnc1)NC(=O)c2cnn3c2nccc3,x0373,x0373,Mpro-x0373,Z296054478,OK: No comment:No comment,success,1.92,7 - Analysed & Rejected,None,-9.443829,x0678,,active-noncovalent
c1cc(ccc1N2CCN(CC2)C(=O)CCl)F,x1346,x1346,Mpro-x1346,PCM-0102905,OK: No comment:No comment,success,2.05,7 - Analysed & Rejected,None,-9.437925,x0749,,active-covalent
c1cc(ccc1N2CCN(CC2)C(=O)CCl)F,x0719,x0719,Mpro-x0719,PCM-0102905,OK: Clear:Normal,success,2.28,7 - Analysed & Rejected,None,-9.437925,x0749,,active-covalent
c1cc(ccc1N2CCN(CC2)C(=O)CCl)F,x1448,x1448,Mpro-x1448,PCM-0102905,OK: No comment:No comment,success,2.62,7 - Analysed & Rejected,None,-9.437925,x0749,,active-covalent
c1cc(ccc1N2CCN(CC2)C(=O)CCl)F,x0793,x0793,Mpro-x0793,PCM-0102905,OK: Clear:Normal,success,1.71,7 - Analysed & Rejected,None,-9.437925,x0749,,active-covalent
c1ccc(cc1)C(=O)/C=C/c2ccccc2N(=O)=O,x2882,x2882,Mpro-x2882,SKRS 01-37,OK: Clear:No comment,success,2.22,7 - Analysed & Rejected,None,-9.432980,x1093,,active-noncovalent
c1ccc(c(c1)N2CCN(CC2)C(=O)CCl)Cl,x0764,x0764,Mpro-x0764,PCM-0102297,OK: Clear:Normal,success,1.87,7 - Analysed & Rejected,None,-9.432187,x0749,,active-covalent
c1ccc(c(c1)N2CCN(CC2)C(=O)CCl)Cl,x1416,x1416,Mpro-x1416,PCM-0102297,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-9.432187,x0749,,active-covalent
c1ccc(c(c1)N2CCN(CC2)C(=O)CCl)Cl,x1367,x1367,Mpro-x1367,PCM-0102297,OK: No comment:No comment,success,2.59,7 - Analysed & Rejected,None,-9.432187,x0749,,active-covalent
c1ccc(c(c1)N2CCN(CC2)C(=O)CCl)Cl,x0690,x0690,Mpro-x0690,PCM-0102297,OK: Clear:Normal,success,1.95,7 - Analysed & Rejected,None,-9.432187,x0749,,active-covalent
c1ccc(cc1)c2ccc(cc2)CC(=O)[O-],x0046,x0046,Mpro-x0046,Z2856434779,OK: No comment:No comment,success,1.94,7 - Analysed & Rejected,None,-9.427928,x0749,,active-covalent
Cc1cccc(c1)NC2CCN(CC2)c3ccc(cc3)S(=O)(=O)N,x2560,x2560,Mpro-x2560,Z3076198092,OK: Precipitated:No comment,success,1.6,7 - Analysed & Rejected,None,-9.421846,x0072,,active-noncovalent
c1ccc2c(c1)CC[N@H+](C2)Cc3ccccc3O,x0581,x0581,Mpro-x0581,Z2856434881,OK: Precipitated:No comment,success,1.86,7 - Analysed & Rejected,None,-9.420887,x1093,,active-noncovalent
c1ccc(c(c1)[C@@H]2COC[C@@H]2C[NH3+])F,x0924,x0924,Mpro-x0924,POB0141,OK: No comment:No comment,success,2.36,7 - Analysed & Rejected,None,-9.410730,x0195,,active-noncovalent
CCOC(=O)c1c(nc(s1)c2cnccn2)C,x0126,x0126,Mpro-x0126,Z735557654,OK: Clear:Normal,success,1.65,7 - Analysed & Rejected,None,-9.399771,x0678,,active-noncovalent
c1ccc(cc1)/C=C/C(=O)c2ccccc2,x2883,x2883,Mpro-x2883,SKRS 01-39,OK: Clear:No comment,success,1.87,7 - Analysed & Rejected,None,-9.396002,x1093,,active-noncovalent
c1cc(cc(c1)N2CCN(CC2)C(=O)CCl)C(F)(F)F,x1328,x1328,Mpro-x1328,PCM-0102239,OK: No comment:No comment,success,1.86,7 - Analysed & Rejected,None,-9.381646,x0749,,active-covalent
c1cc(cc(c1)N2CCN(CC2)C(=O)CCl)C(F)(F)F,x1461,x1461,Mpro-x1461,PCM-0102239,OK: No comment:No comment,success,2.51,7 - Analysed & Rejected,None,-9.381646,x0749,,active-covalent
c1cc(cc(c1)N2CCN(CC2)C(=O)CCl)C(F)(F)F,x0828,x0828,Mpro-x0828,PCM-0102239,OK: Clear:Normal,success,1.68,7 - Analysed & Rejected,None,-9.381646,x0749,,active-covalent
c1cc(cc(c1)N2CCN(CC2)C(=O)CCl)C(F)(F)F,x0754,x0754,Mpro-x0754,PCM-0102239,OK: Clear:Normal,success,1.77,7 - Analysed & Rejected,None,-9.381646,x0749,,active-covalent
CC(C)C(=O)N1CCC(CC1)Cc2ccccc2,x0670,x0670,Mpro-x0670,Z30162334,Mounted_Clear,success,1.76,7 - Analysed & Rejected,None,-9.381584,x0749,,active-covalent
c1cc(sc1)C[NH2+]Cc2ccncc2,x0360,x0360,Mpro-x0360,Z2856434816,OK: No comment:No comment,success,2.29,7 - Analysed & Rejected,None,-9.381174,x1093,,active-noncovalent
CC(=O)N1CC[NH+](CC1)Cc2cc(cc(c2)Cl)O,x2837,x2837,Mpro-x2837,KIM-UNI-2ee-1,OK: Clear:No comment,success,2.06,7 - Analysed & Rejected,None,-9.378798,x0749,,active-covalent
Cc1ccc(o1)C[N@@H+](C)Cc2ccccc2,x0348,x0348,Mpro-x0348,Z2856434896,OK: No comment:No comment,success,1.98,7 - Analysed & Rejected,None,-9.378069,x1093,,active-noncovalent
CC(C)C(=O)NCc1[nH]c2ccccc2n1,x0120,x0120,Mpro-x0120,Z26781943,OK: Crystalline:Normal,success,1.82,7 - Analysed & Rejected,None,-9.377493,x0946,,active-noncovalent
C[C@H](c1ccc(cc1)N2CCOCC2)[NH3+],x1222,x1222,Mpro-x1222,Z1259341012,OK: No comment:No comment,success,1.83,7 - Analysed & Rejected,None,-9.372700,x0161,,active-noncovalent
Cc1ccccc1OCC(=O)Nc2ccccc2,x0379,x0379,Mpro-x0379,Z19733979,OK: No comment:No comment,success,1.7,7 - Analysed & Rejected,None,-9.359197,x0104,,active-noncovalent
c1cc(ccc1C(=O)Nc2ccc(cc2)O)Cl,x0465,x0465,Mpro-x0465,Z56346825,OK: No comment:No comment,success,1.45,7 - Analysed & Rejected,None,-9.358206,x0749,,active-covalent
c1ccc(c(c1)N2CCN(CC2)C(=O)CCl)F,x0788,x0788,Mpro-x0788,PCM-0102373,OK: Clear:Normal,success,1.82,7 - Analysed & Rejected,None,-9.349375,x0749,,active-covalent
c1ccc(c(c1)N2CCN(CC2)C(=O)CCl)F,x0714,x0714,Mpro-x0714,PCM-0102373,OK: Clear:Normal,success,1.83,7 - Analysed & Rejected,None,-9.349375,x0749,,active-covalent
CNC(=O)OC1CCN(CC1)C(=O)c2ccccc2,x2857,x2857,Mpro-x2857,GIA-UNK-595-2,OK: Clear:No comment,success,2.55,7 - Analysed & Rejected,None,-9.340299,x0104,,active-noncovalent
c1ccc(c(c1)C(=O)N)NC(=O)c2ccncc2,x0472,x0472,Mpro-x0472,Z91797745,OK: No comment:No comment,success,1.62,7 - Analysed & Rejected,None,-9.338719,x0749,,active-covalent
C[C@H]1CCCCN1C(=O)c2cnccn2,x1124,x1124,Mpro-x1124,Z32968340,OK: No comment:No comment,success,1.48,7 - Analysed & Rejected,None,-9.332970,x0107,,active-noncovalent
C[C@H]1CCCCN1C(=O)c2cnccn2,x0328,x0328,Mpro-x0328,Z32968340,OK: No comment:No comment,success,1.38,7 - Analysed & Rejected,None,-9.332970,x0107,,active-noncovalent
CCC(=O)NCC[C@@H]1CCc2c1c3c(cc2)OCC3,x2674,x2674,Mpro-x2674,Z2037281108,OK: No comment:No comment,success,2.23,7 - Analysed & Rejected,None,-9.332843,x0104,,active-noncovalent
CCC(=O)NCC[C@@H]1CCc2c1c3c(cc2)OCC3,x2506,x2506,Mpro-x2506,Z2037281108,OK: Clear:Normal,success,2.95,7 - Analysed & Rejected,None,-9.332843,x0104,,active-noncovalent
c1ccc(cc1)CCNS(=O)(=O)c2ccoc2,x2798,x2798,Mpro-x2798,MIH-UNI-6b9-6,OK: Clear:No comment,None,None,,None,-9.325847,x0678,,active-noncovalent
c1ccc2c(c1)ncn2c3ccc(cc3)CO,x0192,x0192,Mpro-x0192,Z235449082,OK: Precipitated:Normal,None,None,,None,-9.325671,x0749,,active-covalent
c1cc(cc(c1)Cl)N2CCN(CC2)CC#N,x1258,x1258,Mpro-x1258,Z2856434806,OK: Phase Separation:No comment,success,1.66,7 - Analysed & Rejected,None,-9.320927,x0749,,active-covalent
c1cc(cc(c1)Cl)N2CCN(CC2)CC#N,x0571,x0571,Mpro-x0571,Z2856434806,OK: Phase Separation:No comment,Failed - low resolution,3.76,,None,-9.320927,x0749,,active-covalent
COC1CCN(CC1)c2ccc(cc2)S(=O)(=O)N,x2628,x2628,Mpro-x2628,Z3075430846,OK: No comment:No comment,success,1.73,7 - Analysed & Rejected,None,-9.316606,x0749,,active-covalent
CC(=O)N1CC[NH+](CC1)CCCc2ccccc2,x0501,x0501,Mpro-x0501,Z2856434884,OK: No comment:No comment,success,1.76,7 - Analysed & Rejected,None,-9.310516,x0678,,active-noncovalent
c1ccc(cc1)CNC(=O)c2cccc(c2)F,x0549,x0549,Mpro-x0549,Z27749656,OK: Crystalline:Cracked,success,2.2,7 - Analysed & Rejected,None,-9.303605,x1093,,active-noncovalent
COC(=O)N1CCN(CC1)c2ccc(cc2)F,x0570,x0570,Mpro-x0570,Z192955056,OK: No comment:Cracked,None,None,,None,-9.301781,x0749,,active-covalent
CCCC(=O)NCc1[nH]c2ccccc2n1,x0593,x0593,Mpro-x0593,Z26781952,OK: No comment:No comment,success,2.31,7 - Analysed & Rejected,None,-9.299239,x0708,,active-covalent
c1ccc(cc1)CCNc2c[nH]c(=O)[nH]c2=O,x0559,x0559,Mpro-x0559,Z57744604,OK: Precipitated:No comment,success,2.25,7 - Analysed & Rejected,None,-9.298587,x1093,,active-noncovalent
CN(C)c1ccc(cc1)CNn2cnnc2,x0469,x0469,Mpro-x0469,Z57258487,OK: No comment:No comment,success,3.27,7 - Analysed & Rejected,None,-9.297789,x0749,,active-covalent
CN(C)c1ccc(cc1)CNn2cnnc2,x1116,x1116,Mpro-x1116,Z57258487,OK: No comment:No comment,success,1.61,7 - Analysed & Rejected,None,-9.297789,x0749,,active-covalent
c1ccc(cc1)C#CC[NH+]2CCCCC2,x0535,x0535,Mpro-x0535,Z57257264,OK: No comment:No comment,success,2.58,7 - Analysed & Rejected,None,-9.289313,x0195,,active-noncovalent
c1ccc(cc1)C#CC[NH+]2CCCCC2,x1279,x1279,Mpro-x1279,Z57257264,OK: No comment:No comment,success,2.17,7 - Analysed & Rejected,None,-9.289313,x0195,,active-noncovalent
c1ccc(cc1)C#CC[NH+]2CCCCC2,x1059,x1059,Mpro-x1059,Z57257264,OK: Clear:Normal,success,2.31,7 - Analysed & Rejected,None,-9.289313,x0195,,active-noncovalent
CC[NH2+]C1CCN(CC1)c2cc[nH+]cc2,x1082,x1082,Mpro-x1082,Z2065616520,OK: Precipitated:Normal,success,2.81,7 - Analysed & Rejected,None,-9.281579,x0195,,active-noncovalent
CC[NH2+]C1CCN(CC1)c2cc[nH+]cc2,x0265,x0265,Mpro-x0265,Z2065616520,OK: No comment:No comment,success,2.76,7 - Analysed & Rejected,None,-9.281579,x0195,,active-noncovalent
c1ccc(cc1)C(c2ccccc2)[NH+]3CC(C3)O,x0198,x0198,Mpro-x0198,Z1741964527,OK: Clear:Cracked,success,2.01,7 - Analysed & Rejected,None,-9.279025,x0072,,active-noncovalent
c1nncn1NC(=O)CC2CCCCC2,x0601,x0601,Mpro-x0601,Z57261895,OK: No comment:Cracked,success,2.75,7 - Analysed & Rejected,None,-9.278269,x0678,,active-noncovalent
c1nncn1NC(=O)CC2CCCCC2,x1285,x1285,Mpro-x1285,Z57261895,OK: No comment:No comment,success,1.62,7 - Analysed & Rejected,None,-9.278269,x0678,,active-noncovalent
c1nncn1NC(=O)CC2CCCCC2,x1081,x1081,Mpro-x1081,Z57261895,OK: Clear:Normal,success,1.65,7 - Analysed & Rejected,None,-9.278269,x0678,,active-noncovalent
C[NH2+][C@H]1CCCN(C1=O)c2ccccc2,x1161,x1161,Mpro-x1161,Z1212984951,OK: No comment:No comment,success,2.29,7 - Analysed & Rejected,None,-9.277293,x0195,,active-noncovalent
C[NH2+][C@H]1CCCN(C1=O)c2ccccc2,x0197,x0197,Mpro-x0197,Z1212984951,OK: Clear:Normal,success,1.87,7 - Analysed & Rejected,None,-9.277293,x0195,,active-noncovalent
c1ccc(cc1)C[C@@H](c2cccs2)NC(=O)NCc3cccnn3,x2827,x2827,Mpro-x2827,BAR-COM-4e0-29,OK: Clear:No comment,success,1.98,7 - Analysed & Rejected,None,-9.271416,x1077,,active-noncovalent
c1cc(ccc1N2CCN(CC2)C(=O)N)F,x0125,x0125,Mpro-x0125,Z198194394,OK: Clear:Cracked,success,2.43,7 - Analysed & Rejected,None,-9.252831,x0749,,active-covalent
CN(CCc1ccccn1)C(=O)c2ccccc2,x1257,x1257,Mpro-x1257,Z68277692,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-9.243225,x0397,,active-noncovalent
CN(CCc1ccccn1)C(=O)c2ccccc2,x0568,x0568,Mpro-x0568,Z68277692,OK: No comment:No comment,Failed - low resolution,4.34,,None,-9.243225,x0397,,active-noncovalent
Cc1c(c(no1)c2ccc(cc2)F)C(=O)NC,x0036,x0036,Mpro-x0036,Z363104204,OK: No comment:No comment,success,2.07,7 - Analysed & Rejected,None,-9.240849,x0104,,active-noncovalent
CC(=O)N1CCN(CC1)C(=O)Cc2ccccn2,x2584,x2584,Mpro-x2584,Z1021142272,OK: Bad Dispense:No comment,success,1.84,7 - Analysed & Rejected,None,-9.234826,x0107,,active-noncovalent
C[C@H](C(=O)NCc1ccccn1)O,x0272,x0272,Mpro-x0272,Z1551688335,OK: No comment:No comment,success,1.63,7 - Analysed & Rejected,None,-9.233202,x0397,,active-noncovalent
C[C@H](C(=O)NCc1ccccn1)O,x1134,x1134,Mpro-x1134,Z1551688335,OK: No comment:No comment,success,1.47,7 - Analysed & Rejected,None,-9.233202,x0397,,active-noncovalent
c1ccnc(c1)C(=O)NCCc2ccc(cc2)O,x0402,x0402,Mpro-x0402,Z730649594,OK: No comment:No comment,success,2.24,7 - Analysed & Rejected,None,-9.227078,x0072,,active-noncovalent
c1cc(ccc1N2CCC(CC2)C[NH+]3CCCCCC3)S(=O)(=O)N,x2577,x2577,Mpro-x2577,Z3075583038,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-9.220327,x0104,,active-noncovalent
