SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x2643_dock,site,run
CC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)NCC#CBr,x0983,x0983,Mpro-x0983,NCL-00024982 ,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-6.964160,x0072,,active-noncovalent,RUN499
Cc1nc(sn1)[N@@]2CCO[C@@H]([C@@H]2C)C,x0594,x0594,Mpro-x0594,Z1439422127,OK: Phase Separation:No comment,success,3.38,7 - Analysed & Rejected,None,-6.949191,x0195,,active-noncovalent,RUN500
Cc1c(cccc1NC(=O)C)C(=O)[O-],x1069,x1069,Mpro-x1069,Z364368134,OK: Clear:Normal,success,1.91,7 - Analysed & Rejected,None,-6.921427,x0749,,active-covalent,RUN501
CCC(=O)/N=C(/c1nccn1C)\C2CCOCC2,x2884,x2884,Mpro-x2884,10 B03,OK: Clear:No comment,success,2.36,7 - Analysed & Rejected,None,-6.915212,x1392,,active-covalent,RUN502
c1cc(ccc1C(=O)N)I,x0948,x0948,Mpro-x0948,NCL-00023826,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-6.887597,x0749,,active-covalent,RUN503
c1cc(ccc1CNC(=O)N2CCOCC2)C#N,x0476,x0476,Mpro-x0476,Z509756472,OK: No comment:No comment,Failed - low resolution,3.72,,None,-6.863156,x0830,,active-covalent,RUN504
CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(c2ccc3c(c2)scn3)C(=O)C=C,x2466,x2466,Mpro-x2466,Z4439011608,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-6.844155,x0831,,active-covalent,RUN505
CC(=O)N1CCO[C@H](C1)CO,x1177,x1177,Mpro-x1177,Z1454840342,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-6.830017,x0195,,active-noncovalent,RUN506
Cc1cc(no1)[C@H]2CCC[N@@]2S(=O)(=O)C,x1143,x1143,Mpro-x1143,Z319891284,OK: No comment:No comment,success,1.93,7 - Analysed & Rejected,None,-6.827914,x0195,,active-noncovalent,RUN507
CCNc1ccc(cn1)C#N,x0305,x0305,Mpro-x0305,Z219104216,OK: No comment:No comment,success,1.31,6 - Deposited,5R82,-6.826525,x0749,,active-covalent,RUN508
c1cc(nnc1)N,x1019,x1019,Mpro-x1019,Z1480642703,OK: No comment:No comment,success,1.85,7 - Analysed & Rejected,None,-6.825739,x0397,,active-noncovalent,RUN509
CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)NCC#CBr,x0987,x0987,Mpro-x0987,NCL-00025551 ,OK: No comment:No comment,None,None,,None,-6.821247,x0967,,active-noncovalent,RUN510
c1cnc(nc1)N,x1015,x1015,Mpro-x1015,Z1741968196,OK: No comment:No comment,Failed - low resolution,4.4,,None,-6.819480,x0397,,active-noncovalent,RUN511
CC(=O)NCCCC[C@@H](C(=O)NCC#CBr)NC(=O)C,x0980,x0980,Mpro-x0980,NCL-00025066,OK: No comment:No comment,success,1.74,7 - Analysed & Rejected,None,-6.815424,x0104,,active-noncovalent,RUN512
CC(C)C[C@@H](C(=O)NCC#CBr)NC(=O)C,x0985,x0985,Mpro-x0985,NCL-00024906 ,OK: No comment:No comment,success,2.37,7 - Analysed & Rejected,None,-6.812413,x0104,,active-noncovalent,RUN513
CN(C)c1cc[nH+]cc1,x0078,x0078,Mpro-x0078,Z2856434762,OK: No comment:No comment,None,None,,None,-6.800778,x0195,,active-noncovalent,RUN514
CC1(CCC[N@]1CC[NH3+])C,x0546,x0546,Mpro-x0546,Z1741815708,OK: No comment:No comment,success,2.3,7 - Analysed & Rejected,None,-6.800177,x0195,,active-noncovalent,RUN515
c1ccc(cc1)OCC(=O)N[C@H]2CON(C2=O)[C@@]3(CCC(=O)O3)C(=O)OCc4ccc(cc4)N(=O)=O,x2065,x2065,Mpro-x2065,tfs0410,OK: Precipitated:No comment,success,1.68,7 - Analysed & Rejected,None,-6.798183,x0161,,active-noncovalent,RUN516
CS(=O)(=O)c1ccc(cc1)Br,x0951,x0951,Mpro-x0951,NCL-00023835,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-6.796496,x0161,,active-noncovalent,RUN517
C[C@@H](c1ncco1)NC(=O)[C@@H](Cc2ccccc2)NC(=O)c3ccco3,x2809,x2809,Mpro-x2809,BAR-COM-4e0-7,OK: Clear:No comment,success,2.23,7 - Analysed & Rejected,None,-6.777131,x0195,,active-noncovalent,RUN518
CCCc1[nH]nc(n1)[C@H]2CN(CCO2)C(=O)C3CCN(CC3)C(=O)CCl,x2756,x2756,Mpro-x2756,PG-COV-22,OK: Clear:No comment,success,2.38,7 - Analysed & Rejected,None,-6.775009,x0749,,active-covalent,RUN519
CCCc1[nH]nc(n1)[C@H]2CN(CCO2)C(=O)C3CCN(CC3)C(=O)CCl,x2042,x2042,Mpro-x2042,PG-COV-22,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-6.775009,x0749,,active-covalent,RUN520
CS(=O)(=O)NC1CCCC1,x0058,x0058,Mpro-x0058,Z53825479,OK: No comment:No comment,success,1.51,7 - Analysed & Rejected,None,-6.762945,x1382,,active-covalent,RUN521
CC(C)C(=[NH2+])NO,x1017,x1017,Mpro-x1017,Z1741972444,OK: No comment:No comment,Failed - low resolution,3.82,,None,-6.762265,x0104,,active-noncovalent,RUN522
C[NH+]1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C,x2352,x2352,Mpro-x2352,PCM-0103054-001,OK: Clear:Normal,success,2.75,7 - Analysed & Rejected,None,-6.755926,x1386,,active-covalent,RUN523
C[NH+]1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C,x2775,x2775,Mpro-x2775,PCM-0103054-001,OK: Clear:No comment,success,2.18,7 - Analysed & Rejected,None,-6.755926,x1386,,active-covalent,RUN524
C[NH+]1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C,x2762,x2762,Mpro-x2762,PCM-0103054-001,OK: Clear:No comment,success,1.61,7 - Analysed & Rejected,None,-6.755926,x1386,,active-covalent,RUN525
C[C@H]1CC[C@H](N1C(=O)C)C(=O)OC,x0851,x0851,Mpro-x0851,POB0050,OK: Clear:Normal,None,None,,None,-6.749095,x0195,,active-noncovalent,RUN526
CC(C)[N@](C)S(=O)(=O)[N@]1CCNC(=O)C1,x0475,x0475,Mpro-x0475,Z431807512,OK: No comment:No comment,success,2.32,7 - Analysed & Rejected,None,-6.742417,x0107,,active-noncovalent,RUN527
c1c[nH]c(=O)nc1,x0993,x0993,Mpro-x0993,Z1201023052,OK: No comment:No comment,success,2.17,7 - Analysed & Rejected,None,-6.738823,x0540,,active-noncovalent,RUN528
c1ccc2c(c1)[C@@H](CCO2)NC(=O)CCl,x0804,x0804,Mpro-x0804,PCM-0102871,OK: Clear:Normal,success,2.13,7 - Analysed & Rejected,None,-6.730571,x1418,,active-covalent,RUN529
c1ccc2c(c1)[C@@H](CCO2)NC(=O)CCl,x1479,x1479,Mpro-x1479,PCM-0102871,OK: No comment:No comment,success,3.01,7 - Analysed & Rejected,None,-6.730571,x1418,,active-covalent,RUN530
c1ccc2c(c1)[C@@H](CCO2)NC(=O)CCl,x0730,x0730,Mpro-x0730,PCM-0102871,OK: Clear:Normal,success,1.92,7 - Analysed & Rejected,None,-6.730571,x1418,,active-covalent,RUN531
CC1(CC1)S(=O)(=O)[N@]2CCC=C(C2)F,x0576,x0576,Mpro-x0576,Z2277255954,OK: No comment:Cracked,Failed - low resolution,3.56,,None,-6.713488,x1311,,active-covalent,RUN532
CC1(CC1)S(=O)(=O)[N@]2CCC=C(C2)F,x1259,x1259,Mpro-x1259,Z2277255954,OK: No comment:No comment,success,1.57,7 - Analysed & Rejected,None,-6.713488,x1311,,active-covalent,RUN533
CC(=O)N[C@@](C)(C1CC1)C(=O)[O-],x0081,x0081,Mpro-x0081,Z1259162160,OK: No comment:No comment,success,2.18,7 - Analysed & Rejected,None,-6.676784,x0769,,active-covalent,RUN534
CC(=O)N[C@@](C)(C1CC1)C(=O)[O-],x1180,x1180,Mpro-x1180,Z1259162160,OK: No comment:No comment,success,3.01,7 - Analysed & Rejected,None,-6.676784,x0769,,active-covalent,RUN535
c1c(cn[nH]1)I,x0943,x0943,Mpro-x0943,NCL-00023818,OK: No comment:No comment,success,2.92,7 - Analysed & Rejected,None,-6.653956,x1077,,active-noncovalent,RUN536
CC(C)n1cc(nn1)C(=O)[O-],x0045,x0045,Mpro-x0045,Z2510259379,OK: No comment:No comment,success,2.01,7 - Analysed & Rejected,None,-6.650498,x0195,,active-noncovalent,RUN537
CNc1ccccc1S(=O)(=O)C,x0138,x0138,Mpro-x0138,Z285782452,OK: Clear:Normal,success,1.88,7 - Analysed & Rejected,None,-6.642445,x0195,,active-noncovalent,RUN538
COc1ccc(cc1C#N)Br,x0955,x0955,Mpro-x0955,NCL-00024663,OK: No comment:No comment,success,1.84,7 - Analysed & Rejected,None,-6.631884,x0749,,active-covalent,RUN539
CCNc1c(cccn1)C,x0237,x0237,Mpro-x0237,Z1992316287,OK: Clear:Normal,success,2.64,7 - Analysed & Rejected,None,-6.579196,x0195,,active-noncovalent,RUN540
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Br)C(=O)C=C,x2512,x2512,Mpro-x2512,Z4439011564,OK: Precipitated:Normal,None,None,,None,-6.567985,x0749,,active-covalent,RUN541
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Br)C(=O)C=C,x2680,x2680,Mpro-x2680,Z4439011564,OK: No comment:No comment,success,1.77,7 - Analysed & Rejected,None,-6.567985,x0749,,active-covalent,RUN542
C=CC(=O)N1CCC(CC1)[NH3+],x2751,x2751,Mpro-x2751,PCM-0102844-001,OK: Clear:No comment,success,2.15,7 - Analysed & Rejected,None,-6.566169,x1311,,active-covalent,RUN543
C=CC(=O)N1CCC(CC1)[NH3+],x2032,x2032,Mpro-x2032,PCM-0102844-001,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-6.566169,x1311,,active-covalent,RUN544
c1cscc1C[NH3+],x1042,x1042,Mpro-x1042,Z1262255347,OK: No comment:No comment,success,3.42,7 - Analysed & Rejected,None,-6.562441,x1093,,active-noncovalent,RUN545
c1cc(ccc1S(=O)(=O)N)Br,x0946,x0946,Mpro-x0946,NCL-00023830,OK: No comment:No comment,success,1.73,6 - Deposited,5RF1,-6.559289,x0195,,active-noncovalent,RUN546
CC(C)(CN1CCCC1)[NH3+],x0105,x0105,Mpro-x0105,Z1741966630,OK: No comment:No comment,success,1.48,7 - Analysed & Rejected,None,-6.548748,x1077,,active-noncovalent,RUN547
CNc1nccc(n1)OC,x0146,x0146,Mpro-x0146,Z281802060,OK: Clear:Cracked,success,1.69,7 - Analysed & Rejected,None,-6.543007,x0540,,active-noncovalent,RUN548
CC(=O)N1C[C@@H](C[C@@H]1C(=O)[O-])O,x1214,x1214,Mpro-x1214,Z1824511473,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-6.502400,x0397,,active-noncovalent,RUN549
CN[C@@H]1CCCC[C@H]1S(=O)(=O)C,x1224,x1224,Mpro-x1224,Z1259161657,OK: No comment:No comment,success,1.77,7 - Analysed & Rejected,None,-6.451448,x0195,,active-noncovalent,RUN550
CC(=O)NCCCC[C@@H](C(=O)NCc1ccc(cc1)Br)NC(=O)C,x0973,x0973,Mpro-x0973,NCL-00025267,OK: No comment:No comment,success,2.1,7 - Analysed & Rejected,None,-6.431995,x0104,,active-noncovalent,RUN551
c1c[nH]c(=O)cc1I,x0938,x0938,Mpro-x0938,NCL-00023824,OK: No comment:No comment,Failed - low resolution,3.57,,None,-6.423131,x0107,,active-noncovalent,RUN552
COc1ccc(cn1)NC(=O)C2CCN(CC2)C(=O)CCl,x2052,x2052,Mpro-x2052,PG-COV-42,OK: No comment:No comment,success,1.56,6 - Deposited,5RHE,-6.409380,x0749,,active-covalent,RUN553
COc1ccc(cn1)NC(=O)C2CCN(CC2)C(=O)CCl,x2035,x2035,Mpro-x2035,PG-COV-40,OK: No comment:No comment,success,1.84,7 - Analysed & Rejected,None,-6.409380,x0749,,active-covalent,RUN554
C[C@@H](C(=O)NCC#CBr)NC(=O)C,x0972,x0972,Mpro-x0972,NCL-00025067,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-6.407586,x0397,,active-noncovalent,RUN555
CNC(=O)[C@H]1C[NH2+]CCO1,x1292,x1292,Mpro-x1292,Z1636723439,OK: No comment:No comment,Failed - low resolution,3.81,,None,-6.405022,x0397,,active-noncovalent,RUN556
C[C@@H]1CCN([C@@H]2[C@H]1CCCC2)C(=O)CCl,x1312,x1312,Mpro-x1312,PCM-0102831,OK: No comment:No comment,success,2.71,7 - Analysed & Rejected,None,-6.403834,x0749,,active-covalent,RUN557
c1cc(c(nc1)Cl)NC(=O)CCl,x1478,x1478,Mpro-x1478,PCM-0102274,OK: No comment:No comment,success,1.68,6 - Deposited,5RFZ,-6.384676,x0749,,active-covalent,RUN558
C[N@H+]1CCC[C@@H]1CO,x1173,x1173,Mpro-x1173,Z2856434905,OK: No comment:No comment,success,1.73,7 - Analysed & Rejected,None,-6.382343,x0946,,active-noncovalent,RUN559
C[N@H+]1CCC[C@@H]1CO,x0189,x0189,Mpro-x0189,Z2856434905,OK: Clear:Normal,success,1.98,7 - Analysed & Rejected,None,-6.382343,x0946,,active-noncovalent,RUN560
C[C@H]1C[N@@](CCO1)S(=O)(=O)[N@@](C)C(C)C,x0443,x0443,Mpro-x0443,Z416341642,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-6.373279,x0195,,active-noncovalent,RUN561
c1ccc(cc1)O,x1005,x1005,Mpro-x1005,Z966690946,OK: No comment:No comment,success,1.74,7 - Analysed & Rejected,None,-6.355002,x0678,,active-noncovalent,RUN562
c1c2c(sc1C(=O)NNC(=O)CCl)CCCC2,x0708,x0708,Mpro-x0708,PCM-0102142,OK: Clear:Normal,success,2.04,6 - Deposited,5RGM,-6.353718,x1348,,active-covalent,RUN563
CC(C)(C)c1c(sc(n1)NS(=O)(=O)c2ccc(cc2)CF)C(=O)OC,x2847,x2847,Mpro-x2847,VIJ-CYC-1a3-13,OK: Clear:No comment,success,2.8,7 - Analysed & Rejected,None,-6.340725,x0161,,active-noncovalent,RUN564
Cn1cc(nc1)N,x1021,x1021,Mpro-x1021,Z2692604705,OK: No comment:No comment,success,2.43,7 - Analysed & Rejected,None,-6.333661,x0397,,active-noncovalent,RUN565
C[C@@H](c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C)OC,x2707,x2707,Mpro-x2707,Z4438424286,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-6.333134,x0749,,active-covalent,RUN566
CC(=O)N1CCC[C@]1(C)C(=O)[O-],x0848,x0848,Mpro-x0848,POB0003,OK: Clear:Normal,success,2.14,7 - Analysed & Rejected,None,-6.316975,x0759,,active-covalent,RUN567
C(C(=O)[O-])[NH3+],x1000,x1000,Mpro-x1000,Z955123660,OK: No comment:Cracked,Failed - low resolution,3.78,,None,-6.288817,x0397,,active-noncovalent,RUN568
c1c(cn[nH]1)Br,x0935,x0935,Mpro-x0935,NCL-00023819,OK: No comment:No comment,success,3.27,7 - Analysed & Rejected,None,-6.270739,x0107,,active-noncovalent,RUN569
c1c(cn[nH]1)Br,x1028,x1028,Mpro-x1028,Z275169750,OK: No comment:No comment,Failed - low resolution,6.77,,None,-6.270739,x0107,,active-noncovalent,RUN570
c1cc[nH]c(=O)c1,x1002,x1002,Mpro-x1002,Z1741982125,OK: No comment:No comment,success,1.61,6 - Deposited,5RF4,-6.261490,x0678,,active-noncovalent,RUN571
c1ccc(cc1)OCC(=O)N[C@H]2CON(C2=O)[C@@]3(CCC(=O)O3)C(=O)[O-],x2066,x2066,Mpro-x2066,PLTV,OK: No comment:No comment,success,1.65,7 - Analysed & Rejected,None,-6.254964,x0874,,active-noncovalent,RUN572
CC(=O)N1CC(C1)C(=O)[O-],x0157,x0157,Mpro-x0157,Z1868430535,OK: Precipitated:Normal,success,2.3,7 - Analysed & Rejected,None,-6.249505,x1402,,active-covalent,RUN573
Cc1c(c(n(n1)C)C)NC(=O)CC#N,x0259,x0259,Mpro-x0259,Z1688504114,OK: No comment:No comment,success,1.47,7 - Analysed & Rejected,None,-6.248705,x1311,,active-covalent,RUN574
C[C@@H](c1ccc(cc1)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)C=C)OC,x2689,x2689,Mpro-x2689,Z4439011613,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-6.235109,x0749,,active-covalent,RUN575
C1CCC(C1)[NH3+],x1014,x1014,Mpro-x1014,Z1741971800,OK: No comment:No comment,None,None,,None,-6.217303,x0678,,active-noncovalent,RUN576
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,x2471,x2471,Mpro-x2471,Z4438424288,OK: Precipitated:Normal,success,2.81,7 - Analysed & Rejected,None,-6.207908,x0749,,active-covalent,RUN577
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,x2788,x2788,Mpro-x2788,Z4438424288,OK: Precipitated:No comment,success,2.05,7 - Analysed & Rejected,None,-6.207908,x0749,,active-covalent,RUN578
C1CNC(=[NH+]C1)N,x1024,x1024,Mpro-x1024,Z1954800348,OK: No comment:No comment,success,3.33,7 - Analysed & Rejected,None,-6.175355,x0678,,active-noncovalent,RUN579
c1cc(c(cc1Br)C#N)[O-],x0953,x0953,Mpro-x0953,NCL-00024661,OK: No comment:No comment,success,2,7 - Analysed & Rejected,None,-6.172769,x1418,,active-covalent,RUN580
CCC(=[NH2+])N,x0991,x0991,Mpro-x0991,Z1741969146,OK: No comment:No comment,success,1.53,6 - Deposited,5RF2,-6.168726,x0195,,active-noncovalent,RUN581
C1CC(C1)C(=O)[O-],x1011,x1011,Mpro-x1011,Z1270212509,OK: No comment:No comment,success,2.7,7 - Analysed & Rejected,None,-6.165310,x0397,,active-noncovalent,RUN582
C[C@@H](CN1CCOCC1)[NH3+],x0516,x0516,Mpro-x0516,Z818732104,OK: No comment:No comment,Failed - low resolution,4.4,,None,-6.148088,x1385,,active-covalent,RUN583
C[C@@H](CN1CCOCC1)[NH3+],x1253,x1253,Mpro-x1253,Z818732104,OK: No comment:No comment,success,1.39,7 - Analysed & Rejected,None,-6.148088,x1385,,active-covalent,RUN584
c1c[nH]c(=O)cc1Br,x0945,x0945,Mpro-x0945,NCL-00023825,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-6.133605,x0678,,active-noncovalent,RUN585
C[C@@H]1C[NH2+]CC[N@@]1CCO,x1228,x1228,Mpro-x1228,Z1741794237,OK: No comment:No comment,success,1.5,7 - Analysed & Rejected,None,-6.106348,x0708,,active-covalent,RUN586
c1cscc1C(=O)[O-],x1001,x1001,Mpro-x1001,Z166605460,OK: No comment:No comment,None,None,,None,-6.069356,x0195,,active-noncovalent,RUN587
c1c([nH][nH]c1=O)N,x0988,x0988,Mpro-x0988,Z1245635875,OK: No comment:No comment,success,2.86,7 - Analysed & Rejected,None,-6.065588,x1077,,active-noncovalent,RUN588
Cc1n[n-]nn1,x1030,x1030,Mpro-x1030,Z56761437,OK: No comment:No comment,success,2.33,7 - Analysed & Rejected,None,-6.058117,x0678,,active-noncovalent,RUN589
c1c[nH]nc1,x0992,x0992,Mpro-x0992,Z1741966780,OK: No comment:Cracked,None,None,,None,-6.021192,x0397,,active-noncovalent,RUN590
COc1ccc(cc1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)SC)C(=O)C=C,x2690,x2690,Mpro-x2690,Z4439011540,OK: No comment:No comment,success,1.96,7 - Analysed & Rejected,None,-6.003866,x0749,,active-covalent,RUN591
CN(C)C(=O)N1CCOC[C@@]12CCOC2,x0166,x0166,Mpro-x0166,Z1998104358,OK: Clear:Normal,success,1.85,7 - Analysed & Rejected,None,-6.000435,x0195,,active-noncovalent,RUN592
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3cc(on3)C(C)(C)C)C(=O)C=C)C,x2697,x2697,Mpro-x2697,Z4439011581,OK: Precipitated:No comment,success,1.68,7 - Analysed & Rejected,None,-5.954724,x0831,,active-covalent,RUN593
CC(C)C(=O)Nc1nnn(n1)C,x0595,x0595,Mpro-x0595,Z57292369,OK: No comment:No comment,Failed - low resolution,3.63,,None,-5.926614,x0397,,active-noncovalent,RUN594
C[C@@]1(CCC[NH2+]1)C(=O)N,x0833,x0833,Mpro-x0833,POB0001,OK: Clear:Normal,success,1.7,7 - Analysed & Rejected,None,-5.894870,x0397,,active-noncovalent,RUN595
CC(=O)N1CCC(CC1)C#N,x0137,x0137,Mpro-x0137,Z952656810,OK: Clear:Normal,success,2.85,7 - Analysed & Rejected,None,-5.854254,x0759,,active-covalent,RUN596
CC(=O)N1CCC(CC1)C#N,x1085,x1085,Mpro-x1085,Z952656810,OK: No comment:No comment,success,1.53,7 - Analysed & Rejected,None,-5.854254,x0759,,active-covalent,RUN597
CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(c2ccc(cc2)SC)C(=O)C=C,x2681,x2681,Mpro-x2681,Z4439011605,OK: No comment:No comment,success,1.99,7 - Analysed & Rejected,None,-5.821193,x0749,,active-covalent,RUN598
C1CC(C1)C(=O)N,x1006,x1006,Mpro-x1006,Z33546656,OK: No comment:No comment,success,3.24,7 - Analysed & Rejected,None,-5.808318,x0678,,active-noncovalent,RUN599
CC(C)c1ccc(cn1)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)C=C,x2467,x2467,Mpro-x2467,Z4439011614,OK: No comment:Normal,success,2.84,7 - Analysed & Rejected,None,-5.736517,x0749,,active-covalent,RUN600
COCc1nnc(s1)N,x1056,x1056,Mpro-x1056,Z57478994,OK: Clear:Normal,success,1.75,7 - Analysed & Rejected,None,-5.658806,x0107,,active-noncovalent,RUN601
COCc1nnc(s1)N,x0129,x0129,Mpro-x0129,Z57478994,OK: Clear:Normal,success,2.56,7 - Analysed & Rejected,None,-5.658806,x0107,,active-noncovalent,RUN602
C[C@@]1(CCC[NH2+]1)COC,x0840,x0840,Mpro-x0840,POB0002,OK: Clear:Normal,success,1.87,7 - Analysed & Rejected,None,-5.630962,x0678,,active-noncovalent,RUN603
c1cnc([nH]1)N,x1007,x1007,Mpro-x1007,Z1741961236,OK: No comment:No comment,None,None,,None,-5.620991,x0397,,active-noncovalent,RUN604
C1COCCN1CCC#N,x0231,x0231,Mpro-x0231,Z2856434767,OK: Clear:Normal,success,1.6,7 - Analysed & Rejected,None,-5.614038,x0749,,active-covalent,RUN605
c1c(con1)Br,x0936,x0936,Mpro-x0936,NCL-00023820,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-5.611597,x0540,,active-noncovalent,RUN606
C1CC1C[NH3+],x1036,x1036,Mpro-x1036,Z1198394159,OK: No comment:No comment,success,2.43,7 - Analysed & Rejected,None,-5.603897,x1093,,active-noncovalent,RUN607
C[C@@H](c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccccc3Br)C(=O)C=C)OC,x2704,x2704,Mpro-x2704,Z4438424215,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-5.576895,x0749,,active-covalent,RUN608
CCC(=O)O[C@H](C(C)C)O[P@@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3,x2673,x2673,Mpro-x2673,Z3207130728,OK: No comment:No comment,success,2.25,7 - Analysed & Rejected,None,-5.570315,x0678,,active-noncovalent,RUN609
C1CNNC1=O,x1008,x1008,Mpro-x1008,Z2935001239,OK: No comment:No comment,None,None,,None,-5.561816,x0678,,active-noncovalent,RUN610
CC(C)(C)[NH+]1CC(C1)O,x0098,x0098,Mpro-x0098,Z2856434900,OK: No comment:No comment,success,3.25,7 - Analysed & Rejected,None,-5.541882,x0354,,active-noncovalent,RUN611
CC(C)(C)[NH+]1CC(C1)O,x1112,x1112,Mpro-x1112,Z2856434900,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-5.541882,x0354,,active-noncovalent,RUN612
COc1ccc(cc1)NC(=O)[C@@H](c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C,x2710,x2710,Mpro-x2710,Z4439011543,OK: No comment:No comment,success,2.48,7 - Analysed & Rejected,None,-5.472166,x0759,,active-covalent,RUN613
CC(=O)C(=O)[O-],x1037,x1037,Mpro-x1037,Z1741977082,OK: No comment:No comment,None,None,,None,-5.448891,x0689,,active-covalent,RUN614
OP(=O)([O-])[O-],x1025,x1025,Mpro-x1025,Z1954805639,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-5.408278,x0397,,active-noncovalent,RUN615
C=CC(=O)N(c1ccc2c(c1)scn2)[C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Cl,x2684,x2684,Mpro-x2684,Z4438424283,OK: Precipitated:No comment,success,2.04,7 - Analysed & Rejected,None,-5.381918,x1392,,active-covalent,RUN616
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C4(CC4)C)C(=O)C=C,x2862,x2862,Mpro-x2862,Z4444602566,OK: Clear:No comment,success,2.26,7 - Analysed & Rejected,None,-5.348599,x1380,,active-covalent,RUN617
C[C@H](C(=O)NC)[NH3+],x1038,x1038,Mpro-x1038,Z1346385420,OK: No comment:No comment,success,3,7 - Analysed & Rejected,None,-5.331532,x0397,,active-noncovalent,RUN618
CC(C)NC(=O)N,x1026,x1026,Mpro-x1026,Z56887677,OK: No comment:No comment,None,None,,None,-5.303004,x0354,,active-noncovalent,RUN619
COc1cccnc1C#N,x0267,x0267,Mpro-x0267,Z1955122823,OK: Precipitated:No comment,success,1.63,7 - Analysed & Rejected,None,-5.295153,x1392,,active-covalent,RUN620
C[C@@H](CC(=O)N)[NH3+],x1020,x1020,Mpro-x1020,Z1459435569,OK: No comment:No comment,success,2.05,7 - Analysed & Rejected,None,-5.280088,x0397,,active-noncovalent,RUN621
CC(=O)NC(=O)N,x1010,x1010,Mpro-x1010,Z1262398400,OK: No comment:No comment,success,2.96,7 - Analysed & Rejected,None,-5.225040,x0397,,active-noncovalent,RUN622
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)[C@H](C)OC)C(=O)C=C,x2702,x2702,Mpro-x2702,Z4438424265,OK: Precipitated:No comment,success,2.01,7 - Analysed & Rejected,None,-5.173100,x0831,,active-covalent,RUN623
C[C@@H](C#C)[NH3+],x1044,x1044,Mpro-x1044,Z1954800314,OK: No comment:No comment,None,None,,None,-5.170494,x1077,,active-noncovalent,RUN624
C[C@@H]1[C@@H](CCCN1)C#N,x0859,x0859,Mpro-x0859,POB0068,OK: Clear:Normal,success,1.82,7 - Analysed & Rejected,None,-5.168789,x1385,,active-covalent,RUN625
C1COCC[NH2+]1,x1027,x1027,Mpro-x1027,Z3234810942,OK: No comment:Cracked,None,None,,None,-5.139683,x0354,,active-noncovalent,RUN626
CCOC(=O)N,x1003,x1003,Mpro-x1003,Z33546369,OK: No comment:Cracked,success,2.15,7 - Analysed & Rejected,None,-5.139531,x1077,,active-noncovalent,RUN627
CCC(=O)[O-],x1029,x1029,Mpro-x1029,Z955123616,OK: No comment:No comment,success,1.73,7 - Analysed & Rejected,None,-5.135675,x0689,,active-covalent,RUN628
