compound_name,compound_structure,measurement,qualifier,reassigned_structure
EDJ-MED-e69ed63d-18,CS(=O)(=O)c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NCC(F)(F)F,6.5,=,
EDJ-MED-e69ed63d-17,c1cc2c(cc1F)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NCC(F)(F)F,6.1,=,
EDJ-MED-e69ed63d-16,CS(=O)(=O)c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NCC5CC5,6.8,=,
EDJ-MED-e69ed63d-15,c1cc2c(cc1F)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NCC5CC5,6.7,=,
EDJ-MED-e69ed63d-14,CCCNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)S(=O)(=O)C,6.8,=,
EDJ-MED-e69ed63d-13,CCCNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)F,6.5,=,
EDJ-MED-e69ed63d-11,CC(C)(C)NC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)F,6,=,
EDJ-MED-e69ed63d-10,CS(=O)(=O)c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5CCC5,6.6,=,
EDJ-MED-e69ed63d-9,c1cc2c(cc1F)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5CCC5,6.5,=,
EDJ-MED-e69ed63d-8,CCNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)S(=O)(=O)C,7,=,
EDJ-MED-e69ed63d-7,CCNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)F,6.8,=,
EDJ-MED-e69ed63d-6,c1cc2c(cc1F)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5COC5,6,=,
EDJ-MED-e69ed63d-4,CS(=O)(=O)c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5CC5,6.7,=,
EDJ-MED-e69ed63d-3,c1cc2c(cc1F)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5CC5,6.3,=,
EDJ-MED-e69ed63d-2,CC(C)NC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)S(=O)(=O)C,6.5,=,
EDJ-MED-e69ed63d-1,CC(C)NC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)F,6.1,=,
EDJ-MED-e78d5f1a-1,c1cc2cncc(c2c(c1)Cl)N3CCC4(C3)CCOc5c4cc(cc5)Cl,4,<,
EDJ-MED-3bfd841e-1,CC1(CN(S(=O)(=O)c2c1cc(cc2)Cl)CC(=O)NC)C(=O)Nc3cncc4c3ccc(c4)F,6.6,=,
EDJ-MED-c3ea9889-8,c1cc2cncc(c2c(c1)Cl)NC(=O)C34CC(C3)Oc5c4cc(cc5)Cl,4.1,=,
EDJ-MED-c3ea9889-7,c1cc2c(cc1Cl)cncc2NC(=O)C34CC(C3)Oc5c4cc(cc5)Cl,4,<,
EDJ-MED-c3ea9889-6,c1cc2c(cc1F)cncc2NC(=O)C34CC(C3)Oc5c4cc(cc5)Cl,4.1,=,
EDJ-MED-c3ea9889-5,CS(=O)(=O)c1ccc2c(c1)cncc2NC(=O)C34CC(C3)Oc5c4cc(cc5)Cl,4.6,=,
MAT-POS-666635d5-1,CC1(CN(S(=O)(=O)c2c1cc(cc2)Cl)CC(=O)NC)C(=O)Nc3cncc4c3c(ccc4)Cl,5.9,=,
EDJ-MED-c3ea9889-3,CC1(CN(S(=O)(=O)c2c1cc(cc2)Cl)CC(=O)NC)C(=O)Nc3cncc4c3ccc(c4)S(=O)(=O)C,6.8,=,
EDJ-MED-c3ea9889-2,CC1(CN(S(=O)(=O)c2c1cc(cc2)Cl)CC(=O)NC)C(=O)Nc3cncc4c3ccc(c4)Cl,6.4,=,
EDJ-MED-0186a59b-8,CNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3c(ccc4)Cl,7,=,
EDJ-MED-ede277f6-12,CC1(CS(=O)(=O)C1)CS(=O)(=O)N2Cc3ccc(cc3C(C2)C(=O)Nc4cncc5c4ccc(c5)S(=O)(=O)C)Cl,7,=,
EDJ-MED-ede277f6-11,CC1(CS(=O)(=O)C1)CS(=O)(=O)N2Cc3ccc(cc3C(C2)C(=O)Nc4cncc5c4c(ccc5)Cl)Cl,6,=,
EDJ-MED-c99b2211-4,CC(C)(C)NC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)S(=O)(=O)C,6.6,=,
EDJ-MED-e69ed63d-5,CS(=O)(=O)c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5COC5,6.1,=,
MAT-POS-bf364d7a-12,c1ccc2c(c1)cncc2NC(=O)[C@H]3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N,4.8,=,
MAT-POS-bf364d7a-11,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N,7.2,>,
MAT-POS-bf364d7a-10,c1ccc2c(c1)cncc2NC(=O)[C@H]3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CCOCC5)C#N,4.8,=,
MAT-POS-bf364d7a-9,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CCOCC5)C#N,7.1,=,
MAT-POS-bf364d7a-8,COC1(CC1)CS(=O)(=O)N2Cc3ccc(cc3[C@@H](C2)C(=O)Nc4cncc5c4cccc5)Cl,7.2,=,
MAT-POS-bf364d7a-7,COC1(CC1)CS(=O)(=O)N2Cc3ccc(cc3[C@H](C2)C(=O)Nc4cncc5c4cccc5)Cl,4.7,=,
MAT-POS-bf364d7a-6,CC(C)(CS(=O)(=O)N1Cc2ccc(cc2[C@H](C1)C(=O)Nc3cncc4c3cccc4)Cl)C#N,4.9,=,
MAT-POS-bf364d7a-4,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5CS(=O)(=O)C5,7.1,=,YES
MAT-POS-bf364d7a-3,c1ccc2c(c1)cncc2NC(=O)[C@H]3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5CS(=O)(=O)C5,5.1,=,YES
MAT-POS-bf364d7a-2,CC1(CS(=O)(=O)C1)CS(=O)(=O)N2Cc3ccc(cc3[C@H](C2)C(=O)Nc4cncc5c4cccc5)Cl,4.6,=,
MAT-POS-bf364d7a-1,CC1(CS(=O)(=O)C1)CS(=O)(=O)N2Cc3ccc(cc3[C@@H](C2)C(=O)Nc4cncc5c4cccc5)Cl,7.6,=,
MAT-POS-e119ab4f-5,CC1(CN(S(=O)(=O)c2c1cc(cc2)Cl)CC(=O)NC)C(=O)Nc3cncc4c3cccc4,6.7,=,
MAT-POS-e119ab4f-4,c1ccc2c(c1)cncc2NC(=O)C34CC(C3)Oc5c4cc(cc5)Cl,4.2,=,
MAT-POS-e119ab4f-3,Cc1cccc2c1c(cnc2)NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC,6.4,=,
MAT-POS-e119ab4f-2,CNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cc(cc4)F,6.9,=,
EDJ-MED-0186a59b-5,CNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)F,6.8,=,
MAT-POS-a54ce14d-3,CNC(=O)CN1C[C@@H](c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,5.8,=,
MAT-POS-a54ce14d-2,CNC(=O)CN1C[C@H](c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,7.7,=,
MAT-POS-a54ce14d-1,c1cc(cnc1)n2cncc2NC(=O)C3CCOc4c3cc(cc4)Cl,4,<,
EDJ-MED-2791eece-12,CNC(=O)N1CCc2ccc(cc2C1C(=O)Nc3cncc4c3cccc4)Cl,5.6,=,
EDJ-MED-2791eece-11,CN(C)S(=O)(=O)N1CCc2ccc(cc2C1C(=O)Nc3cncc4c3cccc4)Cl,5.7,=,
EDJ-MED-2791eece-10,c1ccc2c(c1)cncc2NC(=O)C3c4cc(ccc4CCN3S(=O)(=O)C5CC5)Cl,5.9,=,
EDJ-MED-2791eece-7,CN(C)C(=O)CN1CCc2ccc(cc2C1C(=O)Nc3cncc4c3cccc4)Cl,5.8,=,
EDJ-MED-2791eece-4,c1ccc2c(c1)cncc2NC(=O)C3c4cc(ccc4CCN3C(=O)CC#N)Cl,5.2,=,
EDJ-MED-2791eece-3,COCCN1CCc2ccc(cc2C1C(=O)Nc3cncc4c3cccc4)Cl,5.7,=,
MAT-POS-90fd5f68-39,COCc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,5.7,=,
MAT-POS-90fd5f68-38,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccc(c3)C(=O)O,5.4,=,
MAT-POS-90fd5f68-37,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cc(cc3)C(=O)O,5.8,=,
MAT-POS-90fd5f68-32,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cc(cc3)OCCN4CCCC4,5.9,=,
MAT-POS-90fd5f68-31,CN(C)CCOc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,6,=,
MAT-POS-90fd5f68-28,CN(c1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl)S(=O)(=O)C,5.5,=,
MAT-POS-90fd5f68-23,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cc(cc3)OCC(F)(F)F,6,=,
MAT-POS-90fd5f68-22,CC(=O)Nc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,6.4,=,
MAT-POS-90fd5f68-21,CN(C)C(=O)c1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,5.5,=,
MAT-POS-90fd5f68-20,CNC(=O)c1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,6,=,
MAT-POS-90fd5f68-19,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cc(cc3)C(=O)N,6,=,
MAT-POS-90fd5f68-14,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccc(c3)OCCN4CCCC4,5.7,=,
MAT-POS-90fd5f68-13,CN(C)CCOc1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,5.5,=,
MAT-POS-90fd5f68-12,CS(=O)(=O)Nc1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,6.1,=,
MAT-POS-90fd5f68-10,CN(c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl)S(=O)(=O)C,5.6,=,
MAT-POS-90fd5f68-7,CN(C)c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,5.2,=,
MAT-POS-90fd5f68-5,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccc(c3)OCC(F)(F)F,4,<,
MAT-POS-90fd5f68-4,CC(=O)Nc1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,6.4,=,
MAT-POS-90fd5f68-3,CN(C)C(=O)c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,5.6,=,
MAT-POS-90fd5f68-2,CNC(=O)c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,5.8,=,
MAT-POS-90fd5f68-1,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccc(c3)C(=O)N,5.8,=,
EDJ-MED-2791eece-8,CNS(=O)(=O)N1CCc2ccc(cc2C1C(=O)Nc3cncc4c3cccc4)Cl,5.8,=,
EDJ-MED-b774e9fe-2,CS(=O)(=O)N1CCc2ccc(cc2C1C(=O)Nc3cncc4c3cccc4)Cl,5.8,=,
EDJ-MED-b774e9fe-1,CC(=O)N1CCc2ccc(cc2C1C(=O)Nc3cncc4c3cccc4)Cl,5.5,=,
EDJ-MED-43f8f7d6-6,c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5COC5,6.1,=,
EDJ-MED-43f8f7d6-4,c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5CC5,6.9,=,
RAL-THA-5e0a6f1a-1,CN(C)C(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,6.1,=,
RAL-THA-a9c31980-9,c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NCC5CCC5,7,=,
RAL-THA-a9c31980-8,c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NCC(F)(F)F,6.5,=,
RAL-THA-a9c31980-6,c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NCC5CC5,7,=,
RAL-THA-a9c31980-5,CCCNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,6.9,=,
RAL-THA-a9c31980-4,CC(C)(C)NC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,6.3,=,
EDJ-MED-43f8f7d6-3,CC(C)NC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,6.4,=,
RAL-THA-a9c31980-2,c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)CC(=O)NC5CCC5,6.9,=,
RAL-THA-a9c31980-1,CCNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,7,=,
EDJ-MED-43f8f7d6-5,CC1(CN(C(=O)c2c1cc(cc2)Cl)CC(=O)NC)C(=O)Nc3cncc4c3cccc4,6.8,=,
ALP-POS-07e1ed01-2,CN1CC(C1)(CS(=O)(=O)N2Cc3ccc(cc3C(C2)C(=O)Nc4cncc5c4cccc5)Cl)C#N,6.8,=,
ALP-POS-76eab5ce-2,c1ccc2c(c1)cncc2C(=O)NCc3cccc(c3)Cl,4.5,=,
ALP-POS-1460fd94-1,CNC(=O)CN1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3ccc(c4)COC)Cl,6.9,=,
DAN-MCD-cb24a79d-1,c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CN(CCN3S(=O)(=O)c4ccsc4)C(=O)CCl,5.7,=,
DAN-MCD-93e7aadc-1,c1cscc1S(=O)(=O)N2CCN(C[C@H]2C(=O)NCC3CCCCC3)C(=O)CCl,6,=,
WIL-UNI-2a57d06c-49,c1cc2c(cc1C(=O)Nc3ccc4nncn4c3)ncs2,4,<,
WIL-UNI-2a57d06c-48,CC(C(=O)Nc1cccc2c1nccn2)n3cnc4c3ncnc4N,4,<,
WIL-UNI-2a57d06c-47,Cn1c2ccccc2nc1NCc3cn4ccnc4s3,4,<,
WIL-UNI-2a57d06c-45,Cc1nc2cc(ccc2o1)C(=O)NNc3ccnc4c3nccc4,4,<,
WIL-UNI-2a57d06c-43,Cn1ccn2c(nnc2c1=O)CNc3nc4ccccc4s3,4,<,
WIL-UNI-2a57d06c-42,CC(c1ccc2c(c1)oc(=O)[nH]2)NC(=O)Nc3ccn4ccnc4c3,4,<,
WIL-UNI-2a57d06c-41,Cn1c2c(cn1)c(=O)[nH]c(n2)NNC(=O)c3cccn4c3ccn4,4,<,
WIL-UNI-2a57d06c-40,Cc1nc2ccc(cc2o1)NC(=O)NCc3ccc4c(c3)[nH]c(=O)[nH]4,4,<,
WIL-UNI-2a57d06c-39,CC(CNc1ccc2nnnn2n1)c3nc4ccccc4s3,4,<,
WIL-UNI-2a57d06c-38,c1ccc2c(c1)c(ccn2)C(=O)NNc3cc(=O)[nH]c4c3cccn4,4,<,
WIL-UNI-2a57d06c-37,Cc1ccc2c(c1)c(ncn2)NCc3ccc4c(c3)non4,4,<,
WIL-UNI-2a57d06c-35,Cc1nc2ccc(cc2s1)NC(=O)Cn3c(=O)c4ccnn4cn3,4,<,
WIL-UNI-2a57d06c-34,Cc1ccc2nnc(n2c1)CNc3ccc4nnc(n4n3)C(F)(F)F,4,<,
WIL-UNI-2a57d06c-33,Cc1cn2c(n1)sc(n2)NCc3ccc4c(c3)cccn4,4,<,
WIL-UNI-2a57d06c-32,Cc1cc2c(nccn2n1)N3CCc4c(c5ccccc5[nH]4)C3,4,<,
WIL-UNI-2a57d06c-31,c1cc2c(cc1NC(=O)c3csc4n3cnc4)nccn2,4,<,
WIL-UNI-2a57d06c-29,Cc1cc(n2c(n1)c(cn2)C(=O)Nc3ccc4c(c3)scn4)C,4,<,
WIL-UNI-2a57d06c-28,CC(c1nnc2n1cccc2)NCc3cnc4n3cccc4,4,<,
WIL-UNI-2a57d06c-26,Cc1cc(n2c(n1)ncn2)Nc3ccc4c(c3)sc(n4)C,4,<,
WIL-UNI-2a57d06c-25,c1ccc2c(c1)cc3n2CCN(C3)C(=O)c4ccc5nnnn5c4,4,<,
WIL-UNI-2a57d06c-19,Cn1c2c(cn1)c(ncn2)NCc3ccc4cccnc4c3,4,<,
WIL-UNI-2a57d06c-18,c1cc2c(nc1)sc(n2)NNC(=O)c3ccc4ccncc4c3,4,<,
WIL-UNI-2a57d06c-16,c1cnc2ccnn2c1C(=O)NCc3nnc4n3cc[nH]c4=O,4,<,
WIL-UNI-2a57d06c-13,Cc1nc2ccc(cn2n1)NCc3cnc4n3cccc4,4,<,
WIL-UNI-2a57d06c-11,CC(c1nc2ccccc2s1)NCc3cc4cnn(c4nc3)C,4,<,
WIL-UNI-2a57d06c-10,Cc1c(n2ccsc2n1)CN(C)C(=O)c3cnc4n(c3=O)ccs4,4,<,
WIL-UNI-2a57d06c-8,Cc1nc2ccc(cc2o1)NS(=O)(=O)c3cccc4c3non4,4,<,
WIL-UNI-2a57d06c-7,Cn1c2c(cc(cn2)C(=O)NNc3nc4cccnc4s3)cn1,4,<,
WIL-UNI-2a57d06c-6,Cc1cccc2c1sc(n2)NC3CCN(C3)c4ccc5nncn5n4,4,<,
WIL-UNI-2a57d06c-5,CC1c2ccc(n2CCN1)c3nc(no3)c4cnc5n4ccnc5,4,<,
WIL-UNI-2a57d06c-4,Cc1cc2ncc(c(n2n1)C)C(=O)Nc3ccc4c(c3)nc(o4)C,4,<,
WIL-UNI-2a57d06c-3,Cc1nc2cc(ccc2o1)NC(=O)Cn3cnc4c(c3=O)cnn4C,4,<,
MAT-POS-865c3497-2,c1ccc2c(c1)cncc2NC(=O)[C@H]3CNC(=O)c4c3cc(cc4)Cl,4,=,YES
MAT-POS-865c3497-1,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CNC(=O)c4c3cc(cc4)Cl,6.7,=,YES
PET-UNK-7fb4f80a-2,CS(=O)(=O)Oc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,5.6,=,
PET-UNK-7fb4f80a-1,CS(=O)(=O)Oc1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,5.8,=,
DAN-MCD-0c04f563-1,COc1ccc(cc1)NC(=O)[C@@H]2CN(CCN2S(=O)(=O)c3ccsc3)C(=O)CCl,6.3,=,
DAN-MCD-50d01569-1,c1ccc2cc(ccc2c1)NC(=O)[C@@H]3CN(CCN3S(=O)(=O)c4ccsc4)C(=O)CCl,6.3,=,
DAN-MCD-c163c0bb-1,c1cc(ccc1NC(=O)[C@@H]2CN(CCN2S(=O)(=O)c3ccsc3)C(=O)CCl)F,6.2,=,
DAN-MCD-02570321-1,c1cc(cc(c1)NC(=O)[C@@H]2CN(CCN2S(=O)(=O)c3ccsc3)C(=O)CCl)C#N,6.4,=,
DAN-MCD-3bfdcef2-1,Cc1cccc(c1NC(=O)[C@@H]2CN(CCN2S(=O)(=O)c3ccsc3)C(=O)CCl)C,5.8,=,
DAN-MCD-0742953f-1,CCOC(=O)c1cccc(c1)NC(=O)[C@@H]2CN(CCN2S(=O)(=O)c3ccsc3)C(=O)CCl,6.3,=,
DAN-MCD-3ec20f87-1,c1cscc1S(=O)(=O)N2CCN(C[C@H]2C(=O)N3CCOCC3)C(=O)CCl,5.5,=,
EDJ-MED-43f8f7d6-8,c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)C5CC(=O)NC5,6.2,=,
EDJ-MED-43f8f7d6-7,c1ccc2c(c1)cncc2NC(=O)C3CN(C(=O)c4c3cc(cc4)Cl)C5CCNC5=O,6.1,=,
EDJ-MED-12c4873b-5,c1ccc2c(c1)cncc2NC(=O)C3CN(Cc4c3cc(cc4)Cl)C5CCNC5=O,5.9,=,
LUO-POS-3f66b338-1,CC(C)(C(=O)NC)N1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,6,=,
LUO-POS-8701f4c8-1,CNC(=O)C1(CC1)N2CC(c3cc(ccc3C2=O)Cl)C(=O)Nc4cncc5c4cccc5,7.3,>,
EDJ-MED-378a25ea-2,CNC(=O)c1ccc2cncc(c2c1)NC(=O)C3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CC5)C#N,6.9,=,
MAT-POS-2e8b2191-12,CNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3ccc(c4)S(=O)(=O)C,7.1,=,
MAT-POS-2e8b2191-11,CNC(=O)CN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cc(cc4)NS(=O)(=O)C,7.2,=,
MAT-POS-2e8b2191-10,CNC(=O)CN1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cc(cc4)NS(=O)(=O)C)Cl,6.5,=,
MAT-POS-c20a539d-7,CCS(=O)(=O)Nc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,6,=,
MAT-POS-c20a539d-4,CC(C)(c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl)O,5.5,=,
MAT-POS-c20a539d-2,COc1cc2cncc(c2cc1OC)NC(=O)Cc3cccc(c3)Cl,4,<,
MAT-POS-c20a539d-1,COc1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,5.1,=,
MAT-POS-1bed62cf-3,CNC(=O)CN1Cc2ccc(cc2C3(C1)CC(=O)N(C3=O)c4cncc5c4cccc5)Cl,6.7,=,
MAT-POS-1bed62cf-2,CNC(=O)CN1CC2(CC(=O)N(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,6.6,=,
MAT-POS-1bed62cf-1,c1ccc2c(c1)cncc2N3C(=O)CC4(C3=O)CN(Cc5c4cc(cc5)Cl)S(=O)(=O)CC6(CC6)C#N,6.8,=,
EDJ-MED-a6bab6fb-1,Cc1cccc2c1c(cnc2)N3CCC4(C3)CCOc5c4cc(cc5)Cl,4,<,
EDJ-MED-378a25ea-9,CS(=O)(=O)c1ccc2c(c1)cncc2NC(=O)C3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CC5)C#N,7.1,=,
EDJ-MED-7889e8da-5,CNC(=O)CN1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3ccc(c4)S(=O)(=O)C)Cl,6.7,=,
EDJ-MED-7889e8da-3,CNC(=O)CN1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3ccc(c4)Cl)Cl,6.5,=,
MAT-POS-983b399a-3,c1ccc2c(c1)cncc2N3CC4(CCOc5c4cc(cc5)Cl)CC3=O,5.2,=,
MAT-POS-983b399a-2,c1ccc2c(c1)cncc2N3CCC4(C3)CCOc5c4cc(cc5)Cl,4,<,
EDJ-MED-8bb691af-8,CNC(=O)CN1CC2(CCN(C2=O)c3cncc4c3cccc4)c5cc(ccc5C1=O)Cl,7,=,
EDJ-MED-8bb691af-6,c1ccc2c(c1)cncc2N3CCC4(C3=O)CN(Cc5c4cc(cc5)Cl)S(=O)(=O)CC6(CC6)C#N,6.9,=,
EDJ-MED-8bb691af-4,CNC(=O)CN1Cc2ccc(cc2C3(C1)CCN(C3=O)c4cncc5c4cccc5)Cl,6.9,=,
EDJ-MED-e18764cb-3,CN(CC(=O)OC)S(=O)(=O)N1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cccc4)Cl,7,=,
ALP-POS-b3e0acc5-1,CS(=O)(=O)CCN1CC(c2cc(ccc2C1=O)Cl)C(=O)Nc3cncc4c3cccc4,6.8,=,
MAT-POS-bfd29aac-2,c1cc2c(cc1Cl)C(CN(C2)S(=O)(=O)CC3(CC3)C#N)C(=O)Nc4cncc5c4[nH]nc5,6,=,
MAT-POS-bfd29aac-1,Cn1c2c(cncc2NC(=O)C3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CC5)C#N)cn1,5.6,=,
MAT-POS-e194df51-2,c1ccc2c(c1)cncc2NC(=O)[C@H]3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CC5)C#N,5.4,=,
MAT-POS-e194df51-1,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC5(CC5)C#N,7.4,=,
MAT-POS-86c60949-3,c1cc2cncc(c2cc1CN3CC4(C3)CNC4)NC(=O)C5CCOc6c5cc(cc6)Cl,5.8,=,
MAT-POS-86c60949-2,CC(C)(c1ccc2cncc(c2c1)NC(=O)C3CCNc4c3cc(cc4)Cl)O,6.5,=,
MAT-POS-86c60949-1,c1cc2c(cc1F)cncc2NC(=O)[C@H]3CCS(=O)(=O)c4c3cc(cc4)Cl,4.6,=,
PEI-IMP-3d837503-3,C=CS(=O)(=O)N1CCN(CC1)S(=O)(=O)c2ccccc2,4,<,
PEI-IMP-3d837503-2,C=CC(=O)N1CCN(CC1)S(=O)(=O)c2ccccc2,4,<,
PEI-IMP-3d837503-1,CCOC(=O)/C=C/N1CCN(CC1)S(=O)(=O)c2ccccc2,4.5,=,
PEI-IMP-668afc53-2,COc1ccc(cc1)c2ccsc2S(=O)(=O)N3CCN(CC3)C(=O)CCl,6,=,
PEI-IMP-668afc53-1,COc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCN(CC3)C(=O)CCl,6.3,=,
MAT-POS-c0609ef7-1,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccc(c3)C(F)F,5.6,=,
MAT-POS-5cd9ea36-24,c1ccc2c(c1)cncc2NC(=O)C3CN(Cc4c3cc(cc4)Cl)S(=O)(=O)CC#N,6.5,=,
MAT-POS-5cd9ea36-23,CN(CCO)S(=O)(=O)N1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cccc4)Cl,6.9,=,
MAT-POS-5cd9ea36-22,CN(CCOC)S(=O)(=O)N1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cccc4)Cl,7,=,
MAT-POS-5cd9ea36-21,CN(CCC#N)S(=O)(=O)N1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cccc4)Cl,7.1,=,
MAT-POS-5cd9ea36-20,CN(C1CC1)S(=O)(=O)N2Cc3ccc(cc3C(C2)C(=O)Nc4cncc5c4cccc5)Cl,7,=,
