CatalogID,SMILES,scaffold_SMILES,product_SMILES
EN300-22940,O=C1c2ccccc2C(=O)N1CCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCN2C(=O)c3ccccc3C2=O)c1
EN300-248169,CCCCCCCCCCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCCCCCCCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-20482,O=C(CBr)C(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(=O)C(F)(F)F)c1
EN300-36202,CCCCCCCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCCCCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-51445,COC(=O)CCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(=O)CCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-20808,CC(C)(C)c1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(C(C)(C)C)cc2)c1
EN300-97148,COC(C)(CBr)OC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)OC
EN300-20941,Fc1ccccc1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccccc2F)c1
EN300-18717,Fc1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(F)cc2)c1
EN300-31322,O=[N+]([O-])c1cccc(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cccc([N+](=O)[O-])c2)c1
EN300-68297,ClCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCl)c1
EN300-28738,COCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-19408,CCCCCCCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCCCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-83276,CCCCCCCCCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCCCCCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-19977,CCCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-19406,CCCCCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-130574,ICCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCI)c1
EN300-138079,ClCCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCCCl)c1
EN300-19416,CCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-101035,ClCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCl)c1
EN300-21276,CCCCC(CC)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCC(CC)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-19804,CC(C)CI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)C)c1
EN300-87405,CC(C)=CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CC(C)=CCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1709531,ICCCCCCCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCCCCCCI)c1
EN300-19403,ICCCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCCI)c1
EN300-19869,CCCCCCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCCCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-129599,Clc1ccccc1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccccc2Cl)c1
EN300-141306,CCC(CC)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(CC)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-133999,CCC(Br)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(CBr)Oc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-198047,FC(F)(F)c1ccccc1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccccc2C(F)(F)F)c1
EN300-87636,O=[N+]([O-])CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC[N+](=O)[O-])c1
EN300-20875,BrCC1CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CCCCO2)c1
EN300-129589,Fc1ccc(CBr)c(F)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(F)cc2F)c1
EN300-102561,Fc1ccc(F)c(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc(F)ccc2F)c1
EN300-157269,Fc1cccc(F)c1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2c(F)cccc2F)c1
EN300-12402,Fc1ccc(CBr)cc1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(F)c(F)c2)c1
EN300-15239,Fc1cccc(CBr)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cccc(F)c2F)c1
EN300-93238,COC(CCBr)OC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(CCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)OC
EN300-126074,Fc1cc(F)cc(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc(F)cc(F)c2)c1
EN300-716215,FC(F)(F)c1cccc(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cccc(C(F)(F)F)c2)c1
EN300-15248,FC(F)(F)c1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(C(F)(F)F)cc2)c1
EN300-121881,O=C(Cl)C(Br)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC(CBr)C(=O)Cl)c1
EN300-61326,COC(=O)C(CBr)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(=O)C(CBr)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-78451,OCC(CO)(CBr)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CO)(CO)CBr)c1
EN300-08149,Clc1ccc(OCCBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCOc2ccc(Cl)cc2)c1
EN300-199460,CC(C)(CO)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)CO)c1
EN300-85127,OCCCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCCCO)c1
EN300-218250,CC[C@H](C)CI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CC[C@H](C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-65862,O=C(Cl)CCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCC(=O)Cl)c1
EN300-99054,CCC=CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC=CCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-304060,BrC/C=C/CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC/C=C/CBr)c1
EN300-41947,COC(=O)C(Br)CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(=O)C(CCBr)Oc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-19705,BrCCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCCBr)c1
EN300-157126,BrCCCCCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCCCCCBr)c1
EN300-86655,BrCCCCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCCCCBr)c1
EN300-20418,CCOC(=O)C(Br)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCOC(=O)C(CBr)Oc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-22175,BrCc1ccccc1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccccc2CBr)c1
EN300-20767,O=C(CBr)c1cccc([N+](=O)[O-])c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(=O)c2cccc([N+](=O)[O-])c2)c1
EN300-191947,BrCc1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(CBr)cc2)c1
EN300-61933,C=C(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-18210,COC(=O)c1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(=O)c1ccc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cc1
EN300-1870337,BrCc1ccccc1-c1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccccc2-c2ccccc2)c1
EN300-28932,FC(F)(F)Oc1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(OC(F)(F)F)cc2)c1
EN300-120032,OC(CBr)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)CBr)c1
EN300-1911567,BrCCc1c[nH]c2ccccc12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2c[nH]c3ccccc23)c1
EN300-92988,C[Si](C)(C)C#CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC#C[Si](C)(C)C)c1
EN300-253697,OCC(CO)(CO)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CO)(CO)CO)c1
EN300-213748,BrCCCOCc1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCOCc2ccccc2)c1
EN300-30793,BrCCOCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCOCCBr)c1
EN300-217848,BrCc1c(CBr)c(CBr)c(CBr)c(CBr)c1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2c(CBr)c(CBr)c(CBr)c(CBr)c2CBr)c1
EN300-21388,O=C(CBr)c1ccc(F)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(=O)c2ccc(F)cc2)c1
EN300-1911292,COc1cc(CBr)c([N+](=O)[O-])cc1OC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c([N+](=O)[O-])cc1OC
EN300-7400494,ClCCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCl)c1
EN300-224933,BrCc1cccc(I)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cccc(I)c2)c1
EN300-171927,CC(C)(C)[Si](C)(C)OCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCO[Si](C)(C)C(C)(C)C)c1
EN300-247556,CC(C)(C)[Si](C)(C)OCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCO[Si](C)(C)C(C)(C)C)c1
EN300-108874,COc1cccc(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cccc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c1
EN300-206961,FCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCF)c1
EN300-1934621,Fc1ccc(CBr)c(C(F)(F)F)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(F)cc2C(F)(F)F)c1
EN300-91516,BrCC1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CCC2)c1
EN300-94870,FC(F)=C(F)CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCC(F)=C(F)F)c1
EN300-319509,CCCCC(Br)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCCC(CBr)Oc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-221518,OCCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCO)c1
EN300-55586,BrCC1CO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CO2)c1
EN300-133053,CCN(CC)CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCN(CC)CCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-124199,COCCOCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCCOCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-194433,BrCCCCOCc1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCOCc2ccccc2)c1
EN300-77824,COC(=O)CCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(=O)CCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-29641,BrCCC1CCCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCC2CCCCC2)c1
EN300-205314,FC(F)C(F)(F)CI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(F)(F)C(F)F)c1
EN300-108377,BrCCOCc1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCOCc2ccccc2)c1
EN300-54203,BrCCOC1CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCOC2CCCCO2)c1
EN300-44247,BrCc1cccnc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cccnc2)c1
EN300-6497621,ICc1cccnc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cccnc2)c1
EN300-19806,CC(C)CCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCC(C)C)c1
EN300-20942,Fc1cc(Br)ccc1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Oc2ccc(CBr)c(F)c2)c1
EN300-51005,BrCc1ccccn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccccn2)c1
EN300-813954,BrCc1ccncc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccncc2)c1
EN300-227008,CC(C)CCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCC(C)C)c1
EN300-132447,C=CCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCCCCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-157261,CC(C(=O)O)c1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(C(C)C(=O)O)cc2)c1
EN300-28768,O=c1[nH]c2ccccc2nc1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nc3ccccc3[nH]c2=O)c1
EN300-26985,N#Cc1ccccc1-c1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(-c3ccccc3C#N)cc2)c1
EN300-1932707,Fc1c(CBr)cccc1C(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cccc(C(F)(F)F)c2F)c1
EN300-170761,Fc1cccc(Cl)c1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2c(F)cccc2Cl)c1
EN300-13898,N#Cc1ccc(C(=O)CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(=O)c2ccc(C#N)cc2)c1
EN300-113501,O=C(O)CCCCCCCCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCCCCCCC(=O)O)c1
EN300-97141,CCOP(=O)(CCCBr)OCC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCOP(=O)(CCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)OCC
EN300-78299,Clc1ccc(Cl)c(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc(Cl)ccc2Cl)c1
EN300-87992,COc1ccc(Br)c(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1ccc(Oc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(CBr)c1
EN300-2006367,Fc1ccc(CBr)c(F)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(F)c(F)c2F)c1
EN300-1928790,FC(F)(F)Sc1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(SC(F)(F)F)cc2)c1
EN300-160264,Fc1ccc(Cl)c(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc(F)ccc2Cl)c1
EN300-92092,O=S(=O)(Cl)c1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(S(=O)(=O)Cl)cc2)c1
EN300-119707,Clc1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(Cl)cc2)c1
EN300-1895157,BrCCc1cccc2ccccc12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2cccc3ccccc23)c1
EN300-1895872,Fc1cc(CBr)cc(F)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc(F)c(F)c(F)c2)c1
EN300-178491,CC(C)c1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc(C(C)C)cc2)c1
EN300-1894104,Cc1cc(CBr)ccc1[N+](=O)[O-],Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccc([N+](=O)[O-])c(C)c2)c1
EN300-67470,NC(=O)CI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(N)=O)c1
EN300-207724,N#CCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC#N)c1
EN300-201675,CC(C)(C)OC(=O)CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCC(=O)OC(C)(C)C)c1
EN300-20758,O=C(CBr)c1ccccc1Cl,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(=O)c2ccccc2Cl)c1
EN300-49229,O=C(CBr)c1ccccc1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(=O)c2ccccc2O)c1
EN300-20765,O=C(CBr)c1cccs1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(=O)c2cccs2)c1
EN300-225890,BrCC1COc2ccccc2O1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2COc3ccccc3O2)c1
EN300-1912683,CSc1ccc(CBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CSc1ccc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cc1
EN300-7411332,ICCOCCI,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCOCCI)c1
EN300-10007,COC(=O)c1cccc(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(=O)c1cccc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c1
EN300-250166,Clc1ccc(CCBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2ccc(Cl)cc2)c1
EN300-675177,Fc1ccc(CCBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2ccc(F)cc2)c1
EN300-1896222,Oc1ccc(CCBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2ccc(O)cc2)c1
EN300-675183,BrCCc1cccc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2cccc(Br)c2)c1
EN300-675173,Cc1ccc(CCBr)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(CCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cc1
EN300-696356,Clc1ccc(CCBr)c(Cl)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2ccc(Cl)cc2Cl)c1
