SMILES,TITLE,fragments,Hybrid2,docked_fragment,Mpro-x0434_dock,site
C[C@@H]1[C@H](c2ccc(cc2O1)F)NC(=O)Nc3cccnc3,12844,x0434,-8.875470,x0434,-8.87547,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H](c2ccc(cc2)F)C(=O)N,12649,x0434,-8.875427,x0434,-8.875427,active-noncovalent
C[C@@H](C(=O)Nc1cccc(c1)N2CCCC2)NC(=O)Nc3cccnc3,329,x0434,-8.872978,x0434,-8.872978,active-noncovalent
Cn1ccnc1[C@@H](C(F)(F)F)NC(=O)Nc2cccnc2,10684,x0434,-8.868999,x0434,-8.868999,active-noncovalent
Cc1nc(no1)[C@@H](c2ccccc2F)NC(=O)Nc3cccnc3,4342,x0434,-8.868526,x0434,-8.868526,active-noncovalent
CC(C)(Cc1c[nH]c2c1cccc2Br)NC(=O)Nc3cccnc3,3715,x0434,-8.867701,x0434,-8.867701,active-noncovalent
c1ccc(cc1)[C@H](c2ccccn2)NC(=O)Nc3cccnc3,6469,x0434,-8.863384,x0434,-8.863384,active-noncovalent
C[C@H](Cc1ccc(cc1)C(C)C)NC(=O)Nc2cccnc2,6649,x0434,-8.859522,x0434,-8.859522,active-noncovalent
Cc1ccccc1[C@H](C(C)C)NC(=O)Nc2cccnc2,8699,x0434,-8.857614,x0434,-8.857614,active-noncovalent
CC(C)C[C@@](C)(c1cccc(c1)Br)NC(=O)Nc2cccnc2,10137,x0434,-8.857033,x0434,-8.857033,active-noncovalent
c1ccc2c(c1)CCO[C@@H]2CNC(=O)Nc3cccnc3,14656,x0434,-8.856889,x0434,-8.856889,active-noncovalent
c1ccc(cc1)[C@H](C2CCCCC2)NC(=O)Nc3cccnc3,10224,x0434,-8.856771,x0434,-8.856771,active-noncovalent
CC[C@H](c1ccccc1Br)NC(=O)Nc2cccnc2,12739,x0434,-8.855075,x0434,-8.855075,active-noncovalent
c1cc(cnc1)NC(=O)NCC2CC[NH+](CC2)CC3CC3,13121,x0434,-8.854323,x0434,-8.854323,active-noncovalent
Cn1c2ccccc2nc1[C@@H](c3ccccc3)NC(=O)Nc4cccnc4,7755,x0434,-8.852319,x0434,-8.852319,active-noncovalent
Cc1csc(n1)[C@@H](c2ccccc2)NC(=O)Nc3cccnc3,789,x0434,-8.851749,x0434,-8.851749,active-noncovalent
CSc1cccc(c1)[C@H](c2ccc(cc2F)F)NC(=O)Nc3cccnc3,2230,x0434,-8.846495,x0434,-8.846495,active-noncovalent
c1cc(cc(c1)Cl)[C@@H](c2ccc(cc2)C#N)NC(=O)Nc3cccnc3,7492,x0434,-8.840417,x0434,-8.840417,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCCc3c2ccc(c3)O,1177,x0434,-8.838897,x0434,-8.838897,active-noncovalent
c1ccc(c(c1)CCNC(=O)Nc2cccnc2)O,6390,x0434,-8.837092,x0434,-8.837092,active-noncovalent
COc1ccc2c(c1)CCC[C@H]2NC(=O)Nc3cccnc3,1079,x0434,-8.836946,x0434,-8.836946,active-noncovalent
CC(C)(C)OC(=O)C1(CCCCC1)NC(=O)Nc2cccnc2,10172,x0434,-8.831536,x0434,-8.831536,active-noncovalent
c1ccc(cc1)[C@]2(CC[NH2+]C2)NC(=O)Nc3cccnc3,8589,x0434,-8.826306,x0434,-8.826306,active-noncovalent
c1ccc(cc1)[C@H](C2CCOCC2)NC(=O)Nc3cccnc3,6431,x0434,-8.819678,x0434,-8.819678,active-noncovalent
c1ccc(cc1)[C@H](c2ccc(cc2F)Br)NC(=O)Nc3cccnc3,512,x0434,-8.819432,x0434,-8.819432,active-noncovalent
CCOC(=O)N1CCC(CC1)[C@H](C)NC(=O)Nc2cccnc2,8174,x0434,-8.818785,x0434,-8.818785,active-noncovalent
c1ccc(cc1)[C@]2(CCOC2)NC(=O)Nc3cccnc3,1142,x0434,-8.814228,x0434,-8.814228,active-noncovalent
c1ccc(cc1)[C@@]2(C[C@H]2C(F)(F)F)NC(=O)Nc3cccnc3,61,x0434,-8.813271,x0434,-8.813271,active-noncovalent
CCc1ccc(cc1)C(C)(C)NC(=O)Nc2cccnc2,3107,x0434,-8.810756,x0434,-8.810756,active-noncovalent
c1ccc2c(c1)CC3([C@@H]2NC(=O)Nc4cccnc4)CCOCC3,13804,x0434,-8.810546,x0434,-8.810546,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](c2cc(ccc2F)F)C3CC3,1038,x0434,-8.809336,x0434,-8.809336,active-noncovalent
c1cc(cc(c1)OC(F)F)[C@@H](c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,7746,x0434,-8.806250,x0434,-8.80625,active-noncovalent
c1ccc(cc1)OCC[C@@H](c2ccc(cc2)F)NC(=O)Nc3cccnc3,5941,x0434,-8.804225,x0434,-8.804225,active-noncovalent
c1ccc(cc1)[C@H](c2cccc(c2F)Cl)NC(=O)Nc3cccnc3,6024,x0434,-8.798788,x0434,-8.798788,active-noncovalent
c1cc(cnc1)NC(=O)NCCCCCCCCCCCO,12299,x0434,-8.793276,x0434,-8.793276,active-noncovalent
CCOC(=O)[C@H](c1cccc(c1C)C)NC(=O)Nc2cccnc2,4278,x0434,-8.791456,x0434,-8.791456,active-noncovalent
CC(C)[C@](C)(Cc1ccc(cc1)Cl)NC(=O)Nc2cccnc2,8210,x0434,-8.785271,x0434,-8.785271,active-noncovalent
CCC(CC)(c1ccccc1)NC(=O)Nc2cccnc2,12575,x0434,-8.784719,x0434,-8.784719,active-noncovalent
COCC1(CCC1)CCNC(=O)Nc2cccnc2,14914,x0434,-8.778468,x0434,-8.778468,active-noncovalent
CC(C)(C)OC(=O)C[C@H](c1c(cccc1F)F)NC(=O)Nc2cccnc2,9440,x0434,-8.776285,x0434,-8.776285,active-noncovalent
c1ccc2c(c1)CC3([C@@H]2NC(=O)Nc4cccnc4)CCCC3,5624,x0434,-8.772495,x0434,-8.772495,active-noncovalent
c1ccc(cc1)[C@H](c2cc(cc(c2)Cl)Cl)NC(=O)Nc3cccnc3,7957,x0434,-8.772014,x0434,-8.772014,active-noncovalent
COC(=O)c1cc2n(n1)CCC[C@H]2NC(=O)Nc3cccnc3,7608,x0434,-8.770152,x0434,-8.770152,active-noncovalent
CSC[C@H](Cc1ccc(cc1F)F)NC(=O)Nc2cccnc2,788,x0434,-8.769538,x0434,-8.769538,active-noncovalent
C[C@H](c1ccccc1)NC(=O)Nc2cccnc2,9262,x0434,-8.767035,x0434,-8.767035,active-noncovalent
COc1ccc(cc1)[C@H](c2cccc(c2)Cl)NC(=O)Nc3cccnc3,5965,x0434,-8.764617,x0434,-8.764617,active-noncovalent
c1cc2c(c(c1)F)[C@H](CO2)NC(=O)Nc3cccnc3,5033,x0434,-8.761530,x0434,-8.76153,active-noncovalent
CC(C)n1c(n[nH]c1=S)CNC(=O)Nc2cccnc2,14804,x0434,-8.761409,x0434,-8.761409,active-noncovalent
C[C@H]1C[C@@H]1[C@@H](c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,8535,x0434,-8.760138,x0434,-8.760138,active-noncovalent
CC(C)Oc1ccccc1[C@@H](c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,9715,x0434,-8.748915,x0434,-8.748915,active-noncovalent
COc1ccc2c(c1)CCC[C@H](C2)NC(=O)Nc3cccnc3,10071,x0434,-8.745971,x0434,-8.745971,active-noncovalent
COC(=O)c1ccc(cc1)[C@@H](C(F)(F)F)NC(=O)Nc2cccnc2,2298,x0434,-8.745680,x0434,-8.74568,active-noncovalent
Cc1ccc(c(c1)C)[C@@H](c2ccccc2)NC(=O)Nc3cccnc3,6095,x0434,-8.742835,x0434,-8.742835,active-noncovalent
c1cc(cc(c1)Cl)[C@H](c2ccc(nc2)C(F)(F)F)NC(=O)Nc3cccnc3,7657,x0434,-8.741210,x0434,-8.74121,active-noncovalent
CN(C)C(=O)[C@H](c1ccccc1)NC(=O)Nc2cccnc2,6616,x0434,-8.740295,x0434,-8.740295,active-noncovalent
C[C@H](Cc1ccc(cc1)C(F)(F)F)NC(=O)Nc2cccnc2,861,x0434,-8.738739,x0434,-8.738739,active-noncovalent
c1cc(cc(c1)Cl)[C@@H](c2ccc(cc2)F)NC(=O)Nc3cccnc3,6120,x0434,-8.737820,x0434,-8.73782,active-noncovalent
CCOC(=O)C[C@H](C1CC(C1)(F)F)NC(=O)Nc2cccnc2,3710,x0434,-8.735872,x0434,-8.735872,active-noncovalent
CC[C@H](c1ccc(cc1)Br)NC(=O)Nc2cccnc2,8966,x0434,-8.734838,x0434,-8.734838,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](CCc2ccc(c(c2)F)F)c3ccc(c(c3)F)F,7552,x0434,-8.733740,x0434,-8.73374,active-noncovalent
COc1ccc(cc1)[C@H](c2ccccc2OC)NC(=O)Nc3cccnc3,7776,x0434,-8.731173,x0434,-8.731173,active-noncovalent
C[C@](CC(=O)OC)(c1ccc(cc1)Br)NC(=O)Nc2cccnc2,13856,x0434,-8.730178,x0434,-8.730178,active-noncovalent
C[C@H](c1ccccc1Br)NC(=O)Nc2cccnc2,1578,x0434,-8.728533,x0434,-8.728533,active-noncovalent
c1ccc(c(c1)[C@H](CNC(=O)Nc2cccnc2)O)C(F)(F)F,8255,x0434,-8.726428,x0434,-8.726428,active-noncovalent
c1ccc(cc1)C2(CCOCC2)NC(=O)Nc3cccnc3,12364,x0434,-8.723734,x0434,-8.723734,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2CC(=O)N(C2)c3ccc(cc3)Cl,8067,x0434,-8.723045,x0434,-8.723045,active-noncovalent
CC[C@@](C)(c1ccc(cc1)F)NC(=O)Nc2cccnc2,13049,x0434,-8.720719,x0434,-8.720719,active-noncovalent
CC(C)n1c2c(cn1)CCC[C@@H]2NC(=O)Nc3cccnc3,10304,x0434,-8.718225,x0434,-8.718225,active-noncovalent
C[C@@H]1CCC[C@H]1NC(=O)Nc2cccnc2,7423,x0434,-8.713061,x0434,-8.713061,active-noncovalent
COc1ccc(cc1)[C@H](c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,13684,x0434,-8.713031,x0434,-8.713031,active-noncovalent
c1ccc(c(c1)[C@@H](c2ccc3c(c2)OCCO3)NC(=O)Nc4cccnc4)Cl,3963,x0434,-8.712662,x0434,-8.712662,active-noncovalent
c1ccc(cc1)c2ccc(cc2)c3ccccc3NC(=O)Nc4cccnc4,13565,x0434,-8.711852,x0434,-8.711852,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H](Cc2ccc(cc2)F)c3cc(cc(c3)Cl)Cl,7745,x0434,-8.709601,x0434,-8.709601,active-noncovalent
COC(=O)N1CCC(CC1)CNC(=O)Nc2cccnc2,3114,x0434,-8.708340,x0434,-8.70834,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCOc3c2cc(cc3)Cl,8739,x0434,-8.707862,x0434,-8.707862,active-noncovalent
c1cc(cc(c1)Br)c2cnc(o2)CNC(=O)Nc3cccnc3,6342,x0434,-8.707142,x0434,-8.707142,active-noncovalent
c1ccc(cc1)[C@@H](COc2ccccc2F)NC(=O)Nc3cccnc3,11799,x0434,-8.695121,x0434,-8.695121,active-noncovalent
C[C@@H](C1CCN(CC1)CC(F)(F)F)NC(=O)Nc2cccnc2,4415,x0434,-8.693399,x0434,-8.693399,active-noncovalent
c1cc(cc(c1)I)[C@@H](c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,9919,x0434,-8.689315,x0434,-8.689315,active-noncovalent
c1cc(cnc1)NC(=O)NCC2CCN(CC2)CC(F)F,8802,x0434,-8.686577,x0434,-8.686577,active-noncovalent
c1ccc2c(c1)CC[N@]2CCNC(=O)Nc3cccnc3,14772,x0434,-8.679862,x0434,-8.679862,active-noncovalent
COC(=O)c1ccc2c(c1)[C@@H](CCC2)NC(=O)Nc3cccnc3,4248,x0434,-8.676289,x0434,-8.676289,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CCc3c2ccc(c3)Br,6883,x0434,-8.673877,x0434,-8.673877,active-noncovalent
Cc1ccc(cc1)[C@@H](CNC(=O)Nc2cccnc2)O,6941,x0434,-8.673617,x0434,-8.673617,active-noncovalent
c1ccc(cc1)[C@H](c2ccc(cc2Cl)Cl)NC(=O)Nc3cccnc3,13789,x0434,-8.668564,x0434,-8.668564,active-noncovalent
COc1cccc(c1)[C@@H](c2ccccc2)NC(=O)Nc3cccnc3,521,x0434,-8.667109,x0434,-8.667109,active-noncovalent
CC(C)C[C@@H](C(=O)N1CC[C@H](C1)[NH+](C)C)NC(=O)Nc2cccnc2,423,x0434,-8.666914,x0434,-8.666914,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2ccc(cc2)Br,5359,x0434,-8.661268,x0434,-8.661268,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](c2ccc(cc2)F)C(F)(F)F,12314,x0434,-8.660094,x0434,-8.660094,active-noncovalent
c1cc(c(c(c1)F)F)[C@@H](C(F)(F)F)NC(=O)Nc2cccnc2,4448,x0434,-8.653875,x0434,-8.653875,active-noncovalent
COC(=O)[C@H](c1cccc(c1)I)NC(=O)Nc2cccnc2,14152,x0434,-8.651299,x0434,-8.651299,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CC3(CCC3)Oc4c2cc(cc4)Br,11859,x0434,-8.649714,x0434,-8.649714,active-noncovalent
Cc1nc(no1)[C@@H](c2ccccc2)NC(=O)Nc3cccnc3,6478,x0434,-8.645992,x0434,-8.645992,active-noncovalent
CO[C@@H]1COc2ccccc2[C@H]1NC(=O)Nc3cccnc3,14398,x0434,-8.643053,x0434,-8.643053,active-noncovalent
c1cc(cnc1)NC(=O)NCc2c[nH+]c3n2cc(cc3)Br,8570,x0434,-8.643026,x0434,-8.643026,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](c2ccc(cc2)F)C3CCCC3,852,x0434,-8.641888,x0434,-8.641888,active-noncovalent
Cc1cccc(c1)C[C@@H](C)NC(=O)Nc2cccnc2,14365,x0434,-8.640391,x0434,-8.640391,active-noncovalent
C[C@H](c1ccc(cc1)OC(F)F)NC(=O)Nc2cccnc2,14226,x0434,-8.639550,x0434,-8.63955,active-noncovalent
CC[N@@H+](CCNC(=O)Nc1cccnc1)Cc2ccc(cc2)Cl,4361,x0434,-8.639302,x0434,-8.639302,active-noncovalent
c1ccc(cc1)[C@H](c2ccc(cc2)F)NC(=O)Nc3cccnc3,10123,x0434,-8.638154,x0434,-8.638154,active-noncovalent
Cc1cc(ccc1Br)C2(CCCCC2)NC(=O)Nc3cccnc3,13839,x0434,-8.636549,x0434,-8.636549,active-noncovalent
Cc1ccccc1C(C)(C)CNC(=O)Nc2cccnc2,3115,x0434,-8.628910,x0434,-8.62891,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CS(=O)(=O)c3c2ccc(c3)N(=O)=O,13828,x0434,-8.626824,x0434,-8.626824,active-noncovalent
C[C@H](Cc1ccc(cc1)O)NC(=O)Nc2cccnc2,10884,x0434,-8.624513,x0434,-8.624513,active-noncovalent
c1ccc(cc1)[C@@H](C(F)(F)F)NC(=O)Nc2cccnc2,10665,x0434,-8.624459,x0434,-8.624459,active-noncovalent
COc1ccc(cc1Cl)[C@@H](C(=O)OC)NC(=O)Nc2cccnc2,6171,x0434,-8.620901,x0434,-8.620901,active-noncovalent
CC(C)(C)C[C@@H](c1ccc(cc1)Cl)NC(=O)Nc2cccnc2,14097,x0434,-8.619523,x0434,-8.619523,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2ccc(c(c2)F)F,5139,x0434,-8.617857,x0434,-8.617857,active-noncovalent
c1ccc(cc1)[C@H](C2CCC2)NC(=O)Nc3cccnc3,1230,x0434,-8.616299,x0434,-8.616299,active-noncovalent
CC[C@H](c1cc(ccc1C)C)NC(=O)Nc2cccnc2,12606,x0434,-8.613000,x0434,-8.613,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCOCC2)Cc3ccc(cc3)F,2471,x0434,-8.610331,x0434,-8.610331,active-noncovalent
CC[C@H](c1ccc(cc1)C)NC(=O)Nc2cccnc2,5224,x0434,-8.609801,x0434,-8.609801,active-noncovalent
C[C@@](c1ccc(cc1)F)(C(=O)OC)NC(=O)Nc2cccnc2,14489,x0434,-8.605497,x0434,-8.605497,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](c2cc(cc(c2)Cl)Cl)C3CCCCC3,13670,x0434,-8.602613,x0434,-8.602613,active-noncovalent
C[C@@H]([C@H]1Cc2c1cccc2)NC(=O)Nc3cccnc3,5045,x0434,-8.601766,x0434,-8.601766,active-noncovalent
Cc1ccc(cc1C)[C@H](Cc2ccccc2)NC(=O)Nc3cccnc3,393,x0434,-8.601306,x0434,-8.601306,active-noncovalent
c1ccc(cc1)[C@H](c2cccs2)NC(=O)Nc3cccnc3,6681,x0434,-8.599637,x0434,-8.599637,active-noncovalent
c1ccc(cc1)C2(CC(C2)(F)F)CNC(=O)Nc3cccnc3,9566,x0434,-8.599022,x0434,-8.599022,active-noncovalent
Cc1cccc(n1)CCNC(=O)Nc2cccnc2,5274,x0434,-8.597975,x0434,-8.597975,active-noncovalent
Cc1ccc(cc1)[C@H](c2ccc(cc2Cl)F)NC(=O)Nc3cccnc3,11783,x0434,-8.597349,x0434,-8.597349,active-noncovalent
c1cc(cnc1)NC(=O)NCCCc2ccc(cc2F)Br,14596,x0434,-8.595043,x0434,-8.595043,active-noncovalent
C[C@@H]1CC[C@@H](C1)CNC(=O)Nc2cccnc2,13191,x0434,-8.593544,x0434,-8.593544,active-noncovalent
C[NH+](C)C[C@@H](c1ccccc1)NC(=O)Nc2cccnc2,14551,x0434,-8.593107,x0434,-8.593107,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H](c2ccc(cc2)Br)C(F)F,6694,x0434,-8.592418,x0434,-8.592418,active-noncovalent
CC[C@H](c1ccc(cc1)Cl)NC(=O)Nc2cccnc2,8941,x0434,-8.591293,x0434,-8.591293,active-noncovalent
COC(=O)[C@H](c1ccc(c(c1)Br)O)NC(=O)Nc2cccnc2,8190,x0434,-8.590522,x0434,-8.590522,active-noncovalent
COc1ccc(cc1)[C@@H](c2ccccc2)NC(=O)Nc3cccnc3,2409,x0434,-8.590055,x0434,-8.590055,active-noncovalent
c1ccc2c(c1)C[C@H]([C@@H]2O)NC(=O)Nc3cccnc3,11570,x0434,-8.588658,x0434,-8.588658,active-noncovalent
c1ccc(cc1)[C@H](C(=O)Nc2cc[nH]n2)NC(=O)Nc3cccnc3,13745,x0434,-8.587105,x0434,-8.587105,active-noncovalent
c1cc(cnc1)NC(=O)NCc2c(scn2)c3ccc(cc3)Cl,9544,x0434,-8.586246,x0434,-8.586246,active-noncovalent
COC[C@H](c1ccc(cc1)Cl)NC(=O)Nc2cccnc2,4946,x0434,-8.581384,x0434,-8.581384,active-noncovalent
c1ccc(c(c1)CCNC(=O)Nc2cccnc2)Cl,1609,x0434,-8.580634,x0434,-8.580634,active-noncovalent
C[C@H](COCc1ccccc1)NC(=O)Nc2cccnc2,1168,x0434,-8.580104,x0434,-8.580104,active-noncovalent
COC(=O)[C@H](c1ccccc1I)NC(=O)Nc2cccnc2,875,x0434,-8.579607,x0434,-8.579607,active-noncovalent
CC(C)(Cc1c[nH]c2c1cc(cc2)Br)NC(=O)Nc3cccnc3,13843,x0434,-8.575424,x0434,-8.575424,active-noncovalent
c1ccc2c(c1)[nH]c(n2)N3CCC[C@@H](C3)NC(=O)Nc4cccnc4,13758,x0434,-8.573820,x0434,-8.57382,active-noncovalent
c1ccc(c(c1)NC(=O)Nc2cccnc2)Oc3cc(cc(c3)F)F,432,x0434,-8.573800,x0434,-8.5738,active-noncovalent
Cc1ccc(c(c1)OC[C@@H]2CCCO2)CNC(=O)Nc3cccnc3,11798,x0434,-8.572967,x0434,-8.572967,active-noncovalent
C[N@@H+]1Cc2ccccc2[C@H](C1)NC(=O)Nc3cccnc3,3045,x0434,-8.571078,x0434,-8.571078,active-noncovalent
c1cc(cnc1)NC(=O)NCC2CCN(CC2)CC(F)(F)F,12434,x0434,-8.567093,x0434,-8.567093,active-noncovalent
COC(=O)[C@H](c1cccc(c1)Cl)NC(=O)Nc2cccnc2,4775,x0434,-8.566692,x0434,-8.566692,active-noncovalent
CCOC(=O)c1ccn(n1)c2cccc(c2)CNC(=O)Nc3cccnc3,261,x0434,-8.566628,x0434,-8.566628,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H](c2ccc(cc2)Cl)C(=O)N,14654,x0434,-8.562538,x0434,-8.562538,active-noncovalent
Cc1cc(c(c(c1)C)CNC(=O)Nc2cccnc2)C,7091,x0434,-8.561235,x0434,-8.561235,active-noncovalent
CCOC(=O)c1csc(n1)c2cccc(c2)CNC(=O)Nc3cccnc3,13585,x0434,-8.560243,x0434,-8.560243,active-noncovalent
c1cc(nc(c1)Cl)CC2(CCC2)NC(=O)Nc3cccnc3,44,x0434,-8.558169,x0434,-8.558169,active-noncovalent
Cc1ccc(c(c1)OCCC(C)C)CNC(=O)Nc2cccnc2,13865,x0434,-8.556397,x0434,-8.556397,active-noncovalent
CCc1ccc(cc1)CCNC(=O)Nc2cccnc2,10889,x0434,-8.550690,x0434,-8.55069,active-noncovalent
Cc1ccc(cc1)N2CCC[C@H]2CNC(=O)Nc3cccnc3,14020,x0434,-8.542514,x0434,-8.542514,active-noncovalent
C[C@H](c1ccnn1C)NC(=O)Nc2cccnc2,11058,x0434,-8.542006,x0434,-8.542006,active-noncovalent
CC[C@H](c1cc(cc(c1)C)C)NC(=O)Nc2cccnc2,6796,x0434,-8.540143,x0434,-8.540143,active-noncovalent
COc1cccc(c1)C2(CCCCC2)NC(=O)Nc3cccnc3,13895,x0434,-8.538855,x0434,-8.538855,active-noncovalent
C[C@@H](c1ccc(cc1OCCCO)Br)NC(=O)Nc2cccnc2,535,x0434,-8.538828,x0434,-8.538828,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCCCCC2)c3ccc(cc3)Br,8080,x0434,-8.534478,x0434,-8.534478,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@H]2CCC[C@H](O2)C(F)(F)F,11451,x0434,-8.533513,x0434,-8.533513,active-noncovalent
Cc1cc(cc(c1)[C@@H](C(=O)OC)NC(=O)Nc2cccnc2)C,12223,x0434,-8.532203,x0434,-8.532203,active-noncovalent
c1ccc(cc1)[C@H](c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,6263,x0434,-8.529224,x0434,-8.529224,active-noncovalent
c1ccc(cc1)[C@H](c2ccccc2OC(F)(F)F)NC(=O)Nc3cccnc3,279,x0434,-8.528411,x0434,-8.528411,active-noncovalent
c1cc(cnc1)NC(=O)NCC(c2ccc(cc2)F)(F)F,1097,x0434,-8.525801,x0434,-8.525801,active-noncovalent
CC(C)(c1ccc(cc1)OC(F)(F)F)NC(=O)Nc2cccnc2,8005,x0434,-8.525251,x0434,-8.525251,active-noncovalent
COc1ccc(cc1)[C@H](Cc2ccccc2)NC(=O)Nc3cccnc3,367,x0434,-8.525071,x0434,-8.525071,active-noncovalent
COC(=O)[C@H](c1cccc(c1)N(=O)=O)NC(=O)Nc2cccnc2,559,x0434,-8.524375,x0434,-8.524375,active-noncovalent
Cc1ccc(c(c1)C)CCCNC(=O)Nc2cccnc2,8778,x0434,-8.523767,x0434,-8.523767,active-noncovalent
c1ccc(cc1)c2cccc(c2)[C@@H](c3ccc(cc3)Cl)NC(=O)Nc4cccnc4,1972,x0434,-8.518714,x0434,-8.518714,active-noncovalent
C[C@H](c1ccc(cc1)F)NC(=O)Nc2cccnc2,11022,x0434,-8.516419,x0434,-8.516419,active-noncovalent
CC[C@H]1CCC[C@@H](CC1)CNC(=O)Nc2cccnc2,14724,x0434,-8.516236,x0434,-8.516236,active-noncovalent
C[C@](C[NH3+])(c1ccccc1)NC(=O)Nc2cccnc2,14830,x0434,-8.515827,x0434,-8.515827,active-noncovalent
CC(C)[C@@H](Cc1ccc(cc1)Cl)NC(=O)Nc2cccnc2,10532,x0434,-8.514089,x0434,-8.514089,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCCCC2)Cc3ccc(cc3)Cl,11932,x0434,-8.513632,x0434,-8.513632,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](c2ccc(cc2)Cl)c3ccc(c(c3)C(F)(F)F)Cl,9445,x0434,-8.508682,x0434,-8.508682,active-noncovalent
COC[C@H](c1ccccc1Cl)NC(=O)Nc2cccnc2,8696,x0434,-8.506690,x0434,-8.50669,active-noncovalent
CCOc1ccc(cc1)[C@@H](C(=O)OC)NC(=O)Nc2cccnc2,634,x0434,-8.504871,x0434,-8.504871,active-noncovalent
Cc1cccc(c1)[C@H](c2cccc(c2)Cl)NC(=O)Nc3cccnc3,4139,x0434,-8.504113,x0434,-8.504113,active-noncovalent
CSc1cccc(c1)[C@@H](c2ccc(c(c2)F)F)NC(=O)Nc3cccnc3,7797,x0434,-8.501307,x0434,-8.501307,active-noncovalent
c1ccc(cc1)[C@H](c2ccc(c(c2)Cl)F)NC(=O)Nc3cccnc3,7945,x0434,-8.496904,x0434,-8.496904,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCOCC2)c3ccc(cn3)Br,694,x0434,-8.495349,x0434,-8.495349,active-noncovalent
Cc1cccc2c1[C@@H](CCC2)NC(=O)Nc3cccnc3,12437,x0434,-8.494894,x0434,-8.494894,active-noncovalent
COc1ccc(cc1F)C2=NO[C@H](C2)CNC(=O)Nc3cccnc3,4102,x0434,-8.494571,x0434,-8.494571,active-noncovalent
c1ccc(cc1)[C@H](c2cc(ccc2Cl)Cl)NC(=O)Nc3cccnc3,528,x0434,-8.493558,x0434,-8.493558,active-noncovalent
c1ccc(cc1)COc2cccc(c2)CCNC(=O)Nc3cccnc3,11764,x0434,-8.492950,x0434,-8.49295,active-noncovalent
CC(C)[C@@H](c1ccc(cc1)Cl)NC(=O)Nc2cccnc2,1266,x0434,-8.492397,x0434,-8.492397,active-noncovalent
C[C@H]([C@H]1CCCc2c1cccc2)NC(=O)Nc3cccnc3,10332,x0434,-8.490640,x0434,-8.49064,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H](Cc2[n-]nnn2)c3ccc(cc3F)F,7585,x0434,-8.489319,x0434,-8.489319,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCOc3c2cc(cc3)Br,12641,x0434,-8.487632,x0434,-8.487632,active-noncovalent
c1cc(cc(c1)F)CCNC(=O)Nc2cccnc2,5373,x0434,-8.487079,x0434,-8.487079,active-noncovalent
Cn1ccc(n1)[C@@H](c2ccc(cc2)F)NC(=O)Nc3cccnc3,4325,x0434,-8.479917,x0434,-8.479917,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2C[C@H]3[C@@H]4C[C@@H]4[C@@H]2O3,9520,x0434,-8.478306,x0434,-8.478306,active-noncovalent
CC(C)(C)OC(=O)C1CC(C1)[C@H](C(=O)OC)NC(=O)Nc2cccnc2,7511,x0434,-8.477397,x0434,-8.477397,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCCCC2)c3ccc(cc3F)Cl,4284,x0434,-8.476368,x0434,-8.476368,active-noncovalent
c1ccc(cc1)CC2(CCCCC2)NC(=O)Nc3cccnc3,10148,x0434,-8.474134,x0434,-8.474134,active-noncovalent
Cc1ccccc1CCNC(=O)Nc2cccnc2,3435,x0434,-8.473649,x0434,-8.473649,active-noncovalent
Cn1c(ccn1)[C@@H](c2ccccc2)NC(=O)Nc3cccnc3,14022,x0434,-8.472637,x0434,-8.472637,active-noncovalent
COC(=O)CC1CCC(CC1)CNC(=O)Nc2cccnc2,6536,x0434,-8.466289,x0434,-8.466289,active-noncovalent
