smiles,broad_id,pert_iname,vendor,catalog_no,vendor_name
NC(C(O)=O)c1ccc(C(O)=O)c(O)c1,BRD-A80383043-001-03-3,4-carboxy-3-hydroxyphenylglycine-(RS),Tocris,310,(RS)-4-Carboxy-3-hydroxyphenylglycine
N[C@H](C(O)=O)c1ccc(C(O)=O)c(O)c1,BRD-K74133873-001-01-7,4-carboxy-3-hydroxyphenylglycine-(S),Tocris,320,(S)-4-Carboxy-3-hydroxyphenylglycine
NC(=N)Nc1ccc(Cl)cc1,BRD-K39160765-003-02-9,4-chlorophenylguanidine,Tocris,442,4-Chlorophenylguanidine hydrochloride
CC(C)C(C(=O)Nc1nccs1)c1ccc(Cl)cc1,BRD-A54139254-001-09-2,4-CMTB,Tocris,4642,4-CMTB
C[N+]1(C)CCC(CC1)OC(=O)C(c1ccccc1)c1ccccc1,BRD-K29313239-005-09-4,4-DAMP,Tocris,482,4-DAMP
OC[C@H]1O[C@@H](O[C@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,BRD-A32796301-001-01-6,4-galactosyllactose,Key,MD-0231,4-O-(4-O-beta-D-galactopyranosyl-beta-D-galactopyranosyl)-D-glucopyranose
Oc1ncnc2ccccc12,BRD-K91758890-001-10-0,4-HQN,Tocris,2192,4-HQN
Cc1c(O)c(=O)n(-c2ccccc2)n1C,BRD-K49759007-001-11-9,4-hydroxy-phenazone,Prestwick,Prestw-30,"Antipyrine, 4-hydroxy"
Ic1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)CC1,BRD-K62537556-001-02-5,4-IBP,Tocris,748,4-IBP
Ic1cc(ncn1)-c1ccccc1,BRD-K25690923-001-02-4,4-iodo-6-phenylpyrimidine,Tocris,3429,4-IPP
N[C@H](Cc1ccc(I)cc1)C(O)=O,BRD-K66664625-001-01-2,4-iodo-L-phenylalanine,Key,PS-6219,
COc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,BRD-K73303757-001-21-6,4-methylgenistein,Selleck,S2377,Biochanin A
Cc1nc[nH]c1CCN,BRD-K70821460-300-02-4,4-methylhistamine,Tocris,2342,4-Methylhistamine dihydrochloride
Cc1cc(=O)oc2c(C=O)c(O)ccc12,BRD-K81316007-001-01-8,4-mu-8C,Selleck,S7272,4?8C
CCC(=O)NC1CC(c2ccccc2)c2ccccc2C1,BRD-A67482312-001-03-4,4-P-PDOT,Tocris,1034,4-P-PDOT
CCC(=O)NC1CC(c2ccccc2)c2ccccc2C1,BRD-A67482312-001-02-6,4-P-PDOT,Tocris,1034,4-P-PDOT
Oc1ccc(cc1)S(O)(=O)=O,BRD-K41024817-325-01-0,4-phenolsulfonic-acid,Acros,12398,"4-Phenolsulfonic acid, sodium salt dihydrate, 99%"
Cl.C1NCc2ccccc2C1c1ccccc1,BRD-M10474530-001-03-1,"4-phenyl-1,2,3,4-tetrahydroisoquinoline",Tocris,730,"4-Phenyl-1,2,3,4-tetrahydroisoquinoline hydrochloride"
C(CCc1ccccc1)CN1CCC(CC1)c1ccccc1,BRD-K78061844-050-02-7,4-PPBP,Tocris,620,4-PPBP maleate
C(CCc1ccccc1)CN1CCC(CC1)c1ccccc1,BRD-K78061844-050-01-9,4-PPBP,Tocris,620,4-PPBP maleate
CCCc1ccc(cc1)C(O)=O,BRD-K42108215-001-01-5,4-propylbenzoic-acid,Maybridge,BTB09874,
N#Cc1ccncn1,BRD-K04552268-001-02-4,4-pyrimidinecarbonitrile,Enamine,Z1116387809,4-pyrimidinecarbonitrile
CC(C)(C)c1ccc(O)cc1,BRD-K06338106-001-01-4,4-tert-butylphenol,Enamine,Z57127886,
C1CCC2(CC1)CCNCC2,BRD-K49545903-003-01-4,"4,4-pentamethylenepiperidine",Tocris,3692,"4,4-Pentamethylenepiperidine hydrochloride"
Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,BRD-K51799616-001-05-5,"4,4'-DDT",SantaCruz,sc-238975,"4,4'-DDT"
Brc1c(Br)c(Br)c2[nH]nnc2c1Br,BRD-K97118047-001-03-8,"4,5,6,7-tetrabromobenzotriazole",Tocris,2275,TBB
Brc1c(Br)c(Br)c2[nH]nnc2c1Br,BRD-K97118047-001-04-6,"4,5,6,7-tetrabromobenzotriazole",Tocris,2275,TBB
NS(=O)(=O)c1ccc2NC(C3CC=CC3c2c1)c1ccc(Br)cc1,BRD-A18598741-001-01-2,4BP-TQS,Tocris,4234,4BP-TQS
OC(=O)c1ccc(cc1)N1C(=O)C(\C=C1c1ccccc1)=C\c1ccc(o1)-c1ccc(cc1)[N+]([O-])=O,BRD-K67173685-001-07-7,4E1RCat,Tocris,4215,4E1RCat
OC(=O)c1ccc(cc1)N1C(=O)C(\C=C1c1ccccc1)=C\c1ccc(o1)-c1ccc(cc1)[N+]([O-])=O,BRD-K67173685-001-08-5,4E1RCat,Selleck,S7370,4E1RCat
OC(=O)c1ccc(cc1)N1C(=O)C(\C=C1c1ccccc1)=C\c1ccc(o1)-c1ccc(cc1)[N+]([O-])=O,BRD-K67173685-001-06-9,4E1RCat,Selleck,S7370,4E1RCat
OC(=O)C(\Cc1ccccc1[N+]([O-])=O)=N\Nc1nc(cs1)-c1ccc(Cl)c(Cl)c1,BRD-K52366702-001-01-6,4EGI-1,Selleck,S7369,4EGI-1
OC(=O)C(\Cc1ccccc1[N+]([O-])=O)=N\Nc1nc(cs1)-c1ccc(Cl)c(Cl)c1,BRD-K52366702-001-02-4,4EGI-1,Selleck,S7369,4EGI-1
Cn1cc(cn1)-c1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)Nc2ccccc2N)c1,BRD-K11773281-001-02-0,4SC-202,MedChemEx,HY-16012A,4SC-202 (free base)
Cn1cc(cn1)-c1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)Nc2ccccc2N)c1,BRD-K11773281-001-01-2,4SC-202,MedChemEx,HY-16012A,4SC-202 (free base)
Cn1cc(cn1)-c1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)Nc2ccccc2N)c1,BRD-K11773281-075-01-6,4SC-202,MedChemEx,HY-16012,4SC-202
Cn1cc(cn1)-c1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)Nc2ccccc2N)c1,BRD-K11773281-075-02-4,4SC-202,Selleck,S7555,4SC-202
CCn1c(O)nnc1-c1ccc(Cl)cc1,BRD-K58146797-001-01-2,"5-(4chlorophenyl)-4-ethyl-2,4-dihydro-3H-1,2,4-triazol-3-one",AMS,A002683787,"5-(4-chlorophenyl)-4-ethyl-2,4-dihydro-3H-1,2,4-triazol-3-one"
Nc1nc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(=O)sc2c(=O)[nH]1,BRD-K87535339-001-01-6,"5-Amino-3-D-ribofuranosylthiazolo[4,5-d]pyrimidin-2,7(3H,6H)-dione",Berry,PRA 10047,
NCC(=O)CCC(O)=O,BRD-K57631554-003-07-0,5-aminolevulinic-acid,MicroSource,1504184,AMINOLEVULINIC ACID HYDROCHLORIDE
NCC(=O)CCC(O)=O,BRD-K57631554-003-06-2,5-aminolevulinic-acid,Selleck,S2553,5-Aminolevulinic acid HCl
Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21,BRD-K33690734-001-01-5,5-BDBD,Tocris,3579,5-BDBD
Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21,BRD-K33690734-001-02-3,5-BDBD,Tocris,3579,5-BDBD
NCCc1c[nH]c2ccc(cc12)C(N)=O,BRD-K92382976-050-01-1,5-carboxamidotryptamine,Tocris,458,5-Carboxamidotryptamine maleate
OCc1cncc(F)c1,BRD-K73381198-001-01-1,5-fluoro-3-pyridyl-methanol,Manchester,B12130,
Fc1c[nH]c(=O)[nH]c1=O,BRD-K24844714-001-25-2,5-fluorouracil,MicroSource,1500305,FLUOROURACIL
Fc1c[nH]c(=O)[nH]c1=O,BRD-K24844714-001-24-5,5-fluorouracil,Selleck,S1209,"Fluorouracil (5-Fluoracil, 5-FU)"
Oc1ncc(F)cn1,BRD-K34437622-001-06-4,5-FP,Maybridge,JFD02014,
Oc1ncc(F)cn1,BRD-K34437622-001-08-0,5-FP,Sigma,MFCD00223678,5-fluoro-2-pyrimidinol
OCc1ccc(C=O)o1,BRD-K86799112-001-04-6,5-HMF,Sigma,MFCD00003234,5-(hydroxymethyl)-2-furaldehyde
OCc1ccc(C=O)o1,BRD-K86799112-001-02-0,5-HMF,OxChem,AX8022137,
OCc1ccc(C=O)o1,BRD-K86799112-001-03-8,5-HMF,Sigma,53407,5-(hydroxymethyl)-2-furaldehyde
O[C@H]1CNC(=C)N[C@@H]1C(O)=O,BRD-K03871161-001-01-9,5-hydroxyectoine,Sigma,MFCD01863080,"(4S,5S)-5-hydroxy-2-methyl-1,4,5,6-tetrahydro-4-pyrimidinecarboxylic acid"
CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,BRD-K24603946-001-02-1,5-hydroxymethyl-tolterodine,Selleck,S2659,"5-hydroxymethyl Tolterodine (PNU 200577, 5-HMT, 5-HM)"
CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,BRD-K24603946-001-03-9,5-hydroxymethyl-tolterodine,Selleck,S2659,5-hydroxymethyl tolterodine (PNU 200577)
NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O,BRD-A73930134-001-02-2,5-hydroxytryptophan,Selleck,S2374,5-hydroxytryptophan (5-HTP)
NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O,BRD-A73930134-001-03-0,5-hydroxytryptophan,Selleck,S2374,5-hydroxytryptophan (5-HTP)
Ic1cncc(OC[C@@H]2CCN2)c1,BRD-K90065682-300-03-4,5-iodo-A-85380,Tocris,1518,3-[(2S)-2-azetidinylmethoxy]-5-iodopyridine dihydrochloride
Ic1cncc(OC[C@@H]2CCN2)c1,BRD-K90065682-300-02-6,5-iodo-A-85380,Tocris,1518,5-Iodo-A-85380 dihydrochloride
Cc1ccc(C[N+](C)(C)C)o1,BRD-K45437867-005-04-1,5-methylfurmethiodide,Tocris,588,"N,N,N-trimethyl(5-methyl-2-furyl)methanaminium iodide"
Cc1ccc(C[N+](C)(C)C)o1,BRD-K45437867-005-03-3,5-methylfurmethiodide,Tocris,588,5-Methylfurmethiodide
C[C@H]1NC(=O)NC1=O,BRD-K06050544-001-03-1,5-methylhydantoin-(D),Selleck,S4378,Methylhydantoin-5-(D)
C[C@H]1NC(=O)NC1=O,BRD-K06050544-001-04-9,5-methylhydantoin-(D),Selleck,S4378,(D)-5-methylhydantoin
C[C@@H]1NC(=O)NC1=O,BRD-K56033645-001-07-5,5-methylhydantoin-(L),Prestwick,Prestw-860,Methylhydantoin-5-(L)
OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1,BRD-K60287130-001-06-5,"5,7-dichlorokynurenic-acid",Tocris,286,"5,7-Dichlorokynurenic acid"
OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1,BRD-K60287130-001-05-7,"5,7-dichlorokynurenic-acid",Tocris,286,"5,7-Dichlorokynurenic acid"
COc1ccc(cc1)C1Oc2c(CC=C(C)C)c(O)cc(O)c2C(=O)C1=O,BRD-A61299447-001-01-0,"5,7-Dihydroxy-2-(4-methoxyphenyl)-8-(3-methyl-2-buten-1-yl)-2H-chromene-3,4-dione",Sigma,MFCD22422519,"5,7-dihydroxy-2-(4-methoxyphenyl)-8-(3-methylbut-2-en-1-yl)chromane-3,4-dione"
O[C@@H]1[C@@H](CCl)O[C@H]([C@@H]1O)n1cnc2c(NC3CC4CCC3C4)ncnc12,BRD-A13598753-001-01-2,5'-Chloro-5'-deoxy-ENBA-(+/-),Tocris,3576,(?)-5'-Chloro-5'-deoxy-ENBA
O[C@@H]1[C@@H](CCl)O[C@H]([C@@H]1O)n1cnc2c(NC3CC4CCC3C4)ncnc12,BRD-A13598753-001-02-0,5'-Chloro-5'-deoxy-ENBA-(+/-),Tocris,3576,(+/-)-5'-Chloro-5'-deoxy-ENBA
Nc1cc2c3ccccc3ccc2c2ccccc12,BRD-K00656370-001-10-5,6-aminochrysene,Sigma,MFCD00003699,6-chrysenamine
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O,BRD-K30284967-001-01-8,6-aminopenicillanic-acid,Enamine,Z1269203097,
N(Cc1ccccc1)c1ncnc2nc[nH]c12,BRD-K62929068-001-16-5,6-benzylaminopurine,Prestwick,Prestw-189,"Aminopurine, 6-benzyl"
COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl,BRD-K34663752-001-10-9,6-chloromelatonin,Tocris,443,6-Chloromelatonin
COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl,BRD-K34663752-001-09-1,6-chloromelatonin,Tocris,443,6-Chloromelatonin
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I,BRD-K49236613-001-02-3,6-iodo-nordihydrocapsaicin,Tocris,1975,6-Iodonordihydrocapsaicin
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,BRD-K48329353-001-01-3,"6,_7-dehydro-17-acetoxy-progesterone",InterBioScreen,STOCK1N-54662,
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O,BRD-K65377893-001-08-2,7-aminocephalosporanic-acid,Selleck,S2530,7-Aminocephalosporanic acid
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O,BRD-K65377893-001-07-4,7-aminocephalosporanic-acid,Selleck,S2530,7-Aminocephalosporanic acid
OC(=O)c1cc(O)c2ccc(Cl)cc2n1,BRD-K84214706-001-06-5,7-chlorokynurenic-acid,Tocris,237,7-Chlorokynurenic acid
OC(=O)c1cc(O)c2ccc(Cl)cc2n1,BRD-K84214706-001-05-7,7-chlorokynurenic-acid,Tocris,237,7-Chlorokynurenic acid
CCCN(CCC)C1CCc2ccc(O)cc2C1,BRD-A18795974-004-08-1,7-hydroxy-DPAT,Tocris,706,7-Hydroxy-DPAT hydrobromide
CCCN(CCC)C1CCc2ccc(O)cc2C1,BRD-A18795974-004-09-9,7-hydroxy-DPAT,Tocris,706,"7-(dipropylamino)-5,6,7,8-tetrahydro-2-naphthalenol hydrobromide"
CCCN(CCC)C1CCc2ccc(O)cc2C1,BRD-A18795974-004-07-3,7-hydroxy-DPAT,Tocris,706,7-Hydroxy-DPAT hydrobromide
CCCN(C\C=C\I)C1CCc2ccc(O)cc2C1,BRD-A01295252-050-01-2,7-hydroxy-PIPAT,Tocris,719,7-Hydroxy-PIPAT maleate
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4[C@H](O)NC(=O)c4c4c5ccccc5n2c4c13,BRD-K45293975-001-02-0,7-hydroxystaurosporine,EMDBio,539644-500UG,UCN-01
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3C(=O)C=C2C1,BRD-K07785030-001-01-6,7-keto-DHEA,ChemImpex,24167,"(3beta)-7,17-dioxoandrost-5-en-3-yl acetate"
COc1ccc2nc3CCCCc3c(N)c2c1,BRD-K53156626-001-01-3,7-methoxytacrine,Enamine,Z2327883841,"7-methoxy-1,2,3,4-tetrahydro-9-acridinylamine"
Cn1cnc2nc(O)nc(O)c12,BRD-K41592905-001-01-6,7-methylxanthine,Sigma,MFCD00037979,"7-methyl-3,7-dihydro-1H-purine-2,6-dione"
[O-][N+](=O)c1cccc2cn[nH]c12,BRD-K04430056-001-18-5,7-nitroindazole,Tocris,602,7-Nitroindazole
[O-][N+](=O)c1cccc2cn[nH]c12,BRD-K04430056-236-02-1,7-nitroindazole,Tocris,800,7-NINA
[O-][N+](=O)c1cccc2cn[nH]c12,BRD-K04430056-001-17-7,7-nitroindazole,Tocris,602,7-Nitroindazole
O=C1N2CCCCC=C2Nc2ccccc12,BRD-K77756533-001-01-4,"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one",Vitas-M,STL281810,"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one"
Nc1ncnc2n([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)c(Br)nc12,BRD-A09554849-236-07-6,8-bromo-cAMP,Tocris,1140,"8-Bromo-cAMP, sodium salt"
Nc1nc(O)c2nc(Br)n([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)c2n1,BRD-A00077618-236-07-6,8-bromo-cGMP,Tocris,1089,"8-Bromo-cGMP, sodium salt"
CCCN(CCC)C1CCc2cccc(O)c2C1,BRD-A48015106-004-08-9,8-hydroxy-DPAT,Tocris,529,8-Hydroxy-DPAT hydrobromide
CCCN(C\C=C\I)C1CCc2cccc(O)c2C1,BRD-A60594020-034-01-1,8-hydroxy-PIPAT,Tocris,797,8-Hydroxy-PIPAT
CCC(=O)NC1CCc2cccc(OC)c2C1,BRD-A07232941-001-03-5,8-M-PDOT,Tocris,1035,8-M-PDOT
CCC(=O)NC1CCc2cccc(OC)c2C1,BRD-A07232941-001-02-7,8-M-PDOT,Tocris,1035,8-M-PDOT
Cc1oc(=O)oc1CCl,BRD-K03044000-001-01-8,80841-78-7,Sigma,671975,"4-(chloromethyl)-5-methyl-1,3-dioxol-2-one"
Nc1c2ccccc2nc2ccccc12,BRD-K00535541-001-04-8,9-aminoacridine,Selleck,S4303,9-Aminoacridine
Nc1c2ccccc2nc2ccccc12,BRD-K00535541-001-05-5,9-aminoacridine,MicroSource,1500810,AMINACRINE
Nc1c2ccccc2nc2ccccc12,BRD-K00535541-001-06-3,9-aminoacridine,Selleck,S4303,9-Aminoacridine;9-Aminoacridine;Aminoacrid
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cccc(N)c4cc3Cn1c2=O,BRD-K09291936-001-13-3,9-aminocamptothecin,Sigma,MFCD00909855,"(4S)-10-amino-4-ethyl-4-hydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione"
OC(=O)c1c2ccccc2cc2ccccc12,BRD-K62607075-001-03-6,9-anthracenecarboxylic-acid,Tocris,963,9-AC
COc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,BRD-K70329400-001-02-5,A-1070722,Tocris,4431,A 1070722
OC(=O)c1ccccc1NC(=O)N1CCC(CC1)c1ccccc1C(F)(F)F,BRD-K59060513-001-02-5,A-1120,Tocris,3793,A 1120
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(=O)N(Cc1cccc(Oc2ccccc2)c1)[C@H]1CCCc2ccccc12,BRD-K38019854-323-01-4,A-317491,MedChemEx,HY-15568A,A-317491 (sodium salt hydrate)
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(=O)N(Cc1cccc(Oc2ccccc2)c1)[C@H]1CCCc2ccccc12,BRD-K38019854-001-01-6,A-317491,MedChemEx,HY-15568,A-317491
CC(=O)NC1C(=O)Nc2ccccc2C(=N1)c1ccccc1,BRD-A40302156-001-01-9,A-33903,Maybridge,RJC01921,"N-(2-oxo-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-3-yl)acetamide"
COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,BRD-K06182768-001-06-4,A-366,MedChemEx,HY-12583,A-366
COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,BRD-K06182768-001-02-3,A-366,Tocris,5163,A-366
COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,BRD-K06182768-001-03-1,A-366,MedChemEx,HY-12583,A-366
COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,BRD-K06182768-001-01-5,A-366,MedChemEx,HY-12583,A-366
COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1,BRD-K06182768-001-04-9,A-366,Tocris,5163,A 366
Cc1cccc(NC(=O)CN2CCC(CC2)c2ccccn2)c1,BRD-K62066682-300-01-0,A-412997,Tocris,4552,A 412997 dihydrochloride
Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl,BRD-K13223831-003-01-7,A-438079,Tocris,2972,A 438079 hydrochloride
CN1C[C@H]2CN(C[C@H]2C1)c1ccc(nn1)-c1ccccc1,BRD-K79743788-001-01-2,A-582941,Tocris,4341,A 582941
CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)=C1NCCN1,BRD-K13142315-004-01-2,A-61603,Tocris,1052,"N-[5-(4,5-dihydro-1H-imidazol-2-yl)-2-hydroxy-5,6,7,8-tetrahydro-1-naphthalenyl]methanesulfonamide hydrobromide"
Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1,BRD-K78177893-001-02-4,A-674563,Selleck,S2670,A-674563
NCCCCCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,BRD-K03301001-003-03-3,A-7,Tocris,378,A-7 hydrochloride
NCCCCCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,BRD-K03301001-003-02-5,A-7,Tocris,378,A-7 hydrochloride
Oc1ccccc1-c1ccc(cc1)-c1csc2[nH]c(=O)c(C#N)c(O)c12,BRD-K41918892-001-06-7,A-769662,Tocris,3336,A 769662
Oc1ccccc1-c1ccc(cc1)-c1csc2[nH]c(=O)c(C#N)c(O)c12,BRD-K41918892-001-05-9,A-769662,Selleck,S2697,A-769662
FC(F)(F)c1cccnc1N1CCC(=CC1)C(=O)Nc1ccc(cc1)S(=O)(=O)C(F)(F)F,BRD-K87665527-001-01-3,A-784168,Tocris,4319,A 784168
COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1,BRD-K28570407-001-02-0,A-803467,Selleck,S2785,A-803467
COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1,BRD-K28570407-001-04-6,A-803467,Tocris,2976,A 803467
C[C@H](\N=C(\NC#N)Nc1cccc2ncccc12)c1ccccc1,BRD-K76894955-001-02-1,A-804598,Tocris,4473,A 804598
Clc1cccc(c1Cl)-n1nnnc1NCc1ccccc1Oc1ccccn1,BRD-K60427831-001-01-0,A-839977,Tocris,4232,A 839977
CCC(=O)c1cc(-c2ccc(Cl)cc2)n(c1C)-c1ccc(cc1)S(N)(=O)=O,BRD-K33059059-001-01-0,A-867744,Tocris,4571,A 867744
CCCCOc1ccc(cc1Cl)-c1cncc(c1)C(=O)NCc1cccnc1N1CCOCC1,BRD-K20239555-001-01-2,A-887826,Tocris,4249,A 887826
OC(=O)[C@@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1,BRD-K81614372-001-02-1,A-922500,Tocris,3587,A 922500
CNC(=O)c1cccc(NC(=O)N2CCC(CC2)Oc2ccccc2Cl)c1,BRD-K99308908-001-01-5,A-939572,Tocris,4845,A 939572
CCC(=N/O)\C(C)=C\c1ccc(F)cc1,BRD-K70744942-001-01-2,A-967079,Tocris,4716,A 967079
Nc1nc(N2CCNCC2)c2CCC3=C([C@@H]4CCCC[C@@H]4O3)c2n1,BRD-K68982262-001-01-4,A-987306,Tocris,3640,A 987306
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O,BRD-K57865272-001-02-0,A0001,Sigma,MFCD00135657,"2-[(3R,7R,11R)-3-hydroxy-3,7,11,15-tetramethylhexadecyl]-3,5,6-trimethylbenzo-1,4-quinone"
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O,BRD-K57865272-001-01-2,A0001,Enzo,FR115,Tocopherylquinone
CCCCCCCCCCC(O)C1C=CC2C(N1Nc1ccc(cc1)[N+]([O-])=O)C(=O)N(C2=O)c1ccccc1,BRD-A30000356-001-01-9,A12B4C3,Tocris,5097,A12B4C3
Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1,BRD-K77627880-001-04-0,A205804,Tocris,2524,A 205804
Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1,BRD-K77627880-001-05-7,A205804,Tocris,2524,A 205804
Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1,BRD-K77627880-001-03-2,A205804,Selleck,S2885,A-205804
CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)C1=NCCN1,BRD-A83650191-004-02-8,A61603,Tocris,1052,A 61603 hydrobromide
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(n1)C(C)(C)C,BRD-K49055432-001-04-2,A66,Selleck,S2636,A66
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(n1)C(C)(C)C,BRD-K49055432-001-07-5,A66,Tocris,5595,A66
COc1ccc(CC(=O)NC(N\C(Nc2cccc3ncccc23)=N\C#N)C(C)(C)C)cc1OC,BRD-A78952587-001-01-5,A740003,Tocris,3701,A 740003
COc1ccc(CC(=O)NC(N\C(Nc2cccc3ncccc23)=N\C#N)C(C)(C)C)cc1OC,BRD-A78952587-001-02-3,A740003,Tocris,3701,A 740003
NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)[C@@]12CC3CC(CC(C3)C1)C2,BRD-K72226571-003-01-2,A77636,Tocris,1701,A 77636 hydrochloride
OC(=O)[C@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1,BRD-K28861668-001-01-9,A922500,Selleck,S2674,A922500
CCOC(=O)Nc1ccc(NCc2c(C)cc(C)cc2C)cc1N,BRD-K13944729-001-01-7,AA-29504,Tocris,3972,AA 29504
Nc1nc(NC2CC2)c2ncn([C@@H]3C[C@H](CO)C=C3)c2n1,BRD-K17443395-065-03-0,abacavir,Tocris,4148,Abacavir hemisulfate
Nc1nc(NC2CC2)c2ncn([C@@H]3C[C@H](CO)C=C3)c2n1,BRD-K17443395-065-01-4,abacavir,Selleck,S3165,Abacavir sulfate
Nc1nc(NC2CC2)c2ncn([C@@H]3C[C@H](CO)C=C3)c2n1,BRD-K17443395-065-02-2,abacavir,MicroSource,1502410,ABACAVIR SULFATE
Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,BRD-K77432251-001-01-2,abafungin,ChemImpex,28441,"4-[2-(2,4-dimethylphenoxy)phenyl]-N-tetrahydro-2(1H)-pyrimidinylidene-1,3-thiazol-2-amine"
CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](OC4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C,BRD-A25579302-001-04-8,abamectin,MicroSource,1502260,ABAMECTIN (avermectin B1a shown)
Cc1ccc(nc1)-c1ccc(C)cn1,BRD-K65498798-001-01-7,abametapir,Sigma,MFCD01740554,"5,5'-dimethyl-2,2'-bipyridine"
Clc1ccc(cc1)C12CC3CC(CC(C3)(C1)C(=O)NCc1ccncc1)C2,BRD-A70814879-003-02-6,ABC-294640,Enzo,AC1558,ABC294640 HCl
Clc1ccc(cc1)C12CC3CC(CC(C3)(C1)C(=O)NCc1ccncc1)C2,BRD-A70814879-001-01-2,ABC-294640,Selleck,S7174,ABC294640
