SMILES,TITLE,pert_iname,vendor,catalog_no,vendor_name,Hybrid2,docked_fragment,Mpro-_dock,site
c1ccc(cc1)Nc2cc3c(cc2Nc4ccccc4)C(=O)NC3=O,BRD-K13087974-001-02-5,CGP-52411,Tocris,3360,CGP 52411,-11.088956,x0678,0.352905,active-noncovalent
c1cc(cnc1)C(=O)NCCCC(=O)[O-],BRD-K56691760-001-01-2,pikamilone,Enamine,Z235541930,,-11.080033,x0678,-1.224362,active-noncovalent
Cc1ccc(c(c1)n2cnc3c2ccc(c3)C(=O)NCc4ccccc4Cl)C,BRD-K36804890-001-01-9,NAB-2,Tocris,5131,NAB 2,-11.069983,x0161,5.418433,active-noncovalent
C[NH+](C)CCCNC(=O)c1ccc(cc1)c2cc3cccnc3c(c2)O,BRD-K25611237-001-02-1,ML324,MedChemEx,HY-12725,ML324,-11.068521,x0104,4.389913,active-noncovalent
CC(C)(C)[NH2+]C[C@H](COc1cccc2c1CCCC2=O)O,BRD-K73323637-003-10-9,levobunolol-(+),Prestwick,Prestw-857,(+) -Levobunolol hydrochloride,-11.054565,x0104,0.124024,active-noncovalent
C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,BRD-A86414188-003-02-3,ractopamine,MicroSource,1502332,RACTOPAMINE HYDROCHLORIDE,-11.050797,x0434,-0.252176,active-noncovalent
C[C@H](CCc1ccc(cc1)O)[NH2+]C[C@@H](c2ccc(cc2)O)O,BRD-A86414188-003-01-5,ractopamine,Selleck,S4351,Ractopamine HCl,-11.050797,x0434,-0.252176,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,BRD-K96550715-001-04-2,linagliptin,Selleck,S3031,Linagliptin (BI-1356),-11.039680,x0104,8.705633,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,BRD-K96550715-001-03-4,linagliptin,MicroSource,1506323,LINAGLIPTIN,-11.039680,x0104,8.705633,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,BRD-K96550715-001-02-6,linagliptin,Selleck,S3031,Linagliptin,-11.039680,x0104,8.705633,active-noncovalent
CC#CCn1c2c(nc1[N@]3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,BRD-K96550715-003-01-4,linagliptin,MicroSource,1503880,LINAGLIPTIN HYDROCHLORIDE,-11.039680,x0104,8.705633,active-noncovalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O,BRD-K17016787-001-16-7,estriol,MicroSource,1500285,ESTRIOL,-11.034577,x0749,1.447041,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O,BRD-K17016787-001-15-9,estriol,Selleck,S2466,Estriol,-11.034577,x0749,1.447041,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O,BRD-K17016787-001-13-4,estriol,Selleck,S2466,Estriol,-11.034577,x0749,1.447041,active-covalent
CC1(Cc2c(c(c(n2C1)CC(=O)[O-])c3ccc(cc3)Cl)c4ccccc4)C,BRD-K08439945-001-03-9,licofelone,Adooq,A11697,"[6-(4-chlorophenyl)-2,2-dimethyl-7-phenyl-2,3-dihydro-1H-pyrrolizin-5-yl]acetic acid",-11.020183,x0830,2.477049,active-covalent
CC1(Cc2c(c(c(n2C1)CC(=O)[O-])c3ccc(cc3)Cl)c4ccccc4)C,BRD-K08439945-001-02-1,licofelone,Selleck,S2121,Licofelone,-11.020183,x0830,2.477049,active-covalent
CC1(Cc2c(c(c(n2C1)CC(=O)[O-])c3ccc(cc3)Cl)c4ccccc4)C,BRD-K08439945-001-01-3,licofelone,Selleck,S2121,Licofelone,-11.020183,x0830,2.477049,active-covalent
CC#C[C@@H](CC(=O)[O-])c1ccc(cc1)OCc2cccc(c2)c3ccc(cc3)C(F)(F)F,BRD-K43802723-340-01-9,AMG-837,MedChemEx,HY-13967B,AMG 837 (calcium hydrate),-11.004150,x0104,12.181106,active-noncovalent
c1cc2c(cc1C3CCCCC3)c4c5n2CC[NH2+][C@H]5CCC4,BRD-A52660433-066-02-1,tetrindole,Tocris,723,Tetrindole mesylate,-10.997774,x0104,3.012327,active-noncovalent
c1cc2c(cc1C3CCCCC3)c4c5n2CC[NH2+][C@H]5CCC4,BRD-A52660433-066-03-9,tetrindole,Tocris,723,Tetrindole mesylate,-10.997774,x0104,3.012327,active-noncovalent
c1cc(cnc1)NC(=O)CCCCCCC(=O)NO,BRD-K11663430-001-04-9,pyroxamide,Cayman,13870,N~1~-hydroxy-N~8~-(3-pyridinyl)octanediamide,-10.989407,x0678,0.034456,active-noncovalent
c1cc(cnc1)NC(=O)CCCCCCC(=O)NO,BRD-K11663430-001-03-1,pyroxamide,Tocris,4403,Pyroxamide,-10.989407,x0678,0.034456,active-noncovalent
c1cc(cnc1)NC(=O)CCCCCCC(=O)NO,BRD-K11663430-001-02-3,pyroxamide,Cayman,13870,,-10.989407,x0678,0.034456,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NCc4[nH]c5c(n4)cccn5)CC[C@@H]6[C@@]3(C=C(C(=O)N6C)F)C,BRD-K38868394-001-01-3,MK-0773,MedChemEx,HY-11027,MK-0773,-10.988971,x0161,10.539925,active-noncovalent
C[N@H+]1CCc2cc3c(cc2[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)OC)OC)OCO3,BRD-K02715688-001-02-1,"hydrastine-(1r,-9s)",MicroSource,1500687,"HYDRASTINE (1R, 9S)",-10.987147,x0195,2.714846,active-noncovalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,BRD-K18910433-001-42-4,estradiol,Selleck,S1709,Estradiol,-10.985424,x0749,3.252627,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,BRD-K18910433-001-43-2,estradiol,MicroSource,1500282,ESTRADIOL,-10.985424,x0749,3.252627,active-covalent
C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,BRD-K18910433-001-36-6,estradiol,Selleck,S1709,Estradiol,-10.985424,x0749,3.252627,active-covalent
c1cc(ccc1CCO)OCCn2ccnc2,BRD-K84883208-001-01-1,MR-948,Enamine,Z1578869664,2-(4-(2-(1H-imidazol-1-yl)ethoxy)phenyl)ethan-1-ol,-10.974442,x0678,-0.05443,active-noncovalent
CC/C(=C(/c1ccc(cc1)/C=C/C(=O)[O-])\c2ccc3c(c2)cn[nH]3)/c4ccc(cc4Cl)F,BRD-K61923022-001-02-4,GDC-0810,MedChemEx,HY-12864,GDC-0810,-10.970829,x1077,4.418924,active-noncovalent
CCO[C@@H](Cc1ccc(cc1)OCCn2c(ccc2c3ccc(cc3)SC)C)C(=O)[O-],BRD-K79878800-001-01-0,saroglitazar,Synnovator,PBLJ6347,,-10.959909,x0072,4.661958,active-noncovalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,BRD-A93964801-001-15-1,clinafloxacin,Selleck,S4006,Clinafloxacin (PD127391),-10.959001,x0749,2.693324,active-covalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,BRD-A93964801-001-14-4,clinafloxacin,Selleck,S4006,Clinafloxacin (PD127391),-10.959001,x0749,2.693324,active-covalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,BRD-A93964801-003-02-5,clinafloxacin,Selleck,S4315,Clinafoxacin HCl,-10.959001,x0749,2.693324,active-covalent
c1c2c(c(c(c1F)N3CC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,BRD-A93964801-003-03-3,clinafloxacin,MicroSource,1504834,CLINAFOXACIN HYDROCHLORIDE,-10.959001,x0749,2.693324,active-covalent
C[C@H](/C=C/[C@@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C,BRD-K82928892-001-03-3,doxercalciferol,Selleck,S1467,Doxercalciferol,-10.957501,x0161,7.138342,active-noncovalent
C[C@H](/C=C/[C@@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C\3/C[C@H](C[C@@H](C3=C)O)O)C,BRD-K82928892-001-02-5,doxercalciferol,Selleck,S1467,Doxercalciferol (Hectorol),-10.957501,x0161,7.138342,active-noncovalent
c1ccc2c(c1)c(c[nH]2)Cc3c[nH]c4c3cccc4,BRD-K37846922-001-09-4,"3,3'-diindolylmethane",Enzo,GR207,Diindolylmethane,-10.956906,x0072,-1.007995,active-noncovalent
c1cc(c(c(c1)F)c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F)F,BRD-K79856806-001-01-0,TA-01,MedChemEx,HY-100114,TA-01,-10.956722,x0434,2.427863,active-noncovalent
C[NH+](C)CCC=C1c2ccccc2C=Cc3c1cccc3,BRD-K42348709-003-13-1,cyclobenzaprine,MicroSource,1503207,CYCLOBENZAPRINE HYDROCHLORIDE,-10.952331,x0874,-0.924552,active-noncovalent
c1cc(ccc1N/C(=[NH+]\C(=[NH+]/CCCCCCNC(=[NH2+])/[NH+]=C(/N)\Nc2ccc(cc2)Cl)\N)/N)Cl,BRD-K52256627-300-06-6,chlorhexidine,MicroSource,1500177,CHLORHEXIDINE DIHYDROCHLORIDE,-10.944046,x0678,4.236789,active-noncovalent
c1ccc2c(c1)cc(s2)Cc3cc(ccc3F)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,BRD-K51247865-001-01-2,ipragliflozin-l-proline,MedChemEx,HY-14894,Ipragliflozin,-10.925068,x0195,2.811833,active-noncovalent
c1cc(ccc1C[C@@H](C#N)c2ccc(cc2)O)O,BRD-A27143604-001-02-0,diarylpropionitrile,Tocris,1494,DPN,-10.914790,x0749,-0.728061,active-covalent
C/C(=C/1\c2ccccc2C[C@@H]1CC[NH+](C)C)/c3ccccn3,BRD-K83192048-050-02-7,dimethindene-(S)-(+),Tocris,1425,(S)-(+)-Dimethindene maleate,-10.895865,x0749,-0.204523,active-covalent
C/C(=C/1\c2ccccc2C[C@@H]1CC[NH+](C)C)/c3ccccn3,BRD-K83192048-050-03-5,dimethindene-(S)-(+),Tocris,1425,"(2Z)-2-butenedioic acid compound with N,N-dimethyl-2-{3-[(1S)-1-(2-pyridinyl)ethyl]-1H-inden-2-yl}ethanamine (1:1)",-10.895865,x0749,-0.204523,active-covalent
C/C(=C/1\c2ccccc2C[C@@H]1CC[NH+](C)C)/c3ccccn3,BRD-A54141700-001-01-5,dimetindene,AMS,A002862705,"N,N-dimethyl-2-{3-[1-(2-pyridinyl)ethyl]-1H-inden-2-yl}ethanamine",-10.895865,x0749,-0.163706,active-covalent
Cc1c(c2ccccc2n1CCC(=O)[O-])Cn3ccnc3,BRD-K20738689-001-01-2,dazmegrel,Vitas-M,STK094650,,-10.888386,x0830,0.319318,active-covalent
c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)[O-])O[C@@H]4[C@@H]([C@H]([C@H]([C@@H](O4)CO)O)O)O)O)O,BRD-A63780829-001-11-4,hyperin,ChemDiv,0407-0014,,-10.881234,x0874,3.06613,active-noncovalent
C[NH+](C)CCCN1c2ccccc2CCc3c1cccc3,BRD-K38436528-003-25-3,imipramine,Selleck,S4377,Imipramine HCl,-10.859057,x0195,-0.391398,active-noncovalent
C[NH+](C)CCCN1c2ccccc2CCc3c1cccc3,BRD-K38436528-003-26-1,imipramine,MicroSource,1500348,IMIPRAMINE HYDROCHLORIDE,-10.859057,x0195,-0.391398,active-noncovalent
C[NH+](C)CCCN1c2ccccc2CCc3c1cccc3,BRD-K38436528-003-27-9,imipramine,Selleck,S4377,IMipraMine hydrochloride,-10.859057,x0195,-0.391398,active-noncovalent
c1cc(c(cc1c2ccc(c(c2Cl)O)CN=O)F)O,BRD-K61642990-001-02-8,FERb-033,Tocris,3523,FERb 033,-10.850969,x0678,1.585873,active-noncovalent
c1cc(c(cc1c2ccc(c(c2Cl)O)CN=O)F)O,BRD-K61642990-001-01-0,FERb-033,Tocris,3523,FERb 033,-10.850969,x0678,1.585873,active-noncovalent
c1cc(ccc1c2nc3cc(cc(c3o2)Br)O)O,BRD-K08223200-001-01-1,WAY-200070,Tocris,3366,WAY 200070,-10.846251,x0749,0.406235,active-covalent
c1cc(ccc1c2nc3cc(cc(c3o2)Br)O)O,BRD-K08223200-001-02-9,WAY-200070,Tocris,3366,WAY 200070,-10.846251,x0749,0.406235,active-covalent
CC[NH+](CC)CCOc1ccccc1C(=O)CCc2ccccc2,BRD-K84971356-001-01-4,etafenone,Vitas-M,STK321191,1-{2-[2-(diethylamino)ethoxy]phenyl}-3-phenyl-1-propanone,-10.845141,x0104,2.797715,active-noncovalent
CC(C)(c1ccn2c(c[nH+]c2c1F)c3ccc(c(c3)c4ccc(cc4C#N)F)F)O,BRD-K87941707-001-01-0,TP-003,Tocris,4414,TP 003,-10.843095,x0161,3.977211,active-noncovalent
CC(C)(C)CC[NH+]1C[C@@H]2[C@H](C1)C2CNC(=O)c3cc(cc(c3)Cl)Cl,BRD-K92995792-003-02-9,ML-218,Tocris,4507,ML 218 hydrochloride,-10.839355,x0104,4.419221,active-noncovalent
Cc1[nH]c2ccc(cc2n1)n3c(c(cn3)C(=O)c4cc5ccccc5[nH]4)N,BRD-K11683436-001-01-7,CH-5183284,Selleck,S7665,CH5183284 (Debio-1347),-10.834774,x0161,6.449326,active-noncovalent
Cc1[nH]c2ccc(cc2n1)n3c(c(cn3)C(=O)c4cc5ccccc5[nH]4)N,BRD-K11683436-001-02-5,CH-5183284,Cayman,17120,(5-amino-1-(2-methyl-1H-benzo[d]imidazol-6-yl)-1H-pyrazol-4-yl)(1H-indol-2-yl)methanone,-10.834774,x0161,6.449326,active-noncovalent
CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)[S@@](=O)C)F)CC(=O)[O-],BRD-A13946108-001-17-1,sulindac,Tocris,1707,Sulindac,-10.827938,x0830,3.106846,active-covalent
CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)[S@@](=O)C)F)CC(=O)[O-],BRD-A13946108-001-16-3,sulindac,Selleck,S2007,Sulindac,-10.827938,x0830,3.106846,active-covalent
CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)[S@@](=O)C)F)CC(=O)[O-],BRD-A13946108-001-19-7,sulindac,Selleck,S2007,Sulindac (Clinoril),-10.827938,x0830,3.106846,active-covalent
CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)[S@@](=O)C)F)CC(=O)[O-],BRD-A13946108-001-18-9,sulindac,MicroSource,1500556,SULINDAC,-10.827938,x0830,3.106846,active-covalent
c1ccc(cc1)[C@]2(CCC(=O)NC2=O)C3CC[NH+](CC3)Cc4ccc(cc4)I,BRD-A46813902-001-01-6,iododexetimide,MedChemEx,HY-12426,mAChR-IN-1,-10.817308,x1077,2.770249,active-noncovalent
c1ccc(cc1)CNc2c3c([nH]cn3)ncn2,BRD-K62929068-001-16-5,6-benzylaminopurine,Prestwick,Prestw-189,"Aminopurine, 6-benzyl",-10.815964,x0749,-1.974887,active-covalent
CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C3CC[NH+](CC3)C,BRD-K61337602-003-02-1,naratriptan,Selleck,S1488,Naratriptan,-10.814455,x1077,0.793372,active-noncovalent
CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C3CC[NH+](CC3)C,BRD-K61337602-003-03-9,naratriptan,Selleck,S1488,Naratriptan HCl,-10.814455,x1077,0.793372,active-noncovalent
c1cc(c(cc1O)O)c2c(c(=O)c3c(cc(cc3o2)O)[O-])[O-],BRD-K11590034-002-02-6,morin,Selleck,S2325,Morin Hydrate,-10.805906,x0749,0.747847,active-covalent
c1cc(c(cc1O)O)c2c(c(=O)c3c(cc(cc3o2)O)[O-])[O-],BRD-K11590034-002-03-4,morin,Selleck,S2325,Morin hydrate (Aurantica),-10.805906,x0749,0.747847,active-covalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(Cc5c[nH]nc5C4)C,BRD-K46791647-001-01-2,stanozolol,Prestwick,Prestw-1161,Stanozolol,-10.803458,x0749,2.077357,active-covalent
C[C@@H]1CN(C[C@@H]([NH2+]1)C)CCCn2c3ccccc3c4c2cccc4,BRD-K70490179-300-01-2,rimcazole,Tocris,1497,Rimcazole dihydrochloride,-10.797787,x0195,2.186043,active-noncovalent
c1ccc(cc1)COCCCc2cnc[nH]2,BRD-K77171813-034-01-8,proxyfan,Tocris,2477,Proxyfan maleate,-10.796000,x0678,-1.827523,active-noncovalent
c1ccc(cc1)COCCCc2cnc[nH]2,BRD-K77171813-034-02-6,proxyfan,Tocris,2477,Proxyfan oxalate,-10.796000,x0678,-1.827523,active-noncovalent
c1cc(ccc1C[N@](c2c(cc(cn2)C(F)(F)F)Cl)S(=O)(=O)c3ccc(cc3)C(=O)[O-])OC(F)(F)F,BRD-K87973152-001-01-3,RQ-00203078,Tocris,5388,RQ 00203078,-10.795522,x0678,5.956387,active-noncovalent
CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C,BRD-K99616396-001-05-1,motesanib,MedChemEx,HY-10228,Motesanib,-10.789137,x0678,3.524839,active-noncovalent
CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C,BRD-K99616396-316-04-6,motesanib,Selleck,S1032,Motesanib Diphosphate (AMG-706),-10.789137,x0678,3.524839,active-noncovalent
CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C,BRD-K99616396-316-06-1,motesanib,MedChemEx,HY-10229,Motesanib (Diphosphate),-10.789137,x0678,3.524839,active-noncovalent
CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C,BRD-K99616396-001-06-9,motesanib,MedChemEx,HY-10228,Motesanib,-10.789137,x0678,3.524839,active-noncovalent
CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C,BRD-K99616396-316-05-3,motesanib,Selleck,S1032,Motesanib Diphosphate,-10.789137,x0678,3.524839,active-noncovalent
c1cc(c(cc1/C=C/C(=O)c2ccc(cc2O)O)O)O,BRD-K17497770-001-04-4,butein,Selleck,S8036,Butein,-10.785174,x1093,-0.643427,active-noncovalent
c1cc(c(cc1/C=C/C(=O)c2ccc(cc2O)O)O)O,BRD-K17497770-001-03-6,butein,Selleck,S8036,Butein,-10.785174,x1093,-0.643427,active-noncovalent
CN1CCC[NH+]=C1/C=C/c2cccc(c2)O,BRD-K66019333-096-02-0,oxantel,MicroSource,1505982,OXANTEL PAMOATE,-10.779531,x0678,0.150644,active-noncovalent
c1ccc(cc1)/C=C/c2ccnc(n2)N,BRD-K77915400-001-01-6,TCN-238,Tocris,4259,TCN 238,-10.770400,x0749,-0.295809,active-covalent
c1cc(cnc1)C(=O)NCCON(=O)=O,BRD-K97752965-001-15-6,nicorandil,MicroSource,1506025,NICORANDIL,-10.763849,x0678,-1.19929,active-noncovalent
c1cc(cnc1)C(=O)NCCON(=O)=O,BRD-K97752965-001-13-1,nicorandil,Selleck,S1971,Nicorandil,-10.763849,x0678,-1.19929,active-noncovalent
c1cc(cnc1)C(=O)NCCON(=O)=O,BRD-K97752965-001-16-4,nicorandil,Selleck,S1971,Nicorandil (Ikorel),-10.763849,x0678,-1.19929,active-noncovalent
c1cc(cnc1)C(=O)NCCON(=O)=O,BRD-K97752965-001-14-9,nicorandil,Tocris,2147,Nicorandil,-10.763849,x0678,-1.19929,active-noncovalent
c1ccc2c(c1)Sc3cccc(c3S2)c4cc(=O)cc(o4)N5CCOCC5,BRD-K25311561-001-09-9,KU-55933,Selleck,S1092,KU-55933 (ATM Kinase Inhibitor),-10.763680,x0195,3.320421,active-noncovalent
c1ccc2c(c1)Sc3cccc(c3S2)c4cc(=O)cc(o4)N5CCOCC5,BRD-K25311561-001-10-7,KU-55933,Tocris,3544,KU 55933,-10.763680,x0195,3.320421,active-noncovalent
COc1ccc2c(c1)c3ccnc(c3[nH]2)c4cccc5c4cccc5,BRD-K28571773-001-01-6,SP-141,Tocris,5332,SP 141,-10.760232,x0946,0.805184,active-noncovalent
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])[NH3+],BRD-K78841970-001-14-6,aspartame,Sigma,A1320000,(3S)-3-amino-4-{[(1S)-1-benzyl-2-methoxy-2-oxoethyl]amino}-4-oxobutanoic acid,-10.743473,x0830,-0.184803,active-covalent
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])[NH3+],BRD-K78841970-001-11-2,aspartame,Selleck,S2036,Aspartame,-10.743473,x0830,-0.184803,active-covalent
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])[NH3+],BRD-K78841970-001-13-8,aspartame,Selleck,S2036,Aspartame,-10.743473,x0830,-0.184803,active-covalent
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)[O-])[NH3+],BRD-K78841970-001-12-0,aspartame,MicroSource,1505306,ASPARTAME,-10.743473,x0830,-0.184803,active-covalent
c1cc(ccc1[C@@H]2C[NH2+]CCc3c2cc(c(c3Cl)O)O)O,BRD-A50684349-066-11-7,fenoldopam,MicroSource,1505539,FENOLDOPAM MESYLATE,-10.734211,x1418,-1.326652,active-covalent
c1cc(ccc1[C@@H]2C[NH2+]CCc3c2cc(c(c3Cl)O)O)O,BRD-A50684349-003-02-9,fenoldopam,Tocris,1659,Fenoldopam hydrochloride,-10.734211,x1418,-1.326652,active-covalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,BRD-K41256143-001-12-7,dehydroepiandrosterone,Selleck,S2604,Dehydroepiandrosterone (DHEA),-10.734205,x0749,2.24087,active-covalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,BRD-K41256143-001-13-5,dehydroepiandrosterone,MicroSource,1505083,PRASTERONE,-10.734205,x0749,2.24087,active-covalent
c1cc(ccc1Nc2c3c(ncnc3[nH]n2)N)F,BRD-K42500029-001-06-8,CGP-57380,Tocris,2731,CGP 57380,-10.734002,x0678,-0.799509,active-noncovalent
c1cc(ccc1Nc2c3c(ncnc3[nH]n2)N)F,BRD-K42500029-001-03-5,CGP-57380,Selleck,S7421,CGP 57380,-10.734002,x0678,-0.799509,active-noncovalent
c1cc(ccc1Nc2c3c(ncnc3[nH]n2)N)F,BRD-K42500029-001-04-3,CGP-57380,Tocris,2731,CGP 57380,-10.734002,x0678,-0.799509,active-noncovalent
COc1nc(ccn1)c2n(cnc2c3ccc(cc3)F)[C@H]4CC[C@@H](CC4)O,BRD-K82091397-001-03-0,SB-239063,Tocris,1962,SB 239063,-10.733989,x0678,2.439401,active-noncovalent
c1cc(ccc1[C@@H]2CC(=O)c3c(cc(cc3O2)O)[O-])O,BRD-K08832567-001-11-5,naringenin,Selleck,S2394,Naringenin,-10.727943,x0749,-0.712157,active-covalent
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,BRD-K56155962-001-16-2,ergocalciferol,Selleck,S4035,Vitamin D2,-10.727814,x0104,6.450594,active-noncovalent
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,BRD-K56155962-001-11-3,ergocalciferol,Selleck,S4035,Vitamin D2 (Ergocalciferol),-10.727814,x0104,6.450594,active-noncovalent
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,BRD-K56155962-001-15-4,ergocalciferol,MicroSource,1500276,ERGOCALCIFEROL,-10.727814,x0104,6.450594,active-noncovalent
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,BRD-K56155962-001-12-1,ergocalciferol,Sigma,MFCD00166988,"(3S,5Z,7E,22E)-9,10-secoergosta-5,7,10,22-tetraen-3-ol",-10.727814,x0104,6.450594,active-noncovalent
c1cc(ccc1C23C[C@H]4C[C@@H](C2)CC(C4)(C3)C(=O)NCc5ccncc5)Cl,BRD-A70814879-003-02-6,ABC-294640,Enzo,AC1558,ABC294640 HCl,-10.723454,x0749,1.899779,active-covalent
c1cc(ccc1C23C[C@H]4C[C@@H](C2)CC(C4)(C3)C(=O)NCc5ccncc5)Cl,BRD-A70814879-001-01-2,ABC-294640,Selleck,S7174,ABC294640,-10.723454,x0749,1.899779,active-covalent
C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@H]2CC[C@]4([C@H]3CCC4=O)C)O,BRD-K42756753-001-01-9,epiandrosterone,Selleck,S2832,Epiandrosterone,-10.719960,x0749,0.432456,active-covalent
c1cc(c(cc1F)O)c2ccc(o2)/C=C\3/C(=O)[N-]C(=O)S3,BRD-K14988953-001-04-4,AS-252424,Selleck,S2671,AS-252424,-10.718079,x0107,0.721016,active-noncovalent
c1cc(c(cc1F)O)c2ccc(o2)/C=C\3/C(=O)[N-]C(=O)S3,BRD-K14988953-001-03-6,AS-252424,Selleck,S2671,AS-252424,-10.718079,x0107,0.721016,active-noncovalent
Cc1cc(c2nc(cc(=O)n2c1)N3CCOCC3)[C@@H](C)Nc4ccccc4,BRD-A41692738-001-07-6,TGX-221,Selleck,S1169,TGX-221,-10.715137,x0195,5.011607,active-noncovalent
Cc1cc(c2nc(cc(=O)n2c1)N3CCOCC3)[C@@H](C)Nc4ccccc4,BRD-A41692738-001-10-0,TGX-221,Selleck,S1169,TGX-221,-10.715137,x0195,5.011607,active-noncovalent
c1cc(ccc1/C=C/c2cc(cc(c2)O)O)O,BRD-K80738081-001-42-7,resveratrol,Selleck,S1396,Resveratrol,-10.714994,x0749,-1.009263,active-covalent
c1cc(ccc1/C=C/c2cc(cc(c2)O)O)O,BRD-K80738081-001-43-5,resveratrol,Tocris,1418,Resveratrol,-10.714994,x0749,-1.009263,active-covalent
c1cc(ccc1/C=C/c2cc(cc(c2)O)O)O,BRD-K80738081-001-44-3,resveratrol,Selleck,S1396,Resveratrol,-10.714994,x0749,-1.009263,active-covalent
c1cc(ccc1/C=C/c2cc(cc(c2)O)O)O,BRD-K80738081-001-47-6,resveratrol,Tocris,1418,Resveratrol,-10.714994,x0749,-1.009263,active-covalent
c1cc(ccc1/C=C/c2cc(cc(c2)O)O)O,BRD-K80738081-001-46-8,resveratrol,MedChemEx,HY-16561,Resveratrol,-10.714994,x0749,-1.009263,active-covalent
CC(=O)Oc1ccccc1C(=O)Oc2ccccc2C(=O)[O-],BRD-K46585355-001-14-3,acetylsalicylsalicylic-acid,Prestwick,Prestw-98,Acetylsalicylsalicylic acid,-10.713825,x0195,0.967367,active-noncovalent
