Molecule Name,CDD Number,SMILES,Canonical PostEra ID,stereochem comments,Covalent Warhead,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Run Date,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0019636,"",Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CNC1)C#N,MAT-POS-777f5926-4,Single unknown enantiomer,False,"ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CNC1 |o1:16|,shipment_SMILES,2021-11-01,0.0562,0.0500,0.0632,0.892,2.1
CVD-0019635,"",Clc1ccc2CN(C[C@H](C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CNC1)C#N,MAT-POS-777f5926-3,Single unknown enantiomer,False,"ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N |o1:8,r|",N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CNC1 |o1:16|,shipment_SMILES,2021-11-01,1.62,1.31,2.00,1.14,1.1
CVD-0019634,"",Clc1ccc2CN(C[C@@H](C(=O)Nc3cncc4ccccc34)c2c1)[C@@H]1CCNC1=O,MAT-POS-777f5926-2,Racemic diastereomer with known relative stereochemistry,False,"ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)[C@@H]5CCNC5=O |&1:8,24,r|","O=C(Nc1cncc2ccccc12)[C@@H]1CN([C@@H]2CCNC2=O)Cc2ccc(Cl)cc21 |&1:13,16|",shipment_SMILES,2021-11-01,4.09,3.36,4.98,1.07,1.1
CVD-0019633,"",C[C@@H]1NC(=O)c2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,MAT-POS-777f5926-1,Racemic diastereomer with known relative stereochemistry,False,"C[C@@H]1NC(=O)C=2C=CC(Cl)=CC2[C@@H]1C(=O)NC=3C=NC=C4C=CC=CC34 |&1:1,12,r|","C[C@@H]1NC(=O)c2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12 |&1:1,12|",shipment_SMILES,2021-11-01,0.454,0.399,0.516,1.10,1.1
CVD-0019576,"",CC1(CS(=O)(=O)N2C[C@@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,MAT-POS-dd1fff26-2,Single unknown enantiomer,False,"CC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:8,r|",CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1 |o1:15|,shipment_SMILES,2021-11-01,0.0846,0.0691,0.103,1.36,1.1
CVD-0019576,"",CC1(CS(=O)(=O)N2C[C@@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,MAT-POS-dd1fff26-2,Single unknown enantiomer,False,"CC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:8,r|",CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)CC1 |o1:15|,shipment_SMILES,2021-10-25,< 0.0500,"","",1.02,2.1
CVD-0019575,"",CC1(CS(=O)(=O)N2C[C@H](C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,MAT-POS-dd1fff26-1,Single unknown enantiomer,False,"CC1(CS(=O)(=O)N2C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1 |o1:8,r|",CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@H](C(=O)Nc3cncc4ccccc34)C2)CC1 |o1:15|,shipment_SMILES,2021-10-25,4.58,4.23,4.96,1.12,1.1
CVD-0019558,"",CNC(=O)CN1C[C@H](C(=O)Nc2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2C1=O,LUO-POS-74179f4f-1,Single unknown enantiomer,False,"CNC(=O)CN1C[C@H](C(=O)NC=2C=NC=C3C=C(Cl)C=CC23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|",CNC(=O)CN1C[C@H](C(=O)Nc2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2C1=O |o1:7|,shipment_SMILES,2021-11-24,0.149,0.130,0.172,1.01,2.1
CVD-0019557,"",CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2C1=O,LUO-POS-edefcc0e-1,Single unknown enantiomer,False,"CNC(=O)CN1C[C@@H](C(=O)NC=2C=NC=C3C=C(Cl)C=CC23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|",CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2C1=O |o1:7|,shipment_SMILES,2021-11-24,0.939,0.830,1.06,1.09,1.1
CVD-0019556,"",Clc1ccc2c(c1)C(CNS2(=O)=O)C(=O)Nc1cncc2CCCCc12,ALP-POS-4483ae88-4,Racemic or presumed racemic or meso,False,ClC=1C=CC2=C(C1)C(CNS2(=O)=O)C(=O)NC=3C=NC=C4CCCCC34,O=C(Nc1cncc2c1CCCC2)C1CNS(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,2021-11-09,0.452,0.350,0.584,1.44,1.1
CVD-0019555,"",CNC(=O)CN1CC(C(=O)Nc2cncc3CCCCc23)c2cc(Cl)ccc2C1=O,ALP-POS-4483ae88-3,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3CCCCC23)C=4C=C(Cl)C=CC4C1=O,CNC(=O)CN1CC(C(=O)Nc2cncc3c2CCCC3)c2cc(Cl)ccc2C1=O,shipment_SMILES,2021-11-24,0.448,0.389,0.518,1.07,1.1
CVD-0019554,"",CNC(=O)CN1CC2(CCN(C2=O)c2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,ALP-POS-4483ae88-2,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5S1(=O)=O,CNC(=O)CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2S1(=O)=O,shipment_SMILES,2021-12-28,0.275,0.262,0.288,1.04,1.1
CVD-0019544,"",Cc1nc(CN2CC(C(=O)Nc3cncc4cc(ccc34)S(C)(=O)=O)c3cc(Cl)ccc3C2=O)c[nH]1,EDJ-MED-41558c53-6,Racemic or presumed racemic or meso,False,CC1=NC(CN2CC(C(=O)NC=3C=NC=C4C=C(C=CC34)S(=O)(=O)C)C=5C=C(Cl)C=CC5C2=O)=CN1,Cc1nc(CN2CC(C(=O)Nc3cncc4cc(S(C)(=O)=O)ccc34)c3cc(Cl)ccc3C2=O)c[nH]1,shipment_SMILES,2021-11-24,0.226,0.206,0.248,1.19,1.1
CVD-0019485,"",Fc1ccc2cncc(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)c2c1,MAT-POS-b4d6b7fc-9,Racemic or presumed racemic or meso,False,FC=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)C2C1,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccc(F)cc34)C2)CC1,shipment_SMILES,2021-11-24,0.137,0.118,0.158,1.07,2.1
CVD-0019484,"",Clc1ccc2CN(CC(C(=O)Nc3cncc4cccc(Cl)c34)c2c1)S(=O)(=O)CC1(CC1)C#N,MAT-POS-b4d6b7fc-8,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=C(Cl)C34)C2C1)S(=O)(=O)CC5(CC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cccc(Cl)c34)C2)CC1,shipment_SMILES,2021-11-24,0.259,0.231,0.290,1.16,1.1
CVD-0019481,"",CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(C2=O)c2cncc3ccc(F)cc23)C1,MAT-POS-b4d6b7fc-5,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC(F)=CC45)C1,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccc(F)cc34)C2=O)C1,shipment_SMILES,2021-11-24,0.267,0.227,0.313,1.05,1.1
CVD-0019478,"",CNC(=O)CN1CC(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)c2cc(Cl)ccc2C1=O,MAT-POS-b4d6b7fc-2,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(NS(=O)(=O)C)C=CC23)C=4C=C(Cl)C=CC4C1=O,CNC(=O)CN1CC(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)c2cc(Cl)ccc2C1=O,shipment_SMILES,2021-11-09,< 0.0500,"","",1.21,2.1
CVD-0019477,"",CNC(=O)CN1CC(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)c2cc(Cl)ccc2C1,MAT-POS-b4d6b7fc-1,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(NS(=O)(=O)C)C=CC23)C=4C=C(Cl)C=CC4C1,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)C1,shipment_SMILES,2021-11-24,0.0728,0.0662,0.0801,1.15,2.1
CVD-0019474,"",CNC(=O)c1ccc2cncc(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(C)CS(=O)(=O)C3)c2c1,MAT-POS-78ab8081-3,Racemic or presumed racemic or meso,False,CNC(=O)C=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(C)CS(=O)(=O)C5)C2C1,CNC(=O)c1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C)CS(=O)(=O)C4)Cc4ccc(Cl)cc43)c2c1,shipment_SMILES,2021-11-24,0.110,0.0997,0.122,1.15,2.1
CVD-0019473,"",CN(C)CCOc1ccc2cncc(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)c2c1,MAT-POS-78ab8081-2,Racemic or presumed racemic or meso,False,CN(C)CCOC=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)C2C1,CN(C)CCOc1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c2c1,shipment_SMILES,2021-11-24,0.117,0.102,0.135,1.14,2.1
CVD-0019472,"",Clc1ccc2CN(CC(C(=O)Nc3cncc4cc(NS(=O)(=O)C5CC5)ccc34)c2c1)S(=O)(=O)CC1(CC1)C#N,MAT-POS-22373164-4,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=C(NS(=O)(=O)C5CC5)C=CC34)C2C1)S(=O)(=O)CC6(CC6)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cc(NS(=O)(=O)C5CC5)ccc34)C2)CC1,shipment_SMILES,2021-11-24,< 0.0500,"","",1.17,2.1
CVD-0019471,"",CC(C)S(=O)(=O)Nc1ccc2c(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,MAT-POS-22373164-3,Racemic or presumed racemic or meso,False,CC(C)S(=O)(=O)NC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,CC(C)S(=O)(=O)Nc1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,shipment_SMILES,2021-11-24,0.0898,0.0840,0.0960,1.19,2.1
CVD-0019470,"",CCS(=O)(=O)Nc1ccc2c(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,MAT-POS-22373164-2,Racemic or presumed racemic or meso,False,CCS(=O)(=O)NC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,CCS(=O)(=O)Nc1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1,shipment_SMILES,2021-11-24,< 0.0500,"","",1.05,2.1
CVD-0019469,"",CN(c1ccc2c(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1)S(C)(=O)=O,MAT-POS-22373164-1,Racemic or presumed racemic or meso,False,CN(C=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1)S(=O)(=O)C,CN(c1ccc2c(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1)S(C)(=O)=O,shipment_SMILES,2021-11-09,0.232,0.198,0.272,1.02,2.1
CVD-0019468,"",CS(=O)(=O)Nc1ccc2c(NC(=O)[C@@H]3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,MAT-POS-c7726e07-8,Single unknown enantiomer,False,"CS(=O)(=O)NC=1C=CC=2C(NC(=O)[C@@H]3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1 |o1:13,r|",CS(=O)(=O)Nc1ccc2c(NC(=O)[C@@H]3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1 |o1:13|,shipment_SMILES,2021-11-24,< 0.0500,"","",1.09,2.1
CVD-0019467,"",CS(=O)(=O)Nc1ccc2c(NC(=O)[C@H]3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)cncc2c1,MAT-POS-c7726e07-7,Single unknown enantiomer,False,"CS(=O)(=O)NC=1C=CC=2C(NC(=O)[C@H]3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1 |o1:13,r|",CS(=O)(=O)Nc1ccc2c(NC(=O)[C@H]3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)cncc2c1 |o1:13|,shipment_SMILES,2021-11-24,0.742,0.606,0.909,1.17,1.1
CVD-0019466,"",CNC(=O)CN1Cc2ccc(Cl)cc2[C@]2(CCN(C2=O)c2cncc3ccccc23)C1,MAT-POS-c7726e07-6,"",False,"","","",2021-11-01,11.9,10.5,13.5,1.26,1.1
CVD-0019465,"",CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(C2=O)c2cncc3ccccc23)C1,MAT-POS-c7726e07-5,"",False,"","","",2021-11-24,0.0950,0.0810,0.111,1.16,1.1
CVD-0019465,"",CNC(=O)CN1Cc2ccc(Cl)cc2[C@@]2(CCN(C2=O)c2cncc3ccccc23)C1,MAT-POS-c7726e07-5,"",False,"","","",2021-11-01,0.0578,0.0536,0.0623,1.02,2.1
CVD-0019464,"",CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O,MAT-POS-c7726e07-4,Single unknown enantiomer,False,"CNC(=O)CN1C[C@@H](C(=O)NC=2C=NC=C3C=CC(F)=CC23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|",CNC(=O)CN1C[C@@H](C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O |o1:7|,shipment_SMILES,2021-11-01,0.0946,0.0854,0.105,0.980,2.1
CVD-0019463,"",CNC(=O)CN1C[C@H](C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O,MAT-POS-c7726e07-3,Single unknown enantiomer,False,"CNC(=O)CN1C[C@H](C(=O)NC=2C=NC=C3C=CC(F)=CC23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|",CNC(=O)CN1C[C@H](C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O |o1:7|,shipment_SMILES,2021-11-01,0.0964,0.0890,0.105,1.10,2.1
CVD-0019460,"",CNC(=O)CN1CC2(CCN(C2=O)c2cncc3cc(Cl)ccc23)c2cc(Cl)ccc2C1=O,EDG-MED-b1ef7fe3-4,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=C(Cl)C=CC34)C=5C=C(Cl)C=CC5C1=O,CNC(=O)CN1CC2(CCN(c3cncc4cc(Cl)ccc34)C2=O)c2cc(Cl)ccc2C1=O,shipment_SMILES,2021-12-28,0.449,0.421,0.480,1.02,1.1
CVD-0019459,"",CNC(=O)CN1CC2(CCN(C2=O)c2cncc3cc(F)ccc23)c2cc(Cl)ccc2C1=O,EDG-MED-b1ef7fe3-3,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=C(F)C=CC34)C=5C=C(Cl)C=CC5C1=O,CNC(=O)CN1CC2(CCN(c3cncc4cc(F)ccc34)C2=O)c2cc(Cl)ccc2C1=O,shipment_SMILES,2021-12-16,0.426,0.375,0.484,0.955,2.1
CVD-0019457,"",CNC(=O)CN1CC2(CCN(C2=O)c2cncc3ccc(Cl)cc23)c2cc(Cl)ccc2C1=O,EDG-MED-b1ef7fe3-1,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=CC(Cl)=CC34)C=5C=C(Cl)C=CC5C1=O,CNC(=O)CN1CC2(CCN(c3cncc4ccc(Cl)cc34)C2=O)c2cc(Cl)ccc2C1=O,shipment_SMILES,2021-12-16,0.143,0.131,0.156,0.882,2.1
CVD-0019456,"",C[C@@]1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,MAT-POS-806462de-2,Single unknown enantiomer,False,"C[C@@]1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|",C[C@]1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21 |o1:1|,shipment_SMILES,2021-10-20,0.0968,0.0902,0.104,0.938,2.1
CVD-0019455,"",C[C@]1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,MAT-POS-806462de-1,Single unknown enantiomer,False,"C[C@]1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|",C[C@@]1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21 |o1:1|,shipment_SMILES,2021-10-20,2.53,2.38,2.69,0.970,1.1
CVD-0019444,CDD-2302014,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,SHA-THE-408e7524-13,"",False,"","","",2021-12-09,85.1,78.6,92.2,5.44,2.1
CVD-0019444,CDD-2302014,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12,SHA-THE-408e7524-13,"",False,"","","",2021-11-09,46.1,(IC50 CI (Lower) could not be calculated; confidence interval too large),(IC50 CI (Upper) could not be calculated; confidence interval too large),23.4,1.1
CVD-0019426,"",CNC(=O)CN1C(C)C(C(=O)Nc2cncc3cc(ccc23)S(C)(=O)=O)c2cc(Cl)ccc2C1=O,EDG-MED-ee636701-1,Diastereomeric mixture,False,CNC(=O)CN1C(C)C(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4C1=O,CNC(=O)CN1C(=O)c2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)C1C,shipment_SMILES,2021-11-24,< 0.0500,"","",1.18,2.1
CVD-0019423,"",CC1(CN(CC2CC2)S(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2cc(ccc12)S(C)(=O)=O,EDG-MED-b8f93667-6,Racemic or presumed racemic or meso,False,CC1(CN(CC2CC2)S(=O)(=O)C=3C=CC(Cl)=CC31)C(=O)NC=4C=NC=C5C=C(C=CC45)S(=O)(=O)C,CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CN(CC2CC2)S(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,2021-11-24,0.615,0.517,0.732,1.09,1.1
CVD-0019421,"",CN1CC(C)(C(=O)Nc2cncc3cc(ccc23)S(C)(=O)=O)c2cc(Cl)ccc2S1(=O)=O,EDG-MED-b8f93667-4,Racemic or presumed racemic or meso,False,CN1CC(C)(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4S1(=O)=O,CN1CC(C)(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)c2cc(Cl)ccc2S1(=O)=O,shipment_SMILES,2021-11-24,0.523,0.451,0.607,1.06,1.1
CVD-0019417,"",CC1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2cccc(Cl)c12,MAT-POS-c88128cb-15,Racemic or presumed racemic or meso,False,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=C(Cl)C34,CC1(C(=O)Nc2cncc3cccc(Cl)c23)CNS(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,2021-11-24,1.87,1.56,2.24,1.19,1.1
CVD-0019416,"",CC1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2cc(ccc12)S(C)(=O)=O,MAT-POS-c88128cb-14,Racemic or presumed racemic or meso,False,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=C(C=CC34)S(=O)(=O)C,CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CNS(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,2021-11-01,0.172,0.159,0.186,1.11,2.1
CVD-0019414,"",CC1(CNS(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(F)cc12,MAT-POS-c88128cb-12,Racemic or presumed racemic or meso,False,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34,CC1(C(=O)Nc2cncc3ccc(F)cc23)CNS(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,2021-11-01,0.441,0.406,0.480,1.03,1.1
CVD-0019407,"",CC1(CN(CC2CC2)S(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,MAT-POS-c88128cb-5,Racemic or presumed racemic or meso,False,CC1(CN(CC2CC2)S(=O)(=O)C=3C=CC(Cl)=CC31)C(=O)NC=4C=NC=C5C=CC=CC45,CC1(C(=O)Nc2cncc3ccccc23)CN(CC2CC2)S(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,2021-11-24,0.634,0.522,0.770,1.11,1.1
CVD-0019406,"",CC(C)CN1CC(C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,MAT-POS-c88128cb-4,Racemic or presumed racemic or meso,False,CC(C)CN1CC(C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4S1(=O)=O,CC(C)CN1CC(C)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2S1(=O)=O,shipment_SMILES,2021-12-01,0.153,0.142,0.165,1.04,2.1
CVD-0019403,"",CC(C)CS(=O)(=O)N1CC(C(=O)Nc2cncc3ccc(cc23)C(C)(C)O)c2cc(Cl)ccc2C1,MAT-POS-c88128cb-1,Racemic or presumed racemic or meso,False,CC(C)CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC(=CC23)C(C)(C)O)C=4C=C(Cl)C=CC4C1,CC(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccc(C(C)(C)O)cc23)C1,shipment_SMILES,2021-11-24,1.22,0.980,1.51,1.06,1.1
CVD-0019400,"",CN(C)CCOc1ccc2cncc(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(C)CS(=O)(=O)C3)c2c1,MAT-POS-83f73d0a-2,"",False,"","","",2021-11-24,0.125,0.111,0.141,1.15,2.1
CVD-0019399,"",CC(C)(O)c1ccc2cncc(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(C)CS(=O)(=O)C3)c2c1,MAT-POS-83f73d0a-1,"",False,"","","",2021-11-24,2.36,1.93,2.87,1.03,1.1
CVD-0019392,"",CC1(CN(CC(=O)NC2CC2)S(=O)(=O)c2ccc(Cl)cc12)C(=O)Nc1cncc2cc(ccc12)S(C)(=O)=O,EDJ-MED-dac03e7f-2,Racemic or presumed racemic or meso,False,CC1(CN(CC(=O)NC2CC2)S(=O)(=O)C=3C=CC(Cl)=CC31)C(=O)NC=4C=NC=C5C=C(C=CC45)S(=O)(=O)C,CC1(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)CN(CC(=O)NC2CC2)S(=O)(=O)c2ccc(Cl)cc21,shipment_SMILES,2021-11-24,0.468,0.403,0.545,1.10,1.1
CVD-0019380,"",CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(cc23)C(C)(C)O)c2cc(Cl)ccc2C1=O,MAT-POS-97ec4bd1-4,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC(=CC23)C(C)(C)O)C=4C=C(Cl)C=CC4C1=O,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(C(C)(C)O)cc23)c2cc(Cl)ccc2C1=O,shipment_SMILES,2021-11-24,0.384,0.329,0.448,1.07,1.1
CVD-0019379,"",CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(cc23)C(C)(C)O)c2cc(Cl)ccc2C1,MAT-POS-97ec4bd1-3,Racemic or presumed racemic or meso,False,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC(=CC23)C(C)(C)O)C=4C=C(Cl)C=CC4C1,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccc(C(C)(C)O)cc23)C1,shipment_SMILES,2021-11-24,0.564,0.458,0.693,1.04,1.1
